Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,80.331846,[184 131] ; [ 41 173],[133.97920605 181.02079395] ; [ 91.02079395 122.97920605],1
v1,1,0.0,36.268636,[218 101] ; [ 90 124],[184.33771107 134.66228893] ; [123.66228893  90.33771107],1
a3,1,0.001892,9.651817,[252  71] ; [141  73],[236.38547486  86.61452514] ; [156.61452514  57.38547486],0
p10,1,0.006486,7.410142,[284  37] ; [171  43],[273.  48.] ; [182.  32.],0
p3,1,0.008391,6.948098,[208 114] ; [115 101],[193.3197026 128.6802974] ; [129.6802974  86.3197026],0
a5,1,0.012726,6.206785,[253  71] ; [148  68],[240.6  83.4] ; [160.4  55.6],0
u1,1,0.013462,6.107375,[ 69 255] ; [ 28 188],[ 58.2 265.8] ; [ 38.8 177.2],0
d4,1,0.020615,5.359034,[277  46] ; [167  47],[267.06145251  55.93854749] ; [176.93854749  37.06145251],0
p9,1,0.02349,5.131885,[289  34] ; [177  37],[280.29422719  42.70577281] ; [185.70577281  28.29422719],0
d3,1,0.025482,4.990823,[237  86] ; [137  76],[225.37686567  97.62313433] ; [148.62313433  64.37686567],0
d1,1,0.026528,4.921265,[205 119] ; [116 100],[192.6 131.4] ; [128.4  87.6],0
a6,1,0.028143,4.819306,[227  95] ; [132  83],[215.26629423 106.73370577] ; [143.73370577  71.26629423],0
s4,1,0.032873,4.552376,[ 47 276] ; [ 46 166],[ 56.14766355 266.85233645] ; [ 36.85233645 175.14766355],0
r1,1,0.034726,4.458597,[275  48] ; [167  47],[265.858473  57.141527] ; [176.141527  37.858473],0
b1,1,0.044784,4.026765,[119 205] ; [ 98 118],[130.2 193.8] ; [ 86.8 129.2],0
b4,1,0.047894,3.913695,[190 134] ; [108 108],[178.8 145.2] ; [119.2  96.8],0
p11,1,0.051657,3.786852,[276  48] ; [170  46],[267.6  56.4] ; [178.4  37.6],0
a2,1,0.054068,3.710596,[ 88 236] ; [ 43 173],[ 78.6 245.4] ; [ 52.4 163.6],0
n5,1,0.05676,3.629599,[256  65] ; [157  59],[246.87709497  74.12290503] ; [166.12290503  49.87709497],0
s7,1,0.063345,3.447563,[179 132] ; [103 106],[168.65769231 142.34230769] ; [113.34230769  95.65769231],0
d2,1,0.064269,3.423639,[166 157] ; [ 93 122],[155.49628253 167.50371747] ; [103.50371747 111.49628253],0
d5,1,0.070732,3.265955,[273  50] ; [167  46],[265.14925373  57.85074627] ; [174.85074627  38.14925373],0
