Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.640013,[ 2 31] ; [78 52],[16.19631902 16.80368098] ; [63.80368098 66.19631902],1
p2,1,9e-06,19.619023,[11 21] ; [98 32],[21.5308642 10.4691358] ; [87.4691358 42.5308642],1
r2,1,4.4e-05,16.701563,[13 17] ; [101  25],[21.92307692  8.07692308] ; [92.07692308 33.92307692],1
r3,1,4.4e-05,16.692264,[16 16] ; [109  21],[24.69135802  7.30864198] ; [100.30864198  29.69135802],1
p9,1,0.000287,13.15386,[14 17] ; [99 28],[22.17088608  8.82911392] ; [90.82911392 36.17088608],1
n2,1,0.000964,10.895601,[5 9] ; [36  8],[9.89655172 4.10344828] ; [31.10344828 12.89655172],1
s6,1,0.001291,10.355183,[ 6 27] ; [64 66],[14.17177914 18.82822086] ; [55.82822086 74.17177914],0
p8,1,0.002843,8.905683,[ 4 27] ; [54 76],[11.16770186 19.83229814] ; [46.83229814 83.16770186],0
n6,1,0.004846,7.936032,[16 16] ; [98 32],[22.51851852  9.48148148] ; [91.48148148 38.51851852],0
u3,1,0.006431,7.425287,[ 2 15] ; [30 32],[ 6.88607595 10.11392405] ; [25.11392405 36.88607595],0
p10,1,0.009327,6.759118,[14 18] ; [87 40],[20.32704403 11.67295597] ; [80.67295597 46.32704403],0
s8,1,0.010617,6.52836,[ 2 31] ; [35 95],[ 7.49079755 25.50920245] ; [ 29.50920245 100.49079755],0
u2,1,0.010632,6.525762,[ 3 14] ; [33 30],[7.65 9.35] ; [28.35 34.65],0
p4,1,0.015583,5.849348,[ 9 24] ; [66 64],[15.18404908 17.81595092] ; [59.81595092 70.18404908],0
p6,1,0.026844,4.900807,[ 3 28] ; [37 91],[ 7.79874214 23.20125786] ; [32.20125786 95.79874214],0
s7,1,0.028958,4.770088,[ 4 27] ; [40 82],[ 8.91503268 22.08496732] ; [35.08496732 86.91503268],0
s2,1,0.031174,4.64337,[ 7 26] ; [54 76],[12.34969325 20.65030675] ; [48.65030675 81.34969325],0
p7,1,0.032253,4.584988,[10 23] ; [65 62],[15.46875 17.53125] ; [59.53125 67.46875],0
p11,1,0.032306,4.582207,[16 17] ; [89 41],[21.25766871 11.74233129] ; [83.74233129 46.25766871],0
d2,1,0.043471,4.077003,[16 16] ; [40 89],[11.13043478 20.86956522] ; [44.86956522 84.13043478],0
s5,1,0.046973,3.946342,[ 3 29] ; [32 92],[ 7.17948718 24.82051282] ; [27.82051282 96.17948718],0
v1,1,0.056814,3.628042,[ 5 27] ; [41 84],[ 9.37579618 22.62420382] ; [36.62420382 88.37579618],0
a7,1,0.105424,2.621505,[14 19] ; [75 54],[18.12962963 14.87037037] ; [70.87037037 58.12962963],0
p3,1,0.19303,1.694341,[ 9 24] ; [51 78],[12.22222222 20.77777778] ; [47.77777778 81.22222222],0
n3,1,0.21761,1.520066,[7 7] ; [30 14],[8.93103448 5.06896552] ; [28.06896552 15.93103448],0
a8,1,0.224402,1.475995,[ 5 28] ; [ 10 113],[ 3.17307692 29.82692308] ; [ 11.82692308 111.17307692],0
d1,1,0.237561,1.395011,[14 19] ; [41 89],[11.13496933 21.86503067] ; [43.86503067 86.13496933],0
n4,1,0.24142,1.372284,[22 11] ; [72 58],[19.03067485 13.96932515] ; [74.96932515 55.03067485],0
b4,1,0.24308,1.36264,[21 12] ; [68 62],[18.01840491 14.98159509] ; [70.98159509 59.01840491],0
n5,1,0.252062,1.311837,[24  9] ; [80 49],[21.18518519 11.81481481] ; [82.81481481 46.18518519],0
d5,1,0.261808,1.259172,[18 15] ; [84 45],[20.77777778 12.22222222] ; [81.22222222 47.77777778],0
s1,1,0.314765,1.010577,[ 3 30] ; [  6 124],[ 1.82208589 31.17791411] ; [  7.17791411 122.82208589],0
b5,1,0.368745,0.807889,[18 15] ; [82 48],[20.24539877 12.75460123] ; [79.75460123 50.24539877],0
a6,1,0.384003,0.757848,[16 17] ; [74 56],[18.2208589 14.7791411] ; [71.7791411 58.2208589],0
n1,1,0.38412,0.757475,[6 8] ; [13 30],[4.66666667 9.33333333] ; [14.33333333 28.66666667],0
v2,1,0.392239,0.731989,[ 7 25] ; [38 91],[ 8.94409938 23.05590062] ; [36.05590062 92.94409938],0
s3,1,0.395059,0.723315,[11 21] ; [55 74],[13.11801242 18.88198758] ; [52.88198758 76.11801242],0
u1,1,0.428157,0.627817,[ 3 30] ; [  7 123],[ 2.02453988 30.97546012] ; [  7.97546012 122.02453988],0
d4,1,0.506216,0.441881,[19 14] ; [83 47],[20.65030675 12.34969325] ; [81.34969325 48.65030675],0
s4,1,0.544924,0.36649,[ 6 27] ; [ 30 100],[ 7.28834356 25.71165644] ; [ 28.71165644 101.28834356],0
a4,1,0.576632,0.311711,[ 8 24] ; [39 91],[ 9.28395062 22.71604938] ; [37.71604938 92.28395062],0
p5,1,0.583336,0.300872,[ 2 30] ; [ 12 117],[ 2.7826087 29.2173913] ; [ 11.2173913 117.7826087],0
b2,1,0.583766,0.300186,[ 8 15] ; [21 52],[ 6.94791667 16.05208333] ; [22.05208333 50.94791667],0
b3,1,0.583766,0.300186,[ 8 15] ; [21 52],[ 6.94791667 16.05208333] ; [22.05208333 50.94791667],0
a5,1,0.637212,0.222407,[16 17] ; [69 61],[17.20858896 15.79141104] ; [67.79141104 62.20858896],0
a2,1,0.649355,0.206714,[ 2 31] ; [ 11 119],[ 2.63190184 30.36809816] ; [ 10.36809816 119.63190184],0
p1,1,0.670208,0.181359,[ 3 30] ; [  9 121],[ 2.42944785 30.57055215] ; [  9.57055215 120.42944785],0
p12,1,0.682805,0.166986,[ 1 32] ; [  6 123],[ 1.42592593 31.57407407] ; [  5.57407407 123.42592593],0
b1,1,0.690103,0.158974,[16 17] ; [58 72],[14.98159509 18.01840491] ; [59.01840491 70.98159509],0
a3,1,0.723237,0.125413,[16 17] ; [67 62],[16.90740741 16.09259259] ; [66.09259259 62.90740741],0
a1,1,0.748558,0.102747,[ 2 31] ; [ 10 120],[ 2.42944785 30.57055215] ; [  9.57055215 120.42944785],0
d3,1,0.940059,0.005654,[16 17] ; [63 65],[16.19254658 16.80745342] ; [62.80745342 65.19254658],0
