Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,28.297093,[ 5 98] ; [10 12],[12.36 90.64] ; [ 2.64 19.36],1
s2,1,0.000573,11.862928,[14 89] ; [10 12],[19.776 83.224] ; [ 4.224 17.776],1
d4,1,0.007765,7.086898,[57 45] ; [19  3],[62.51612903 39.48387097] ; [13.48387097  8.51612903],0
p6,1,0.011032,6.460084,[18 84] ; [ 9 12],[22.3902439 79.6097561] ; [ 4.6097561 16.3902439],0
p4,1,0.014948,5.922642,[28 73] ; [12 10],[32.84552846 68.15447154] ; [ 7.15447154 14.84552846],0
p3,1,0.018737,5.525893,[22 81] ; [10 12],[26.368 76.632] ; [ 5.632 16.368],0
p10,1,0.030379,4.687721,[52 48] ; [17  5],[56.55737705 43.44262295] ; [12.44262295  9.55737705],0
p8,1,0.030862,4.660623,[31 71] ; [12 10],[35.37096774 66.62903226] ; [ 7.62903226 14.37096774],0
p7,1,0.031759,4.611444,[41 59] ; [14  7],[45.45454545 54.54545455] ; [ 9.54545455 11.45454545],0
n4,1,0.032056,4.595526,[49 54] ; [16  6],[53.56 49.44] ; [11.44 10.56],0
b3,1,0.055812,3.65765,[16 44] ; [7 6],[18.90410959 41.09589041] ; [4.09589041 8.90410959],0
b2,1,0.055812,3.65765,[16 44] ; [7 6],[18.90410959 41.09589041] ; [4.09589041 8.90410959],0
d5,1,0.063032,3.455744,[52 50] ; [16  6],[55.93548387 46.06451613] ; [12.06451613  9.93548387],0
d1,1,0.072716,3.220614,[27 76] ; [10 12],[30.488 72.512] ; [ 6.512 15.488],0
s3,1,0.078905,3.087307,[23 78] ; [ 9 13],[26.27642276 74.72357724] ; [ 5.72357724 16.27642276],0
a3,1,0.10925,2.565033,[39 63] ; [12  9],[42.29268293 59.70731707] ; [ 8.70731707 12.29268293],0
a7,1,0.115931,2.471448,[55 46] ; [16  6],[58.30081301 42.69918699] ; [12.69918699  9.30081301],0
b1,1,0.131606,2.273459,[41 62] ; [ 5 17],[37.904 65.096] ; [ 8.096 13.904],0
p9,1,0.13643,2.21777,[61 40] ; [17  5],[64.04878049 36.95121951] ; [13.95121951  8.04878049],0
u3,1,0.147176,2.101274,[23 41] ; [6 4],[25.08108108 38.91891892] ; [3.91891892 6.08108108],0
r4,1,0.153066,2.041425,[63 40] ; [17  5],[65.92 37.08] ; [14.08  7.92],0
p11,1,0.153066,2.041425,[63 40] ; [17  5],[65.92 37.08] ; [14.08  7.92],0
v1,1,0.160955,1.96523,[28 74] ; [ 9 12],[30.68292683 71.31707317] ; [ 6.31707317 14.68292683],0
s4,1,0.187765,1.735067,[ 9 94] ; [ 4 18],[10.712 92.288] ; [ 2.288 19.712],0
r1,1,0.198593,1.652694,[50 53] ; [14  8],[52.736 50.264] ; [11.264 10.736],0
v4,1,0.208272,1.583394,[81 21] ; [20  2],[83.08064516 18.91935484] ; [17.91935484  4.08064516],0
d3,1,0.215831,1.53188,[45 56] ; [13  9],[47.62601626 53.37398374] ; [10.37398374 11.62601626],0
n1,1,0.246042,1.345641,[12 24] ; [3 2],[13.17073171 22.82926829] ; [1.82926829 3.17073171],0
p2,1,0.255804,1.291324,[66 36] ; [17  5],[68.27419355 33.72580645] ; [14.72580645  7.27419355],0
v3,1,0.257899,1.28,[23 77] ; [ 7 13],[25. 75.] ; [ 5. 15.],0
u2,1,0.291948,1.110615,[27 37] ; [6 4],[28.54054054 35.45945946] ; [4.45945946 5.54054054],0
a8,1,0.385063,0.754477,[ 9 89] ; [ 3 16],[10.05128205 87.94871795] ; [ 1.94871795 17.05128205],0
n5,1,0.391454,0.734421,[50 52] ; [13  9],[51.82258065 50.17741935] ; [11.17741935 10.82258065],0
b4,1,0.42667,0.63187,[56 47] ; [14  8],[57.68 45.32] ; [12.32  9.68],0
u1,1,0.468863,0.524654,[  2 101] ; [ 1 21],[  2.472 100.528] ; [ 0.528 21.472],0
r2,1,0.513401,0.427129,[82 20] ; [19  3],[83.08064516 18.91935484] ; [17.91935484  4.08064516],0
r3,1,0.513401,0.427129,[82 20] ; [19  3],[83.08064516 18.91935484] ; [17.91935484  4.08064516],0
s5,1,0.564239,0.332418,[10 90] ; [ 3 18],[10.74380165 89.25619835] ; [ 2.25619835 18.74380165],0
n6,1,0.600532,0.274194,[69 34] ; [16  6],[70.04 32.96] ; [14.96  7.04],0
a4,1,0.661939,0.191177,[18 85] ; [ 3 19],[17.304 85.696] ; [ 3.696 18.304],0
n3,1,0.670648,0.180846,[25 11] ; [3 2],[24.58536585 11.41463415] ; [3.41463415 1.58536585],0
d2,1,0.786055,0.073678,[25 77] ; [ 6 16],[25.5 76.5] ; [ 5.5 16.5],0
p1,1,0.845438,0.038002,[ 8 94] ; [ 2 20],[ 8.22580645 93.77419355] ; [ 1.77419355 20.22580645],0
b5,1,0.856453,0.032722,[63 40] ; [13  9],[62.624 40.376] ; [13.376  8.624],0
v2,1,0.905227,0.014176,[34 64] ; [ 7 14],[33.76470588 64.23529412] ; [ 7.23529412 13.76470588],0
a6,1,0.921964,0.009596,[48 55] ; [10 12],[47.792 55.208] ; [10.208 11.792],0
