Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,255.683998,[266  29] ; [ 67 210],[171.73951049 123.26048951] ; [161.26048951 115.73951049],1
s7,1,0.0,107.126877,[217  77] ; [ 78 183],[156.27027027 137.72972973] ; [138.72972973 122.27027027],1
s6,1,0.0,98.254024,[256  38] ; [132 141],[201.18518519  92.81481481] ; [186.81481481  86.18518519],1
s8,1,0.0,67.037984,[191 107] ; [ 83 194],[142.00347826 155.99652174] ; [131.99652174 145.00347826],1
s5,1,0.0,50.110802,[138 151] ; [ 52 217],[ 98.40501792 190.59498208] ; [ 91.59498208 177.40501792],1
s4,1,8.1e-05,15.542002,[ 57 237] ; [ 22 254],[ 40.74736842 253.25263158] ; [ 38.25263158 237.74736842],1
n5,1,0.000275,13.2314,[272  25] ; [225  52],[257.15853659  39.84146341] ; [239.84146341  37.15853659],1
d4,1,0.000305,13.039042,[264  33] ; [216  62],[247.93043478  49.06956522] ; [232.06956522  45.93043478],1
d1,1,0.000838,11.154504,[205  95] ; [153 126],[185.49222798 114.50777202] ; [172.50777202 106.49222798],1
a3,1,0.001759,9.784929,[237  61] ; [190  89],[220.53032929  77.46967071] ; [206.46967071  72.53032929],0
p12,1,0.002669,9.021176,[ 41 256] ; [ 17 257],[ 30.16812609 266.83187391] ; [ 27.83187391 246.16812609],0
n6,1,0.005429,7.730787,[277  19] ; [241  37],[267.12195122  28.87804878] ; [250.87804878  27.12195122],0
a2,1,0.005631,7.664708,[ 89 211] ; [ 55 224],[ 74.61139896 225.38860104] ; [ 69.38860104 209.61139896],0
p6,1,0.007097,7.248366,[133 160] ; [ 94 180],[117.30335097 175.69664903] ; [109.69664903 164.30335097],0
a6,1,0.007753,7.089638,[191 106] ; [208  71],[205.734375  91.265625] ; [193.265625  85.734375],0
u1,1,0.008331,6.960827,[ 70 230] ; [ 41 238],[ 57.51295337 242.48704663] ; [ 53.48704663 225.51295337],0
p4,1,0.01031,6.580554,[207  89] ; [166 112],[192.34843206 103.65156794] ; [180.65156794  97.34843206],0
p10,1,0.011221,6.430039,[271  27] ; [230  44],[261.01048951  36.98951049] ; [239.98951049  34.01048951],0
v4,1,0.019632,5.444369,[291   6] ; [262  16],[285.63652174  11.36347826] ; [267.36347826  10.63652174],0
v3,1,0.020863,5.33817,[138 151] ; [104 169],[124.44483986 164.55516014] ; [117.55516014 155.44483986],0
a4,1,0.021508,5.285187,[156 143] ; [118 159],[142.23263889 156.76736111] ; [131.76736111 145.23263889],0
u3,1,0.025205,5.009744,[43 20] ; [44 44],[36.29801325 26.70198675] ; [50.70198675 37.29801325],0
p7,1,0.027178,4.879469,[208  81] ; [174 101],[195.74113475  93.25886525] ; [186.25886525  88.74113475],0
r2,1,0.031629,4.618485,[287   9] ; [255  19],[281.45964912  14.54035088] ; [260.54035088  13.45964912],0
v1,1,0.035148,4.437993,[179 110] ; [144 127],[166.69107143 122.30892857] ; [156.30892857 114.69107143],0
