Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,145.424703,[135  29] ; [ 59 203],[74.68544601 89.31455399] ; [119.31455399 142.68544601],1
s6,1,0.0,70.122682,[132  30] ; [106 159],[90.29508197 71.70491803] ; [147.70491803 117.29508197],1
s8,1,0.0,59.559433,[98 66] ; [ 60 204],[ 60.54205607 103.45794393] ; [ 97.45794393 166.54205607],1
s7,1,0.0,57.983252,[105  53] ; [ 70 179],[67.93611794 90.06388206] ; [107.06388206 141.93611794],1
p4,1,0.002716,8.989068,[109  55] ; [136 127],[94.09836066 69.90163934] ; [150.90163934 112.09836066],0
u1,1,0.004132,8.225087,[ 44 120] ; [ 41 224],[ 32.49417249 131.50582751] ; [ 52.50582751 212.49417249],0
d1,1,0.004306,8.150091,[116  48] ; [151 114],[102.06993007  61.93006993] ; [164.93006993 100.06993007],0
p12,1,0.006644,7.366807,[ 15 148] ; [  8 253],[  8.84198113 154.15801887] ; [ 14.15801887 246.84198113],0
u4,1,0.007843,7.068894,[  9 155] ; [  3 262],[  4.58741259 159.41258741] ; [  7.41258741 257.58741259],0
a8,1,0.009438,6.738087,[ 30 123] ; [ 24 210],[ 21.34883721 131.65116279] ; [ 32.65116279 201.34883721],0
d2,1,0.011186,6.435448,[102  61] ; [132 132],[89.32552693 73.67447307] ; [144.67447307 119.32552693],0
p10,1,0.016172,5.784027,[136  28] ; [190  71],[125.79764706  38.20235294] ; [200.20235294  60.79764706],0
s4,1,0.016824,5.714628,[ 25 138] ; [ 21 243],[ 17.55971897 145.44028103] ; [ 28.44028103 235.55971897],0
p6,1,0.023271,5.148131,[ 57 106] ; [ 64 195],[ 46.73696682 116.26303318] ; [ 74.26303318 184.73696682],0
r3,1,0.023525,5.129341,[158   6] ; [238  25],[152.09367681  11.90632319] ; [243.90632319  19.09367681],0
p3,1,0.026963,4.893161,[87 76] ; [111 151],[75.93882353 87.06117647] ; [122.06117647 139.93882353],0
r4,1,0.037323,4.3356,[148  16] ; [220  45],[140.68065268  23.31934732] ; [227.31934732  37.68065268],0
n4,1,0.047133,3.940619,[138  26] ; [201  63],[129.89719626  34.10280374] ; [209.10280374  54.89719626],0
v3,1,0.051013,3.807833,[67 86] ; [ 87 168],[57.75 95.25] ; [ 96.25 158.75],0
p9,1,0.051373,3.796079,[140  24] ; [202  58],[132.28301887  31.71698113] ; [209.71698113  50.28301887],0
v2,1,0.0787,3.091556,[94 61] ; [133 124],[85.40048544 69.59951456] ; [141.59951456 115.40048544],0
v4,1,0.104951,2.628646,[156   8] ; [239  24],[151.70960187  12.29039813] ; [243.29039813  19.70960187],0
n6,1,0.119932,2.418203,[136  27] ; [203  60],[129.71126761  33.28873239] ; [209.28873239  53.71126761],0
r1,1,0.120991,2.404448,[139  25] ; [207  56],[132.88992974  31.11007026] ; [213.11007026  49.88992974],0
d4,1,0.12156,2.397112,[140  23] ; [212  53],[134.05607477  28.94392523] ; [217.94392523  47.05607477],0
n3,1,0.122099,2.390188,[31  9] ; [41 24],[27.42857143 12.57142857] ; [44.57142857 20.42857143],0
r2,1,0.125205,2.350977,[155   8] ; [235  23],[150.9976247  12.0023753] ; [239.0023753  18.9976247],0
s1,1,0.13554,2.227878,[  9 154] ; [  7 254],[  6.1509434 156.8490566] ; [  9.8490566 251.1509434],0
a3,1,0.167915,1.901463,[133  31] ; [199  65],[127.21495327  36.78504673] ; [204.78504673  59.21495327],0
n5,1,0.177488,1.818536,[126  37] ; [187  75],[120.04470588  42.95529412] ; [192.95529412  69.04470588],0
a1,1,0.22194,1.491786,[ 12 152] ; [ 12 253],[  9.17482517 154.82517483] ; [ 14.82517483 250.17482517],0
a4,1,0.226224,1.464445,[90 74] ; [128 134],[83.92488263 80.07511737] ; [134.07511737 127.92488263],0
b5,1,0.226429,1.463151,[95 69] ; [169  96],[100.92307692  63.07692308] ; [163.07692308 101.92307692],0
u2,1,0.229386,1.444665,[20 11] ; [34 32],[17.25773196 13.74226804] ; [36.74226804 29.25773196],0
a2,1,0.235581,1.406844,[ 54 110] ; [ 73 192],[ 48.55011655 115.44988345] ; [ 78.44988345 186.55011655],0
a6,1,0.24629,1.344228,[118  45] ; [205  60],[123.01168224  39.98831776] ; [199.98831776  65.01168224],0
b1,1,0.261651,1.259999,[74 90] ; [105 160],[68.42890443 95.57109557] ; [110.57109557 154.42890443],0
p2,1,0.282316,1.155905,[135  28] ; [205  56],[130.70754717  32.29245283] ; [209.29245283  51.70754717],0
u3,1,0.314502,1.011674,[19 11] ; [34 31],[16.73684211 13.26315789] ; [36.26315789 28.73684211],0
p1,1,0.340233,0.909553,[  8 155] ; [ 19 244],[ 10.33098592 152.66901408] ; [ 16.66901408 246.33098592],0
b3,1,0.341967,0.903045,[42 59] ; [ 59 106],[38.34962406 62.65037594] ; [ 62.65037594 102.34962406],0
b2,1,0.341967,0.903045,[42 59] ; [ 59 106],[38.34962406 62.65037594] ; [ 62.65037594 102.34962406],0
p11,1,0.344617,0.893182,[132  32] ; [203  62],[128.06526807  35.93473193] ; [206.93473193  58.06526807],0
d5,1,0.430171,0.622361,[140  23] ; [220  45],[137.10280374  25.89719626] ; [222.89719626  42.10280374],0
p5,1,0.443766,0.586525,[  7 154] ; [ 16 247],[  8.73349057 152.26650943] ; [ 14.26650943 248.73349057],0
p8,1,0.554924,0.348569,[77 86] ; [129 128],[79.94761905 83.05238095] ; [126.05238095 130.94761905],0
p7,1,0.56242,0.335531,[96 65] ; [147 112],[93.15 67.85] ; [149.85 109.15],0
d3,1,0.660032,0.193485,[113  50] ; [189  76],[115.01401869  47.98598131] ; [186.98598131  78.01401869],0
n1,1,0.785721,0.073914,[15 24] ; [24 43],[14.3490566 24.6509434] ; [24.6509434 42.3490566],0
a7,1,0.846564,0.037444,[121  43] ; [197  67],[121.85046729  42.14953271] ; [196.14953271  67.85046729],0
v1,1,0.848667,0.036412,[81 75] ; [133 128],[80.05755396 75.94244604] ; [133.94244604 127.05755396],0
n2,1,0.887949,0.019853,[27 13] ; [45 23],[26.66666667 13.33333333] ; [45.33333333 22.66666667],0
b4,1,0.918162,0.010557,[92 72] ; [150 115],[92.51282051 71.48717949] ; [149.48717949 115.51282051],0
