Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b3,1,0.028887,4.774306,[5 5] ; [ 1 11],[2.72727273 7.27272727] ; [3.27272727 8.72727273],0
b2,1,0.028887,4.774306,[5 5] ; [ 1 11],[2.72727273 7.27272727] ; [3.27272727 8.72727273],0
n2,1,0.038867,4.266667,[1 5] ; [7 3],[3. 3.] ; [5. 5.],0
v3,1,0.048954,3.876923,[ 1 12] ; [6 9],[3.25 9.75] ; [ 3.75 11.25],0
p10,1,0.062942,3.45812,[5 8] ; [11  4],[7.42857143 5.57142857] ; [8.57142857 6.42857143],0
p5,1,0.080123,3.062402,[ 1 12] ; [5 9],[ 2.88888889 10.11111111] ; [ 3.11111111 10.88888889],0
n3,1,0.09073,2.861376,[1 5] ; [6 4],[2.625 3.375] ; [4.375 5.625],0
a5,1,0.099129,2.719503,[12  1] ; [10  5],[10.21428571  2.78571429] ; [11.78571429  3.21428571],0
s6,1,0.102069,2.672919,[ 3 10] ; [8 7],[5.10714286 7.89285714] ; [5.89285714 9.10714286],0
v4,1,0.139445,2.184076,[7 6] ; [12  3],[8.82142857 4.17857143] ; [10.17857143  4.82142857],0
r4,1,0.150449,2.067692,[ 2 11] ; [6 9],[3.71428571 9.28571429] ; [ 4.28571429 10.71428571],0
p3,1,0.168201,1.898901,[4 9] ; [8 6],[5.77777778 7.22222222] ; [6.22222222 7.77777778],0
s3,1,0.193868,1.687977,[ 3 10] ; [7 8],[4.64285714 8.35714286] ; [5.35714286 9.64285714],0
p9,1,0.193931,1.6875,[5 7] ; [10  5],[6.66666667 5.33333333] ; [8.33333333 6.66666667],0
u3,1,0.270289,1.215278,[1 3] ; [2 1],[1.71428571 2.28571429] ; [1.28571429 1.71428571],0
s7,1,0.270948,1.211939,[3 9] ; [6 7],[4.32 7.68] ; [4.68 8.32],0
s8,1,0.274006,1.196581,[ 2 11] ; [ 5 10],[3.25 9.75] ; [ 3.75 11.25],0
b1,1,0.28315,1.151909,[7 6] ; [11  4],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
b4,1,0.28315,1.151909,[7 6] ; [11  4],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
p8,1,0.39033,0.737913,[4 9] ; [7 8],[5.10714286 7.89285714] ; [5.89285714 9.10714286],0
d2,1,0.432111,0.617143,[8 4] ; [12  3],[8.88888889 3.11111111] ; [11.11111111  3.88888889],0
s1,1,0.456973,0.553299,[ 2 11] ; [ 1 14],[ 1.39285714 11.60714286] ; [ 1.60714286 13.39285714],0
n4,1,0.468084,0.526496,[11  2] ; [11  4],[10.21428571  2.78571429] ; [11.78571429  3.21428571],0
a4,1,0.483522,0.490909,[8 4] ; [8 7],[7.11111111 4.88888889] ; [8.88888889 6.11111111],0
p11,1,0.5051,0.444205,[5 8] ; [ 4 11],[4.17857143 8.82142857] ; [ 4.82142857 10.17857143],0
s4,1,0.511612,0.430769,[4 9] ; [ 3 12],[3.25 9.75] ; [ 3.75 11.25],0
p6,1,0.511612,0.430769,[4 9] ; [ 3 12],[3.25 9.75] ; [ 3.75 11.25],0
a3,1,0.511612,0.430769,[9 4] ; [12  3],[9.75 3.25] ; [11.25  3.75],0
p2,1,0.515759,0.422366,[4 9] ; [6 8],[4.81481481 8.18518519] ; [5.18518519 8.81481481],0
p7,1,0.568261,0.3256,[ 3 10] ; [4 8],[3.64 9.36] ; [3.36 8.64],0
p4,1,0.581206,0.304289,[6 7] ; [5 9],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
v2,1,0.611179,0.258462,[4 9] ; [6 9],[4.64285714 8.35714286] ; [5.35714286 9.64285714],0
a1,1,0.630297,0.231658,[ 1 12] ; [ 2 13],[ 1.39285714 11.60714286] ; [ 1.60714286 13.39285714],0
d3,1,0.630297,0.231658,[12  1] ; [13  2],[11.60714286  1.39285714] ; [13.39285714  1.60714286],0
s5,1,0.63749,0.222039,[3 9] ; [ 5 10],[3.55555556 8.44444444] ; [ 4.44444444 10.55555556],0
n6,1,0.65591,0.198529,[7 5] ; [10  5],[7.55555556 4.44444444] ; [9.44444444 5.55555556],0
a6,1,0.66171,0.191453,[8 5] ; [8 7],[7.42857143 5.57142857] ; [8.57142857 6.42857143],0
r2,1,0.734139,0.115345,[8 3] ; [11  3],[8.36 2.64] ; [10.64  3.36],0
p1,1,0.750469,0.101137,[ 2 11] ; [ 3 12],[ 2.32142857 10.67857143] ; [ 2.67857143 12.32142857],0
a7,1,0.777607,0.079772,[8 5] ; [10  5],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
u2,1,0.80915,0.058333,[1 3] ; [1 2],[1.14285714 2.85714286] ; [0.85714286 2.14285714],0
s2,1,0.810595,0.057436,[4 9] ; [ 4 11],[3.71428571 9.28571429] ; [ 4.28571429 10.71428571],0
n5,1,0.826824,0.047863,[10  3] ; [11  4],[9.75 3.25] ; [11.25  3.75],0
a2,1,0.84313,0.039161,[ 3 10] ; [ 3 12],[ 2.78571429 10.21428571] ; [ 3.21428571 11.78571429],0
u1,1,0.877059,0.023932,[ 2 11] ; [ 2 13],[ 1.85714286 11.14285714] ; [ 2.14285714 12.85714286],0
v1,1,0.884799,0.020993,[4 9] ; [ 5 10],[4.17857143 8.82142857] ; [ 4.82142857 10.17857143],0
b5,1,0.978351,0.000736,[7 6] ; [8 7],[6.96428571 6.03571429] ; [8.03571429 6.96428571],0
