Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,102.453888,[207 149] ; [ 42 206],[146.7615894 209.2384106] ; [102.2384106 145.7615894],1
v1,1,0.0,45.200066,[245 110] ; [102 144],[204.96672213 150.03327787] ; [142.03327787 103.96672213],1
r1,1,0.000211,13.730113,[307  56] ; [183  70],[288.75  74.25] ; [201.25  51.75],1
d1,1,0.001475,10.109128,[237 128] ; [132 121],[217.9368932 147.0631068] ; [151.0631068 101.9368932],0
a3,1,0.00251,9.133146,[283  81] ; [169  84],[266.65802269  97.34197731] ; [185.34197731  67.65802269],0
d5,1,0.004803,7.952084,[310  54] ; [192  60],[296.63636364  67.36363636] ; [205.36363636  46.63636364],0
p12,1,0.006604,7.377756,[ 46 318] ; [ 15 236],[ 36.10406504 327.89593496] ; [ 24.89593496 226.10406504],0
d2,1,0.007025,7.266603,[186 178] ; [101 151],[169.59090909 194.40909091] ; [117.40909091 134.59090909],0
p7,1,0.011688,6.357621,[260  99] ; [153  91],[245.88225539 113.11774461] ; [167.11774461  76.88225539],0
r3,1,0.013471,6.106129,[357   6] ; [239  13],[351.78536585  11.21463415] ; [244.21463415   7.78536585],0
a7,1,0.013925,6.047639,[276  88] ; [169  84],[262.52836305 101.47163695] ; [182.47163695  70.52836305],0
s4,1,0.015619,5.845285,[ 49 314] ; [ 52 197],[ 59.90686275 303.09313725] ; [ 41.09313725 207.90686275],0
a5,1,0.02697,4.892706,[288  77] ; [180  73],[276.40776699  88.59223301] ; [191.59223301  61.40776699],0
u1,1,0.031904,4.603648,[ 75 290] ; [ 35 218],[ 64.96763754 300.03236246] ; [ 45.03236246 207.96763754],0
p3,1,0.032499,4.571981,[211 152] ; [125 128],[198. 165.] ; [138. 115.],0
d3,1,0.049244,3.867006,[263 101] ; [164  89],[251.90923825 112.09076175] ; [175.09076175  77.90923825],0
d4,1,0.054654,3.692606,[313  51] ; [202  50],[304.31818182  59.68181818] ; [210.68181818  41.31818182],0
s7,1,0.068317,3.323005,[188 162] ; [113 132],[177.05882353 172.94117647] ; [123.94117647 121.05882353],0
n4,1,0.087416,2.921327,[299  66] ; [193  60],[290.58252427  74.41747573] ; [201.41747573  51.58252427],0
n5,1,0.099315,2.716513,[294  68] ; [190  61],[285.82055465  76.17944535] ; [198.17944535  52.82055465],0
b1,1,0.121305,2.400393,[111 254] ; [ 92 161],[119.89482201 245.10517799] ; [ 83.10517799 169.89482201],0
a1,1,0.130075,2.29161,[ 23 342] ; [  9 244],[ 18.89967638 346.10032362] ; [ 13.10032362 239.89967638],0
r2,1,0.146211,2.111346,[341  17] ; [232  19],[336.83743842  21.16256158] ; [236.16256158  14.83743842],0
s8,1,0.162956,1.946582,[179 182] ; [111 142],[170.50488599 190.49511401] ; [119.49511401 133.50488599],0
u4,1,0.185602,1.752186,[ 10 355] ; [  3 250],[  7.67799353 357.32200647] ; [  5.32200647 247.67799353],0
r4,1,0.187201,1.739509,[336  29] ; [225  28],[331.33495146  33.66504854] ; [229.66504854  23.33495146],0
a2,1,0.189973,1.717828,[ 90 275] ; [ 51 202],[ 83.27669903 281.72330097] ; [ 57.72330097 195.27669903],0
s1,1,0.216512,1.527341,[  6 354] ; [  8 243],[  8.2487725 351.7512275] ; [  5.7512275 245.2487725],0
p8,1,0.243611,1.359573,[220 138] ; [143 109],[213.03934426 144.96065574] ; [149.96065574 102.03934426],0
p4,1,0.281831,1.158239,[238 124] ; [155  97],[231.70358306 130.29641694] ; [161.29641694  90.70358306],0
a8,1,0.336821,0.922494,[ 52 279] ; [ 30 204],[ 48.03893805 282.96106195] ; [ 33.96106195 200.03893805],0
p2,1,0.356316,0.850837,[325  39] ; [218  33],[321.38536585  42.61463415] ; [221.61463415  29.38536585],0
n6,1,0.37697,0.78056,[321  40] ; [219  34],[317.49185668  43.50814332] ; [222.50814332  30.49185668],0
n1,1,0.391017,0.735778,[19 43] ; [21 34],[21.1965812 40.8034188] ; [18.8034188 36.1965812],0
p5,1,0.4088,0.682289,[ 54 311] ; [ 31 218],[ 50.52931596 314.47068404] ; [ 34.47068404 214.52931596],0
