Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000229,13.579422,[22 67] ; [14  7],[29.12727273 59.87272727] ; [ 6.87272727 14.12727273],1
s6,1,0.000479,12.193822,[34 54] ; [17  4],[41.17431193 46.82568807] ; [ 9.82568807 11.17431193],1
s5,1,0.015311,5.880317,[17 71] ; [ 9 11],[21.18518519 66.81481481] ; [ 4.81481481 15.18518519],0
s7,1,0.030479,4.682047,[21 60] ; [11 11],[25.16504854 55.83495146] ; [ 6.83495146 15.16504854],0
s3,1,0.053042,3.742587,[34 54] ; [13  8],[37.94495413 50.05504587] ; [ 9.05504587 11.94495413],0
b1,1,0.091295,2.851397,[42 47] ; [ 6 16],[38.48648649 50.51351351] ; [ 9.51351351 12.48648649],0
u3,1,0.097401,2.747585,[15 35] ; [8 7],[17.69230769 32.30769231] ; [5.30769231 9.69230769],0
v2,1,0.128305,2.312896,[27 57] ; [ 3 17],[24.23076923 59.76923077] ; [ 5.76923077 14.23076923],0
p1,1,0.152661,2.045455,[ 7 81] ; [ 4 18],[ 8.8 79.2] ; [ 2.2 19.8],0
s1,1,0.22879,1.448365,[ 3 85] ; [ 2 19],[ 4.03669725 83.96330275] ; [ 0.96330275 20.03669725],0
d5,1,0.234638,1.41252,[38 51] ; [ 6 15],[35.6 53.4] ; [ 8.4 12.6],0
u1,1,0.279945,1.167356,[ 1 88] ; [ 1 21],[ 1.6036036 87.3963964] ; [ 0.3963964 21.6036036],0
a3,1,0.287719,1.130265,[39 49] ; [ 7 15],[36.8 51.2] ; [ 9.2 12.8],0
p12,1,0.296669,1.089109,[ 6 82] ; [ 3 19],[ 7.2 80.8] ; [ 1.8 20.2],0
v3,1,0.306911,1.043923,[21 64] ; [ 3 18],[19.24528302 65.75471698] ; [ 4.75471698 16.24528302],0
n1,1,0.31125,1.025365,[13 19] ; [2 7],[11.70731707 20.29268293] ; [3.29268293 5.70731707],0
p10,1,0.319741,0.990005,[48 37] ; [15  7],[50.04672897 34.95327103] ; [12.95327103  9.04672897],0
p11,1,0.339015,0.914154,[55 34] ; [16  6],[56.92792793 32.07207207] ; [14.07207207  7.92792793],0
u2,1,0.372627,0.794885,[17 33] ; [7 8],[18.46153846 31.53846154] ; [5.53846154 9.46153846],0
a4,1,0.416502,0.660163,[19 70] ; [ 3 19],[17.63963964 71.36036036] ; [ 4.36036036 17.63963964],0
n5,1,0.422262,0.644012,[61 28] ; [17  5],[62.54054054 26.45945946] ; [15.45945946  6.54054054],0
d2,1,0.453293,0.562406,[23 66] ; [ 4 18],[21.64864865 67.35135135] ; [ 5.35135135 16.64864865],0
a5,1,0.466981,0.529111,[40 49] ; [ 8 14],[38.48648649 50.51351351] ; [ 9.51351351 12.48648649],0
a6,1,0.466981,0.529111,[49 40] ; [14  8],[50.51351351 38.48648649] ; [12.48648649  9.51351351],0
r1,1,0.473272,0.514327,[45 44] ; [13  9],[46.5045045 42.4954955] ; [11.4954955 10.5045045],0
d3,1,0.494188,0.467396,[19 69] ; [ 6 15],[20.18348624 67.81651376] ; [ 4.81651376 16.18348624],0
p6,1,0.535712,0.383545,[22 65] ; [ 7 15],[23.14678899 63.85321101] ; [ 5.85321101 16.14678899],0
n6,1,0.543717,0.368694,[63 26] ; [17  5],[64.14414414 24.85585586] ; [15.85585586  6.14414414],0
r4,1,0.585926,0.296751,[62 27] ; [14  8],[60.93693694 28.06306306] ; [15.06306306  6.93693694],0
p4,1,0.589242,0.291529,[38 51] ; [ 8 14],[36.88288288 52.11711712] ; [ 9.11711712 12.88288288],0
b5,1,0.600691,0.273955,[43 46] ; [12 10],[44.0990991 44.9009009] ; [10.9009009 11.0990991],0
p3,1,0.620236,0.245536,[33 55] ; [ 7 15],[32. 56.] ; [ 8. 14.],0
p9,1,0.657854,0.19614,[53 31] ; [15  7],[53.88679245 30.11320755] ; [14.11320755  7.88679245],0
b4,1,0.667907,0.18406,[44 45] ; [12 10],[44.9009009 44.0990991] ; [11.0990991 10.9009009],0
p7,1,0.669442,0.182256,[47 40] ; [13  9],[47.88990826 39.11009174] ; [12.11009174  9.88990826],0
n2,1,0.739985,0.11014,[20 13] ; [6 3],[20.42857143 12.57142857] ; [5.57142857 3.42857143],0
s8,1,0.742667,0.107796,[23 65] ; [ 5 17],[22.4 65.6] ; [ 5.6 16.4],0
p2,1,0.754969,0.097403,[61 27] ; [16  6],[61.6 26.4] ; [15.4  6.6],0
p8,1,0.837372,0.04213,[37 49] ; [10 12],[37.42592593 48.57407407] ; [ 9.57407407 12.42592593],0
a2,1,0.842101,0.039683,[ 5 84] ; [ 1 21],[ 4.81081081 84.18918919] ; [ 1.18918919 20.81081081],0
n4,1,0.873492,0.025352,[55 34] ; [14  8],[55.32432432 33.67567568] ; [13.67567568  8.32432432],0
a7,1,0.880768,0.022499,[44 45] ; [10 11],[43.69090909 45.30909091] ; [10.30909091 10.69090909],0
p5,1,0.885442,0.020757,[ 7 79] ; [ 2 20],[ 7.16666667 78.83333333] ; [ 1.83333333 20.16666667],0
r3,1,0.888117,0.019793,[70 19] ; [17  5],[69.75675676 19.24324324] ; [17.24324324  4.75675676],0
v4,1,0.892438,0.018285,[75 13] ; [19  3],[75.2 12.8] ; [18.8  3.2],0
r2,1,0.92147,0.009718,[72 17] ; [18  4],[72.16216216 16.83783784] ; [17.83783784  4.16216216],0
n3,1,0.951653,0.003676,[21 10] ; [6 3],[20.925 10.075] ; [6.075 2.925],0
d1,1,0.991748,0.000107,[ 4 85] ; [ 1 21],[ 4.00900901 84.99099099] ; [ 0.99099099 21.00900901],0
