Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000481,12.186641,[218  54] ; [66 39],[204.90185676  67.09814324] ; [79.09814324 25.90185676],1
v1,1,0.000614,11.732711,[172  94] ; [47 57],[157.44324324 108.55675676] ; [61.55675676 42.44324324],1
s6,1,0.001281,10.37019,[241  30] ; [78 25],[231.14705882  39.85294118] ; [87.85294118 15.14705882],0
s2,1,0.004097,8.240204,[215  59] ; [68 38],[204.05789474  69.94210526] ; [78.94210526 27.05789474],0
v3,1,0.023589,5.124584,[130 133] ; [37 65],[120.33150685 142.66849315] ; [46.66849315 55.33150685],0
b3,1,0.036414,4.377593,[ 92 104] ; [22 46],[ 84.63636364 111.36363636] ; [29.36363636 38.63636364],0
b2,1,0.036414,4.377593,[ 92 104] ; [22 46],[ 84.63636364 111.36363636] ; [29.36363636 38.63636364],0
v4,1,0.044265,4.046424,[268   5] ; [99  6],[265.05555556   7.94444444] ; [101.94444444   3.05555556],0
n6,1,0.048818,3.881601,[247  25] ; [87 17],[241.61702128  30.38297872] ; [92.38297872 11.61702128],0
n1,1,0.05282,3.749602,[33 28] ; [ 7 16],[29.04761905 31.95238095] ; [10.95238095 12.04761905],0
d1,1,0.087413,2.921383,[184  91] ; [61 45],[176.83727034  98.16272966] ; [68.16272966 37.83727034],0
p12,1,0.090066,2.873186,[ 35 239] ; [ 7 98],[ 30.36411609 243.63588391] ; [11.63588391 93.36411609],0
p5,1,0.106541,2.604789,[ 52 218] ; [13 93],[ 46.67553191 223.32446809] ; [18.32446809 87.67553191],0
s1,1,0.107543,2.58996,[ 10 262] ; [ 8 97],[ 12.9867374 259.0132626] ; [ 5.0132626 99.9867374],0
p2,1,0.130695,2.284231,[235  39] ; [97  9],[239.38947368  34.61052632] ; [92.61052632 13.38947368],0
n5,1,0.146119,2.112308,[230  43] ; [81 23],[225.20689655  47.79310345] ; [85.79310345 18.20689655],0
p8,1,0.160576,1.968789,[161 110] ; [54 51],[154.96010638 116.03989362] ; [60.03989362 44.96010638],0
a3,1,0.161038,1.964456,[233  41] ; [83 22],[228.45382586  45.54617414] ; [87.54617414 17.45382586],0
s5,1,0.177043,1.822271,[128 133] ; [42 60],[122.23140496 138.76859504] ; [47.76859504 54.23140496],0
p1,1,0.201457,1.631777,[ 33 240] ; [ 8 98],[ 29.53298153 243.46701847] ; [11.46701847 94.53298153],0
p6,1,0.202045,1.627527,[136 135] ; [45 60],[130.45478723 140.54521277] ; [50.54521277 54.45478723],0
u1,1,0.246994,1.340228,[ 70 205] ; [21 85],[ 65.6824147 209.3175853] ; [25.3175853 80.6824147],0
a5,1,0.283723,1.149168,[226  49] ; [82 24],[222.30971129  52.69028871] ; [85.69028871 20.30971129],0
b4,1,0.293003,1.105773,[147 128] ; [63 43],[151.57480315 123.42519685] ; [58.42519685 47.57480315],0
d5,1,0.316558,1.003117,[231  43] ; [84 21],[227.73087071  46.26912929] ; [87.26912929 17.73087071],0
a7,1,0.319798,0.989774,[188  87] ; [78 28],[191.99475066  83.00524934] ; [74.00524934 31.99475066],0
v2,1,0.327521,0.958674,[165 100] ; [59 45],[160.86720867 104.13279133] ; [63.13279133 40.86720867],0
u3,1,0.344484,0.893671,[32 10] ; [15  8],[30.36923077 11.63076923] ; [16.63076923  6.36923077],0
d3,1,0.363093,0.827168,[194  81] ; [79 26],[197.56578947  77.43421053] ; [75.43421053 29.56578947],0
d4,1,0.36801,0.810373,[237  37] ; [87 18],[234.23746702  39.76253298] ; [89.76253298 15.23746702],0
r4,1,0.387382,0.747144,[254  21] ; [95 11],[251.90288714  23.09711286] ; [97.09711286  8.90288714],0
d2,1,0.408408,0.68343,[157 118] ; [55 50],[153.42105263 121.57894737] ; [58.57894737 46.42105263],0
p11,1,0.434507,0.610746,[225  50] ; [83 23],[222.30971129  52.69028871] ; [85.69028871 20.30971129],0
u2,1,0.465165,0.533438,[28 13] ; [13  9],[26.68253968 14.31746032] ; [14.31746032  7.68253968],0
n2,1,0.481911,0.494535,[46 15] ; [19  4],[47.20238095 13.79761905] ; [17.79761905  5.20238095],0
a8,1,0.485249,0.487043,[ 46 203] ; [15 83],[ 43.77233429 205.22766571] ; [17.22766571 80.77233429],0
n3,1,0.536577,0.381921,[44 17] ; [15  8],[42.8452381 18.1547619] ; [16.1547619  6.8452381],0
p10,1,0.550498,0.356426,[250  23] ; [95 11],[248.50923483  24.49076517] ; [96.49076517  9.50923483],0
s4,1,0.554363,0.349558,[ 57 217] ; [25 81],[ 59.12631579 214.87368421] ; [22.87368421 83.12631579],0
b5,1,0.564781,0.331493,[162 113] ; [59 47],[159.5144357 115.4855643] ; [61.4855643 44.5144357],0
r3,1,0.596903,0.279692,[264  11] ; [102   3],[264.86842105  10.13157895] ; [101.13157895   3.86842105],0
r1,1,0.607626,0.263646,[230  43] ; [87 19],[228.34036939  44.65963061] ; [88.65963061 17.34036939],0
p3,1,0.667299,0.184778,[162 113] ; [65 41],[163.84514436 111.15485564] ; [63.15485564 42.84514436],0
a6,1,0.708913,0.139365,[183  91] ; [68 37],[181.46174142  92.53825858] ; [69.53825858 35.46174142],0
a2,1,0.724637,0.124093,[ 78 197] ; [32 74],[ 79.39632546 195.60367454] ; [30.60367454 75.39632546],0
p7,1,0.786712,0.073215,[193  73] ; [74 30],[191.95135135  74.04864865] ; [75.04864865 28.95135135],0
