Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,79.646087,[182 129] ; [ 42 174],[132.18975332 178.81024668] ; [ 91.81024668 124.18975332],1
v1,1,0.0,34.57041,[213 101] ; [ 91 125],[180.10566038 133.89433962] ; [123.89433962  92.10566038],1
a3,1,0.002543,9.109069,[248  70] ; [143  73],[232.84269663  85.15730337] ; [158.15730337  57.84269663],0
a6,1,0.002627,9.050217,[228  89] ; [129  88],[211.92696629 105.07303371] ; [145.07303371  71.92696629],0
a5,1,0.003203,8.688023,[250  69] ; [146  72],[235.24022346  83.75977654] ; [160.75977654  57.24022346],0
d3,1,0.005812,7.607772,[238  80] ; [137  78],[223.73358349  94.26641651] ; [151.26641651  63.73358349],0
d1,1,0.007598,7.125906,[205 114] ; [115 103],[190.09310987 128.90689013] ; [129.90689013  88.09310987],0
d4,1,0.007625,7.119495,[273  45] ; [166  50],[261.42696629  56.57303371] ; [177.57303371  38.42696629],0
p3,1,0.008562,6.911974,[206 111] ; [117 101],[191.38504673 125.61495327] ; [131.61495327  86.38504673],0
p10,1,0.008849,6.853058,[278  38] ; [172  44],[267.29323308  48.70676692] ; [182.70676692  33.29323308],0
u1,1,0.011858,6.332027,[ 68 251] ; [ 28 190],[ 57.02793296 261.97206704] ; [ 38.97206704 179.02793296],0
s4,1,0.018189,5.577857,[ 46 272] ; [ 48 166],[ 56.18796992 261.81203008] ; [ 37.81203008 176.18796992],0
d5,1,0.018225,5.574353,[271  47] ; [166  49],[260.72420263  57.27579737] ; [176.27579737  38.72420263],0
r1,1,0.018686,5.53065,[272  47] ; [167  49],[261.7588785  57.2411215] ; [177.2411215  38.7588785],0
p9,1,0.028046,4.825253,[283  35] ; [177  38],[274.44652908  43.55347092] ; [185.55347092  29.44652908],0
a2,1,0.032946,4.548578,[ 87 232] ; [ 42 176],[ 76.63128492 242.36871508] ; [ 52.36871508 165.63128492],0
b4,1,0.040861,4.181789,[188 131] ; [109 109],[176.4301676 142.5698324] ; [120.5698324  97.4301676],0
p11,1,0.040937,4.178631,[272  47] ; [171  47],[263.16014898  55.83985102] ; [179.83985102  38.16014898],0
n5,1,0.051445,3.793728,[254  63] ; [159  59],[244.71214953  72.28785047] ; [168.28785047  49.71214953],0
d2,1,0.051911,3.778648,[162 156] ; [ 92 125],[150.97570093 167.02429907] ; [103.02429907 113.97570093],0
b1,1,0.064581,3.415657,[118 201] ; [ 98 120],[128.31284916 190.68715084] ; [ 87.68715084 130.31284916],0
a7,1,0.081439,3.035949,[236  82] ; [146  71],[227.05794393  90.94205607] ; [154.94205607  62.05794393],0
s7,1,0.092937,2.822753,[174 131] ; [103 105],[164.68810916 140.31189084] ; [112.31189084  95.68810916],0
n4,1,0.101262,2.685549,[259  59] ; [164  53],[251.42803738  66.57196262] ; [171.57196262  45.42803738],0
s8,1,0.130938,2.281348,[162 155] ; [ 96 120],[153.44465291 163.55534709] ; [104.55534709 111.44465291],0
u2,1,0.221648,1.493668,[34 35] ; [44 30],[37.63636364 31.36363636] ; [40.36363636 33.63636364],0
a8,1,0.225412,1.469579,[ 50 237] ; [ 27 175],[ 45.19222904 241.80777096] ; [ 31.80777096 170.19222904],0
r4,1,0.248604,1.331131,[302  17] ; [201  17],[298.80260708  20.19739292] ; [204.19739292  13.80260708],0
u4,1,0.257643,1.281376,[  7 312] ; [  2 216],[  5.34636872 313.65363128] ; [  3.65363128 214.34636872],0
n1,1,0.266708,1.2336,[16 38] ; [20 30],[18.69230769 35.30769231] ; [17.30769231 32.69230769],0
r3,1,0.287658,1.13055,[311   8] ; [208   9],[308.88246269  10.11753731] ; [210.11753731   6.88246269],0
p12,1,0.290203,1.11868,[ 30 287] ; [ 15 203],[ 26.6635514 290.3364486] ; [ 18.3364486 199.6635514],0
s5,1,0.294605,1.098459,[126 185] ; [ 77 137],[120.25333333 190.74666667] ; [ 82.74666667 131.25333333],0
p5,1,0.312557,1.019839,[ 48 271] ; [ 26 191],[ 44.04104478 274.95895522] ; [ 29.95895522 187.04104478],0
a4,1,0.328135,0.956246,[144 174] ; [ 89 128],[138.49345794 179.50654206] ; [ 94.50654206 122.49345794],0
r2,1,0.347426,0.882838,[303  12] ; [205  12],[300.78947368  14.21052632] ; [207.21052632   9.78947368],0
p2,1,0.349481,0.875341,[284  34] ; [200  18],[287.14925373  30.85074627] ; [196.85074627  21.14925373],0
s6,1,0.357949,0.845077,[214 101] ; [152  60],[218.76660342  96.23339658] ; [147.23339658  64.76660342],0
n6,1,0.359978,0.837969,[276  39] ; [185  33],[272.44840525  42.55159475] ; [188.55159475  29.44840525],0
n3,1,0.434982,0.609485,[45 11] ; [37 13],[43.32075472 12.67924528] ; [38.67924528 11.32075472],0
a1,1,0.459932,0.546061,[ 21 298] ; [ 11 207],[ 19.00931099 299.99068901] ; [ 12.99068901 205.00931099],0
p8,1,0.555726,0.347158,[216  98] ; [144  73],[212.88135593 101.11864407] ; [147.11864407  69.88135593],0
s2,1,0.599796,0.275304,[170 148] ; [111 106],[167.02429907 150.97570093] ; [113.97570093 103.02429907],0
n2,1,0.659595,0.194016,[44 11] ; [39 12],[43.06603774 11.93396226] ; [39.93396226 11.06603774],0
u3,1,0.690956,0.158052,[37 34] ; [41 33],[38.19310345 32.80689655] ; [39.80689655 34.19310345],0
s3,1,0.69911,0.1494,[179 137] ; [126  90],[181.16541353 134.83458647] ; [123.83458647  92.16541353],0
s1,1,0.722879,0.125751,[  9 308] ; [  5 209],[  8.35781544 308.64218456] ; [  5.64218456 208.35781544],0
b5,1,0.854038,0.033845,[184 135] ; [124  94],[182.96461825 136.03538175] ; [125.03538175  92.96461825],0
p6,1,0.911277,0.012416,[154 160] ; [107 109],[154.63018868 159.36981132] ; [106.36981132 109.63018868],0
b2,1,0.949859,0.003954,[ 76 128] ; [50 83],[ 76.27299703 127.72700297] ; [49.72700297 83.27299703],0
b3,1,0.949859,0.003954,[ 76 128] ; [50 83],[ 76.27299703 127.72700297] ; [49.72700297 83.27299703],0
p4,1,0.964768,0.001951,[218  98] ; [150  68],[217.76779026  98.23220974] ; [150.23220974  67.76779026],0
p1,1,0.984229,0.000391,[ 28 290] ; [ 19 198],[ 27.9364486 290.0635514] ; [ 19.0635514 197.9364486],0
