Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,59.639884,[120   2] ; [23 22],[104.46706587  17.53293413] ; [38.53293413  6.46706587],1
r2,1,0.0,44.281112,[116   6] ; [24 22],[101.66666667  20.33333333] ; [38.33333333  7.66666667],1
r1,1,0.0,27.571371,[88 33] ; [13 33],[73.17964072 47.82035928] ; [27.82035928 18.17964072],1
v4,1,1e-06,24.110389,[113   8] ; [29 17],[102.88622754  18.11377246] ; [39.11377246  6.88622754],1
p11,1,3.8e-05,16.959804,[85 37] ; [16 30],[73.3452381 48.6547619] ; [27.6547619 18.3452381],1
n6,1,0.00016,14.252459,[97 25] ; [23 23],[87.14285714 34.85714286] ; [32.85714286 13.14285714],1
u3,1,0.000277,13.220771,[46 22] ; [ 8 21],[37.8556701 30.1443299] ; [16.1443299 12.8556701],1
a7,1,0.000464,12.256672,[82 39] ; [17 28],[72.1626506 48.8373494] ; [26.8373494 18.1626506],1
s6,1,0.002139,9.426258,[69 52] ; [14 32],[60.13772455 60.86227545] ; [22.86227545 23.13772455],0
p9,1,0.003135,8.727028,[82 36] ; [20 25],[73.8404908 44.1595092] ; [28.1595092 16.8404908],0
p10,1,0.004241,8.177704,[77 42] ; [18 27],[68.93292683 50.06707317] ; [26.06707317 18.93292683],0
s8,1,0.006202,7.490711,[35 87] ; [ 4 42],[28.32142857 93.67857143] ; [10.67857143 35.32142857],0
s2,1,0.013021,6.166221,[51 69] ; [10 36],[44.09638554 75.90361446] ; [16.90361446 29.09638554],0
p4,1,0.018012,5.594998,[44 77] ; [ 8 38],[37.67664671 83.32335329] ; [14.32335329 31.67664671],0
d5,1,0.018347,5.562746,[77 44] ; [20 26],[70.28143713 50.71856287] ; [26.71856287 19.28143713],0
s3,1,0.022,5.245805,[64 56] ; [15 30],[57.45454545 62.54545455] ; [21.54545455 23.45454545],0
a1,1,0.027974,4.829651,[  2 120] ; [ 4 42],[  4.35714286 117.64285714] ; [ 1.64285714 44.35714286],0
b5,1,0.030783,4.665037,[83 39] ; [23 23],[76.97619048 45.02380952] ; [29.02380952 16.97619048],0
u2,1,0.036273,4.384243,[42 25] ; [11 17],[37.37894737 29.62105263] ; [15.62105263 12.37894737],0
d3,1,0.046722,3.955367,[72 49] ; [19 26],[66.3313253 54.6686747] ; [24.6686747 20.3313253],0
a8,1,0.05602,3.651475,[ 14 101] ; [ 1 43],[ 10.8490566 104.1509434] ; [ 4.1509434 39.8490566],0
