Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,57.898901,[213  59] ; [38 65],[182.05866667  89.94133333] ; [68.94133333 34.05866667],1
d3,1,0.0,33.782432,[214  59] ; [49 54],[190.95478723  82.04521277] ; [72.04521277 30.95478723],1
a2,1,4e-06,21.261109,[ 84 190] ; [ 8 95],[ 66.86472149 207.13527851] ; [25.13527851 77.86472149],1
b5,1,6e-05,16.096041,[167 107] ; [39 64],[149.71883289 124.28116711] ; [56.28116711 46.71883289],1
u1,1,0.000314,12.98792,[ 63 211] ; [ 7 96],[ 50.87533156 223.12466844] ; [19.12466844 83.87533156],1
r2,1,0.003073,8.763513,[264   6] ; [90  9],[259.02439024  10.97560976] ; [94.97560976  4.02439024],0
a5,1,0.005479,7.714294,[225  49] ; [71 32],[215.12997347  58.87002653] ; [80.87002653 22.12997347],0
n2,1,0.008443,6.936995,[34  4] ; [12  8],[30.13793103  7.86206897] ; [15.86206897  4.13793103],0
d5,1,0.010752,6.505828,[234  39] ; [76 26],[225.68  47.32] ; [84.32 17.68],0
s8,1,0.011967,6.315689,[128 141] ; [64 39],[138.83870968 130.16129032] ; [53.16129032 49.83870968],0
d1,1,0.019423,5.46299,[187  87] ; [57 46],[177.33687003  96.66312997] ; [66.66312997 36.33687003],0
u3,1,0.021811,5.260784,[41 25] ; [12 20],[35.69387755 30.30612245] ; [17.30612245 14.69387755],0
b1,1,0.02337,5.140827,[103 171] ; [52 51],[112.65251989 161.34748011] ; [42.34748011 60.65251989],0
r1,1,0.04239,4.119553,[236  35] ; [81 22],[229.69786096  41.30213904] ; [87.30213904 15.69786096],0
d4,1,0.043913,4.059911,[235  38] ; [79 23],[228.592  44.408] ; [85.408 16.592],0
r4,1,0.052768,3.75125,[260  14] ; [92 11],[255.83023873  18.16976127] ; [96.16976127  6.83023873],0
s4,1,0.061812,3.488089,[ 36 231] ; [22 81],[ 41.85405405 225.14594595] ; [16.14594595 86.85405405],0
a3,1,0.140536,2.17208,[207  64] ; [71 32],[201.43850267  69.56149733] ; [76.56149733 26.43850267],0
n3,1,0.151839,2.053676,[29  9] ; [11  8],[26.66666667 11.33333333] ; [13.33333333  5.66666667],0
u4,1,0.172807,1.858419,[  6 267] ; [ 5 98],[  7.98670213 265.01329787] ; [ 3.01329787 99.98670213],0
s7,1,0.18497,1.757229,[141 116] ; [62 37],[146.54775281 110.45224719] ; [56.45224719 42.54775281],0
p12,1,0.207688,1.587468,[ 34 239] ; [ 8 94],[ 30.576 242.424] ; [11.424 90.576],0
p1,1,0.208042,1.585003,[ 40 233] ; [10 93],[ 36.30319149 236.69680851] ; [13.69680851 89.30319149],0
