Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,179.11697,[  6 112] ; [383 150],[70.50998464 47.49001536] ; [318.49001536 214.50998464],1
d3,1,0.0,103.840636,[33 84] ; [409 124],[79.56 37.44] ; [362.44 170.56],1
d5,1,0.0,81.585398,[63 55] ; [472  61],[96.97388633 21.02611367] ; [438.02611367  94.97388633],1
a3,1,0.0,38.859587,[59 59] ; [415 116],[86.18181818 31.81818182] ; [387.81818182 143.18181818],1
d2,1,0.0,35.946664,[30 88] ; [297 234],[59.45454545 58.54545455] ; [267.54545455 263.45454545],1
a5,1,0.0,33.608437,[64 54] ; [425 108],[88.6359447 29.3640553] ; [400.3640553 132.6359447],1
a4,1,1e-06,23.379009,[31 86] ; [272 260],[54.62403698 62.37596302] ; [248.37596302 283.62403698],1
a2,1,2e-06,22.611661,[ 10 108] ; [158 375],[30.4516129 87.5483871] ; [137.5483871 395.4516129],1
u1,1,4e-06,21.404586,[  5 113] ; [122 411],[23.01996928 94.98003072] ; [103.98003072 429.01996928],1
s2,1,0.000277,13.22302,[44 71] ; [300 227],[61.61993769 53.38006231] ; [282.38006231 244.61993769],1
r1,1,0.000289,13.14127,[81 35] ; [448  84],[94.69753086 21.30246914] ; [434.30246914  97.69753086],1
b2,1,0.002668,9.021369,[16 53] ; [141 190],[27.0825 41.9175] ; [129.9175 201.0825],0
b3,1,0.002668,9.021369,[16 53] ; [141 190],[27.0825 41.9175] ; [129.9175 201.0825],0
p2,1,0.0068,7.325056,[90 27] ; [460  70],[99.45904173 17.54095827] ; [450.54095827  79.45904173],0
a7,1,0.010046,6.626784,[73 45] ; [392 140],[84.41538462 33.58461538] ; [380.58461538 151.41538462],0
r2,1,0.010049,6.626177,[106  11] ; [509  20],[111.38544892   5.61455108] ; [503.61455108  25.38544892],0
v1,1,0.013107,6.154549,[56 59] ; [318 201],[67.83911672 47.16088328] ; [306.16088328 212.83911672],0
s8,1,0.013676,6.07943,[44 73] ; [266 264],[56.05873261 60.94126739] ; [253.94126739 276.05873261],0
v2,1,0.020464,5.371907,[53 57] ; [310 205],[63.888 46.112] ; [299.112 215.888],0
n4,1,0.026546,4.92013,[97 20] ; [480  53],[103.86  13.14] ; [473.14  59.86],0
n3,1,0.02781,4.839781,[22  2] ; [74 32],[17.72307692  6.27692308] ; [78.27692308 27.72307692],0
s7,1,0.029987,4.710031,[47 61] ; [281 230],[57.22778675 50.77221325] ; [270.77221325 240.22778675],0
a1,1,0.03581,4.406121,[  1 117] ; [ 28 505],[  5.25652842 112.74347158] ; [ 23.74347158 509.25652842],0
s5,1,0.045225,4.010242,[30 83] ; [187 326],[39.17092652 73.82907348] ; [177.82907348 335.17092652],0
p4,1,0.049163,3.869777,[66 51] ; [350 180],[75.22720247 41.77279753] ; [340.77279753 189.22720247],0
s6,1,0.052751,3.751783,[72 42] ; [378 145],[80.53375196 33.46624804] ; [369.46624804 153.53375196],0
u2,1,0.052975,3.74472,[26 33] ; [69 47],[32.02857143 26.97142857] ; [62.97142857 53.02857143],0
a6,1,0.054391,3.70065,[72 46] ; [373 159],[80.78461538 37.21538462] ; [364.21538462 167.78461538],0
v3,1,0.054575,3.69502,[41 75] ; [232 282],[50.26666667 65.73333333] ; [222.73333333 291.26666667],0
p1,1,0.075575,3.157586,[ 15 102] ; [ 41 490],[ 10.11111111 106.88888889] ; [ 45.88888889 485.11111111],0
s1,1,0.078223,3.101442,[  6 107] ; [ 12 513],[  3.18808777 109.81191223] ; [ 14.81191223 510.18808777],0
p6,1,0.087556,2.918751,[37 78] ; [214 311],[45.1015625 69.8984375] ; [205.8984375 319.1015625],0
p8,1,0.093222,2.817842,[55 59] ; [298 226],[63.07523511 50.92476489] ; [289.92476489 234.07523511],0
r4,1,0.10288,2.660315,[106  12] ; [501  32],[110.02457757   7.97542243] ; [496.97542243  36.02457757],0
u3,1,0.108313,2.578671,[28 31] ; [71 47],[33. 26.] ; [66. 52.],0
b4,1,0.11754,2.449797,[60 58] ; [313 220],[67.60983103 50.39016897] ; [305.39016897 227.60983103],0
n6,1,0.130374,2.288041,[103  15] ; [487  44],[107.27272727  10.72727273] ; [482.72727273  48.27272727],0
u4,1,0.139639,2.181933,[  1 117] ; [ 18 515],[  3.44393241 114.55606759] ; [ 15.55606759 517.44393241],0
p9,1,0.194312,1.684616,[98 18] ; [468  59],[102.1088647  13.8911353] ; [463.8911353  63.1088647],0
p10,1,0.228816,1.448203,[94 20] ; [459  70],[98.04354588 15.95645412] ; [454.95645412  74.04354588],0
p12,1,0.238212,1.391145,[  7 109] ; [ 50 478],[ 10.26708075 105.73291925] ; [ 46.73291925 481.26708075],0
n2,1,0.240637,1.376859,[21  3] ; [82 25],[18.87022901  5.12977099] ; [84.12977099 22.87022901],0
p11,1,0.247639,1.336575,[94 24] ; [448  85],[98.24270353 19.75729647] ; [443.75729647  89.24270353],0
v4,1,0.273531,1.198955,[110   7] ; [513  20],[112.14   4.86] ; [510.86  22.14],0
s3,1,0.280046,1.166868,[62 53] ; [313 214],[67.1728972 47.8271028] ; [307.8271028 219.1728972],0
s4,1,0.298502,1.080875,[22 94] ; [ 79 445],[18.30625 97.69375] ; [ 82.69375 441.30625],0
p7,1,0.395018,0.723441,[72 42] ; [350 170],[75.88012618 38.11987382] ; [346.11987382 173.88012618],0
n1,1,0.40687,0.687928,[ 8 15] ; [46 58],[ 9.77952756 13.22047244] ; [44.22047244 59.77952756],0
a8,1,0.455024,0.558107,[15 92] ; [ 82 401],[17.59152542 89.40847458] ; [ 79.40847458 403.59152542],0
p3,1,0.648294,0.208057,[59 57] ; [283 249],[61.22222222 54.77777778] ; [280.77777778 251.22222222],0
b5,1,0.669453,0.182242,[69 49] ; [323 210],[71.05376344 46.94623656] ; [320.94623656 212.05376344],0
p5,1,0.696515,0.152123,[ 14 102] ; [ 71 458],[ 15.28682171 100.71317829] ; [ 69.71317829 459.28682171],0
b1,1,0.993354,6.9e-05,[46 72] ; [208 325],[46.03993856 71.96006144] ; [207.96006144 325.03993856],0
