Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,59.530396,[133  26] ; [68 94],[99.56074766 59.43925234] ; [101.43925234  60.56074766],1
u2,1,0.43598,0.606841,[20  9] ; [19 13],[18.54098361 10.45901639] ; [20.45901639 11.54098361],0
p4,1,0.45536,0.557276,[110  50] ; [107  58],[106.83076923  53.16923077] ; [110.16923077  54.83076923],0
p7,1,0.512413,0.429137,[113  42] ; [112  49],[110.36392405  44.63607595] ; [114.63607595  46.36392405],0
s2,1,0.516626,0.420625,[113  44] ; [114  52],[110.3374613  46.6625387] ; [116.6625387  49.3374613],0
b4,1,0.536887,0.381341,[96 64] ; [94 72],[93.25153374 66.74846626] ; [96.74846626 69.25153374],0
a8,1,0.547045,0.362637,[ 24 119] ; [ 30 124],[ 26. 117.] ; [ 28. 126.],0
u3,1,0.599609,0.275585,[20  9] ; [24  8],[20.91803279  8.08196721] ; [23.08196721  8.91803279],0
p9,1,0.611358,0.258202,[142  16] ; [151  14],[143.3250774  14.6749226] ; [149.6749226  15.3250774],0
n1,1,0.636109,0.223867,[11 16] ; [20 23],[11.95714286 15.04285714] ; [19.04285714 23.95714286],0
a6,1,0.660012,0.193509,[109  50] ; [110  56],[107.14153846  51.85846154] ; [111.85846154  54.14153846],0
b3,1,0.673197,0.177885,[47 62] ; [51 60],[48.55454545 60.44545455] ; [49.44545455 61.55454545],0
b2,1,0.673197,0.177885,[47 62] ; [51 60],[48.55454545 60.44545455] ; [49.44545455 61.55454545],0
a3,1,0.698603,0.149929,[131  28] ; [134  32],[129.64615385  29.35384615] ; [135.35384615  30.64615385],0
r2,1,0.711892,0.136394,[153   6] ; [160   5],[153.60185185   5.39814815] ; [159.39814815   5.60185185],0
a2,1,0.73759,0.112256,[ 48 112] ; [ 47 119],[ 46.62576687 113.37423313] ; [ 48.37423313 117.62576687],0
b1,1,0.77856,0.079071,[68 92] ; [68 98],[66.74846626 93.25153374] ; [69.25153374 96.74846626],0
a5,1,0.783007,0.075846,[132  28] ; [135  31],[131.04294479  28.95705521] ; [135.95705521  30.04294479],0
p10,1,0.838962,0.041299,[140  18] ; [145  20],[139.41176471  18.58823529] ; [145.58823529  19.41176471],0
u1,1,0.851484,0.035053,[ 40 120] ; [ 43 123],[ 40.73619632 119.26380368] ; [ 42.26380368 123.73619632],0
d2,1,0.870366,0.026632,[94 66] ; [99 67],[94.72392638 65.27607362] ; [98.27607362 67.72392638],0
v4,1,0.957958,0.002779,[156   4] ; [162   4],[156.07361963   3.92638037] ; [161.92638037   4.07361963],0
n3,1,0.962554,0.002204,[18  8] ; [30 13],[18.08695652  7.91304348] ; [29.91304348 13.08695652],0
p2,1,0.96516,0.001908,[137  23] ; [141  24],[136.86153846  23.13846154] ; [141.13846154  23.86153846],0
