Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.153652,[81  9] ; [33 35],[64.93670886 25.06329114] ; [49.06329114 18.93670886],1
s6,1,3.8e-05,16.957967,[57 32] ; [21 47],[44.21656051 44.78343949] ; [33.78343949 34.21656051],1
d5,1,0.000304,13.048208,[61 29] ; [26 41],[49.87261146 40.12738854] ; [37.12738854 29.87261146],1
d4,1,0.000426,12.415565,[67 23] ; [32 36],[56.39240506 33.60759494] ; [42.60759494 25.39240506],1
d1,1,0.000661,11.595418,[32 58] ; [ 8 60],[22.78481013 67.21518987] ; [17.21518987 50.78481013],1
s7,1,0.000696,11.500097,[38 46] ; [13 55],[28.18421053 55.81578947] ; [22.81578947 45.18421053],1
u3,1,0.000881,11.063041,[34 15] ; [18 32],[25.73737374 23.26262626] ; [26.26262626 23.73737374],1
r2,1,0.001434,10.161693,[83  7] ; [50 18],[75.75949367 14.24050633] ; [57.24050633 10.75949367],0
s8,1,0.005694,7.64457,[29 61] ; [ 9 59],[21.64556962 68.35443038] ; [16.35443038 51.64556962],0
r3,1,0.00659,7.381325,[81  8] ; [51 17],[74.82802548 14.17197452] ; [57.17197452 10.82802548],0
s3,1,0.008757,6.871737,[54 35] ; [26 40],[45.93548387 43.06451613] ; [34.06451613 31.93548387],0
s2,1,0.015842,5.820303,[45 45] ; [21 47],[37.59493671 52.40506329] ; [28.40506329 39.59493671],0
n4,1,0.016208,5.780198,[57 33] ; [30 38],[49.55696203 40.44303797] ; [37.44303797 30.55696203],0
a3,1,0.017828,5.613007,[40 48] ; [18 49],[32.92903226 55.07096774] ; [25.07096774 41.92903226],0
s1,1,0.028016,4.827105,[ 9 80] ; [ 1 67],[ 5.66878981 83.33121019] ; [ 4.33121019 63.66878981],0
n5,1,0.02969,4.72716,[61 28] ; [35 33],[54.42038217 34.57961783] ; [41.57961783 26.42038217],0
v4,1,0.032062,4.595185,[82  8] ; [53 14],[77.38853503 12.61146497] ; [57.61146497  9.38853503],0
d3,1,0.033019,4.544803,[51 39] ; [26 40],[44.42307692 45.57692308] ; [32.57692308 33.42307692],0
p4,1,0.035967,4.398663,[45 44] ; [23 45],[38.5477707 50.4522293] ; [29.4522293 38.5477707],0
v1,1,0.06332,3.448228,[31 59] ; [14 53],[25.79617834 64.20382166] ; [19.20382166 47.79617834],0
u2,1,0.086177,2.944373,[30 19] ; [22 28],[25.73737374 23.26262626] ; [26.26262626 23.73737374],0
p10,1,0.092228,2.835042,[61 29] ; [36 30],[55.96153846 34.03846154] ; [41.03846154 24.96153846],0
s5,1,0.109746,2.557881,[25 61] ; [12 55],[20.79738562 65.20261438] ; [16.20261438 50.79738562],0
p3,1,0.115149,2.482095,[36 54] ; [19 49],[31.32911392 58.67088608] ; [23.67088608 44.32911392],0
a7,1,0.133854,2.247223,[59 31] ; [36 31],[54.45859873 35.54140127] ; [40.54140127 26.45859873],0
p7,1,0.14007,2.177188,[48 39] ; [28 37],[43.5 43.5] ; [32.5 32.5],0
a4,1,0.142995,2.145434,[15 74] ; [ 6 62],[11.9044586 77.0955414] ; [ 9.0955414 58.9044586],0
p6,1,0.171181,1.872566,[27 61] ; [14 53],[23.27741935 64.72258065] ; [17.72258065 49.27741935],0
n6,1,0.184895,1.757832,[67 23] ; [44 24],[63.2278481 26.7721519] ; [47.7721519 20.2278481],0
p8,1,0.222761,1.486495,[40 49] ; [24 44],[36.28025478 52.71974522] ; [27.71974522 40.28025478],0
n1,1,0.260175,1.267828,[11 16] ; [ 5 15],[ 9.19148936 17.80851064] ; [ 6.80851064 13.19148936],0
b1,1,0.267279,1.230661,[41 49] ; [25 43],[37.59493671 52.40506329] ; [28.40506329 39.59493671],0
a6,1,0.270689,1.213253,[45 45] ; [28 40],[41.58227848 48.41772152] ; [31.41772152 36.58227848],0
p11,1,0.275131,1.190982,[58 32] ; [38 30],[54.6835443 35.3164557] ; [41.3164557 26.6835443],0
u1,1,0.29038,1.117859,[ 4 86] ; [ 1 67],[ 2.84810127 87.15189873] ; [ 2.15189873 65.84810127],0
p5,1,0.382726,0.761928,[ 7 81] ; [ 3 64],[ 5.67741935 82.32258065] ; [ 4.32258065 62.67741935],0
s4,1,0.430786,0.620703,[15 73] ; [15 53],[16.92307692 71.07692308] ; [13.07692308 54.92307692],0
