Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,108.739613,[306  28] ; [25 40],[277.07769424  56.92230576] ; [53.92230576 11.07769424],1
s7,1,1e-06,23.875834,[246  75] ; [28 33],[230.2460733  90.7539267] ; [43.7539267 17.2460733],1
r1,1,0.000294,13.109216,[284  50] ; [43 22],[273.72932331  60.27067669] ; [53.27067669 11.72932331],1
s4,1,0.000545,11.955643,[ 66 262] ; [26 39],[ 76.78371501 251.21628499] ; [15.21628499 49.78371501],1
p4,1,0.000709,11.465081,[235  97] ; [32 33],[223.28463476 108.71536524] ; [43.71536524 21.28463476],1
a4,1,0.000821,11.194206,[178 155] ; [20 45],[165.66331658 167.33668342] ; [32.33668342 32.66331658],1
a3,1,0.001402,10.203412,[265  67] ; [40 25],[255.06297229  76.93702771] ; [49.93702771 15.06297229],0
p11,1,0.001895,9.648379,[277  57] ; [43 22],[267.86967419  66.13032581] ; [52.13032581 12.86967419],0
p3,1,0.00356,8.495421,[193 139] ; [25 40],[182.30730479 149.69269521] ; [35.69269521 29.30730479],0
a5,1,0.003892,8.333724,[265  68] ; [41 24],[256.02512563  76.97487437] ; [49.97487437 15.02512563],0
p6,1,0.005377,7.748007,[158 171] ; [19 46],[147.79949239 181.20050761] ; [29.20050761 35.79949239],0
p8,1,0.007493,7.150783,[191 138] ; [26 39],[181.20050761 147.79949239] ; [35.79949239 29.20050761],0
v3,1,0.008863,6.850158,[154 169] ; [18 43],[144.67708333 178.32291667] ; [27.32291667 33.67708333],0
a2,1,0.011405,6.401086,[103 231] ; [10 55],[ 94.5914787 239.4085213] ; [18.4085213 46.5914787],0
r4,1,0.013007,6.168104,[316  18] ; [56  9],[311.39849624  22.60150376] ; [60.60150376  4.39849624],0
d2,1,0.014878,5.93086,[193 140] ; [27 38],[184.07035176 148.92964824] ; [35.92964824 29.07035176],0
d1,1,0.015183,5.895163,[227 107] ; [34 31],[218.48120301 115.51879699] ; [42.51879699 22.48120301],0
d5,1,0.016154,5.786007,[285  48] ; [47 17],[278.47858942  54.52141058] ; [53.52141058 10.47858942],0
v1,1,0.017312,5.664428,[197 128] ; [28 35],[188.46649485 136.53350515] ; [36.53350515 26.46649485],0
u1,1,0.01733,5.662685,[ 87 247] ; [ 8 57],[ 79.52380952 254.47619048] ; [15.47619048 49.52380952],0
s8,1,0.019073,5.494843,[220 113] ; [33 32],[211.68090452 121.31909548] ; [41.31909548 23.68090452],0
