Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,21.714247,[23 92] ; [19 11],[33.31034483 81.68965517] ; [ 8.68965517 21.31034483],1
p2,1,0.002141,9.4243,[52 63] ; [23  7],[59.48275862 55.51724138] ; [15.51724138 14.48275862],0
b1,1,0.015616,5.845555,[52 63] ; [21  9],[57.89655172 57.10344828] ; [15.10344828 14.89655172],0
p1,1,0.071646,3.244912,[  5 109] ; [ 4 26],[  7.125 106.875] ; [ 1.875 28.125],0
p11,1,0.234963,1.410562,[55 60] ; [18 12],[57.89655172 57.10344828] ; [15.10344828 14.89655172],0
