Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,27.039501,[42 32] ; [ 4 41],[28.60504202 45.39495798] ; [17.39495798 27.60504202],1
r2,1,5.8e-05,16.174384,[73  2] ; [32 12],[66.17647059  8.82352941] ; [38.82352941  5.17647059],1
d1,1,7.8e-05,15.596735,[45 31] ; [10 35],[34.54545455 41.45454545] ; [20.45454545 24.54545455],1
a3,1,0.000403,12.516571,[53 22] ; [17 28],[43.75 31.25] ; [26.25 18.75],1
d2,1,0.001334,10.294549,[45 30] ; [13 31],[36.55462185 38.44537815] ; [21.44537815 22.55462185],0
r1,1,0.001477,10.106527,[65 11] ; [27 18],[57.78512397 18.21487603] ; [34.21487603 10.78512397],0
d5,1,0.002084,9.474169,[62 14] ; [25 20],[54.6446281 21.3553719] ; [32.3553719 12.6446281],0
r4,1,0.002465,9.166544,[63 13] ; [26 19],[55.90082645 20.09917355] ; [33.09917355 11.90082645],0
u1,1,0.002614,9.059161,[17 59] ; [ 1 44],[11.30578512 64.69421488] ; [ 6.69421488 38.30578512],0
a6,1,0.003703,8.423886,[54 22] ; [20 25],[46.47933884 29.52066116] ; [27.52066116 17.47933884],0
d4,1,0.004939,7.901572,[60 16] ; [24 20],[53.2 22.8] ; [30.8 13.2],0
d3,1,0.018073,5.589089,[52 24] ; [21 24],[45.85123967 30.14876033] ; [27.14876033 17.85123967],0
v4,1,0.020627,5.358071,[66  9] ; [32 13],[61.25 13.75] ; [36.75  8.25],0
a7,1,0.021099,5.31856,[54 22] ; [22 22],[48.13333333 27.86666667] ; [27.86666667 16.13333333],0
u3,1,0.080262,3.059588,[13 10] ; [ 9 19],[ 9.92156863 13.07843137] ; [12.07843137 15.92156863],0
r3,1,0.129653,2.296651,[64 12] ; [32 12],[60.8 15.2] ; [35.2  8.8],0
p11,1,0.151986,2.052202,[44 32] ; [20 25],[40.19834711 35.80165289] ; [23.80165289 21.19834711],0
v1,1,0.179351,1.802992,[33 43] ; [14 31],[29.52066116 46.47933884] ; [17.47933884 27.52066116],0
p6,1,0.206061,1.598887,[12 63] ; [11 32],[14.61864407 60.38135593] ; [ 8.38135593 34.61864407],0
p8,1,0.210796,1.565952,[25 51] ; [10 35],[21.98347107 54.01652893] ; [13.01652893 31.98347107],0
p5,1,0.260466,1.26628,[ 3 73] ; [ 4 41],[ 4.39669421 71.60330579] ; [ 2.60330579 42.39669421],0
s7,1,0.265928,1.237631,[26 44] ; [11 30],[23.33333333 46.66666667] ; [13.66666667 27.33333333],0
b4,1,0.338652,0.915529,[44 32] ; [30 15],[46.47933884 29.52066116] ; [27.52066116 17.47933884],0
p7,1,0.391268,0.734999,[30 46] ; [20 22],[32.20338983 43.79661017] ; [17.79661017 24.20338983],0
s8,1,0.408873,0.682077,[20 55] ; [ 9 36],[18.125 56.875] ; [10.875 34.125],0
b2,1,0.477832,0.503807,[18 31] ; [ 9 22],[16.5375 32.4625] ; [10.4625 20.5375],0
b3,1,0.477832,0.503807,[18 31] ; [ 9 22],[16.5375 32.4625] ; [10.4625 20.5375],0
p2,1,0.495964,0.463562,[47 29] ; [25 20],[45.2231405 30.7768595] ; [26.7768595 18.2231405],0
s6,1,0.507144,0.439955,[32 43] ; [22 23],[33.75 41.25] ; [20.25 24.75],0
p4,1,0.521071,0.411773,[30 45] ; [15 29],[28.36134454 46.63865546] ; [16.63865546 27.36134454],0
n5,1,0.590902,0.288938,[54 22] ; [34 11],[55.27272727 20.72727273] ; [32.72727273 12.27272727],0
b1,1,0.59149,0.288024,[46 30] ; [25 20],[44.59504132 31.40495868] ; [26.40495868 18.59504132],0
a1,1,0.623302,0.241254,[ 7 69] ; [ 3 42],[ 6.28099174 69.71900826] ; [ 3.71900826 41.28099174],0
p10,1,0.638826,0.220281,[21 53] ; [11 34],[19.89915966 54.10084034] ; [12.10084034 32.89915966],0
n6,1,0.64071,0.217815,[52 23] ; [33 12],[53.125 21.875] ; [31.875 13.125],0
u2,1,0.698322,0.150223,[11 11] ; [12 15],[10.32653061 11.67346939] ; [12.67346939 14.32653061],0
p12,1,0.712702,0.135593,[ 1 74] ; [ 1 44],[ 1.25 73.75] ; [ 0.75 44.25],0
v2,1,0.733514,0.115909,[30 45] ; [19 25],[30.88235294 44.11764706] ; [18.11764706 25.88235294],0
s3,1,0.738003,0.111889,[36 40] ; [19 24],[35.12605042 40.87394958] ; [19.87394958 23.12605042],0
