Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,77.23949,[ 37 238] ; [59 43],[ 70.0265252 204.9734748] ; [25.9734748 76.0265252],1
p6,1,1e-06,24.589387,[ 69 203] ; [53 48],[ 88.96514745 183.03485255] ; [33.03485255 67.96514745],1
s6,1,4e-06,21.156647,[ 99 171] ; [65 38],[118.71313673 151.28686327] ; [45.28686327 57.71313673],1
p4,1,6.6e-05,15.91191,[128 145] ; [72 31],[145.21276596 127.78723404] ; [54.78723404 48.21276596],1
u1,1,7.8e-05,15.61124,[ 28 248] ; [27 76],[ 40.05277045 235.94722955] ; [14.94722955 88.05277045],1
p3,1,0.000106,15.022039,[104 170] ; [62 41],[120.64721485 153.35278515] ; [45.35278515 57.64721485],1
s2,1,0.00022,13.656123,[ 28 245] ; [26 77],[ 39.20744681 233.79255319] ; [14.79255319 88.20744681],1
v3,1,0.000319,12.953852,[ 78 187] ; [50 51],[ 92.67759563 172.32240437] ; [35.32240437 65.67759563],1
p10,1,0.000964,10.895242,[195  76] ; [90 12],[207.06434316  63.93565684] ; [77.93565684 24.06434316],1
s5,1,0.001508,10.069021,[ 48 219] ; [34 68],[ 59.33333333 207.66666667] ; [22.66666667 79.33333333],0
a3,1,0.00986,6.659954,[172 104] ; [78 24],[182.53968254  93.46031746] ; [67.46031746 34.53968254],0
p9,1,0.02161,5.276896,[208  64] ; [89 13],[216.  56.] ; [81. 21.],0
a2,1,0.02727,4.87362,[ 47 229] ; [28 75],[ 54.61741425 221.38258575] ; [20.38258575 82.61741425],0
n4,1,0.027919,4.833079,[185  91] ; [81 22],[193.70976253  82.29023747] ; [72.29023747 30.70976253],0
p7,1,0.03044,4.684297,[147 124] ; [68 34],[156.20643432 114.79356568] ; [58.79356568 43.20643432],0
a5,1,0.032736,4.559535,[186  90] ; [81 22],[194.43799472  81.56200528] ; [72.56200528 30.43799472],0
b2,1,0.036499,4.373615,[ 49 100] ; [35 39],[56.12556054 92.87443946] ; [27.87443946 46.12556054],0
b3,1,0.036499,4.373615,[ 49 100] ; [35 39],[56.12556054 92.87443946] ; [27.87443946 46.12556054],0
p2,1,0.036997,4.35057,[210  64] ; [89 14],[217.31034483  56.68965517] ; [81.68965517 21.31034483],0
v1,1,0.038168,4.297515,[127 147] ; [59 42],[135.904 138.096] ; [50.096 50.904],0
p5,1,0.04152,4.154653,[ 19 255] ; [14 89],[ 23.98408488 250.01591512] ; [ 9.01591512 93.98408488],0
p12,1,0.055565,3.665057,[  9 265] ; [ 8 93],[ 12.42133333 261.57866667] ; [ 4.57866667 96.42133333],0
n5,1,0.069373,3.297797,[180  94] ; [77 25],[187.28191489  86.71808511] ; [69.71808511 32.28191489],0
v2,1,0.083501,2.995399,[137 130] ; [62 39],[144.38315217 122.61684783] ; [54.61684783 46.38315217],0
d2,1,0.121715,2.395108,[114 160] ; [52 51],[120.64721485 153.35278515] ; [45.35278515 57.64721485],0
r3,1,0.132101,2.267641,[252  23] ; [99  4],[255.35714286  19.64285714] ; [95.64285714  7.35714286],0
r4,1,0.160235,1.972005,[237  39] ; [94  9],[241.04485488  34.95514512] ; [89.95514512 13.04485488],0
n6,1,0.17574,1.833289,[225  51] ; [90 13],[229.39313984  46.60686016] ; [85.60686016 17.39313984],0
u3,1,0.216816,1.525322,[56 47] ; [17  8],[58.7421875 44.2578125] ; [14.2578125 10.7421875],0
u2,1,0.242106,1.368292,[52 50] ; [16  9],[54.61417323 47.38582677] ; [13.38582677 11.61417323],0
r1,1,0.304999,1.05221,[205  70] ; [82 21],[208.7962963  66.2037037] ; [78.2037037 24.7962963],0
b4,1,0.312764,1.018969,[158 118] ; [53 50],[153.65699208 122.34300792] ; [57.34300792 45.65699208],0
s4,1,0.349252,0.876171,[ 28 244] ; [14 88],[ 30.54545455 241.45454545] ; [11.45454545 90.54545455],0
p8,1,0.361893,0.831314,[130 140] ; [54 47],[133.9083558 136.0916442] ; [50.0916442 50.9083558],0
n1,1,0.38236,0.763101,[21 51] ; [10 16],[22.7755102 49.2244898] ; [ 8.2244898 17.7755102],0
d3,1,0.401449,0.703982,[179  95] ; [72 31],[182.42440318  91.57559682] ; [68.57559682 34.42440318],0
n3,1,0.405909,0.690752,[50 21] ; [16 10],[48.30927835 22.69072165] ; [17.69072165  8.30927835],0
d4,1,0.428607,0.626595,[214  61] ; [84 19],[216.7989418  58.2010582] ; [81.2010582 21.7989418],0
d5,1,0.434909,0.609679,[217  58] ; [85 18],[219.70899471  55.29100529] ; [82.29100529 20.70899471],0
s1,1,0.440477,0.59504,[  6 268] ; [  1 101],[  5.10106383 268.89893617] ; [  1.89893617 100.10106383],0
b1,1,0.465963,0.531534,[105 171] ; [35 68],[101.9525066 174.0474934] ; [38.0474934 64.9525066],0
a4,1,0.467511,0.527853,[113 163] ; [46 56],[116.0952381 159.9047619] ; [42.9047619 59.0952381],0
p1,1,0.477415,0.504763,[ 22 254] ; [ 6 97],[ 20.39050132 255.60949868] ; [ 7.60949868 95.39050132],0
d1,1,0.671612,0.179723,[146 130] ; [57 46],[147.83113456 128.16886544] ; [55.16886544 47.83113456],0
n2,1,0.672428,0.178775,[51 22] ; [17  9],[50.14141414 22.85858586] ; [17.85858586  8.14141414],0
a7,1,0.700122,0.148345,[194  80] ; [75 28],[195.5066313  78.4933687] ; [73.4933687 29.5066313],0
p11,1,0.731551,0.117693,[211  65] ; [77 26],[209.73087071  66.26912929] ; [78.26912929 24.73087071],0
b5,1,0.736795,0.112964,[174 102] ; [63 40],[172.59102902 103.40897098] ; [64.40897098 38.59102902],0
r2,1,0.785654,0.073961,[252  21] ; [95  7],[252.616  20.384] ; [94.384  7.616],0
