Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,182.900954,[  6 109] ; [434 167],[70.67039106 44.32960894] ; [369.32960894 231.67039106],1
d5,1,0.0,118.704535,[54 61] ; [536  65],[94.76256983 20.23743017] ; [495.23743017 105.76256983],1
d3,1,0.0,98.482115,[38 77] ; [473 128],[82.07402235 32.92597765] ; [428.92597765 172.07402235],1
d2,1,0.0,35.404497,[29 86] ; [333 267],[58.22377622 56.77622378] ; [303.77622378 296.22377622],1
a4,1,0.0,26.256689,[28 85] ; [306 294],[52.93408135 60.06591865] ; [281.06591865 318.93408135],1
u1,1,1e-06,24.141585,[  4 111] ; [142 459],[23.44972067 91.55027933] ; [122.55027933 478.44972067],1
a3,1,6e-06,20.56544,[64 50] ; [459 140],[83.62131837 30.37868163] ; [439.37868163 159.62131837],1
a2,1,1e-05,19.45232,[ 11 104] ; [176 425],[30.0349162 84.9650838] ; [156.9650838 444.0349162],1
a5,1,0.000216,13.684622,[73 42] ; [477 124],[88.33798883 26.66201117] ; [461.66201117 139.33798883],1
p1,1,0.002154,9.413807,[18 96] ; [ 42 553],[  9.64739069 104.35260931] ; [ 50.35260931 544.64739069],0
r3,1,0.002973,8.824204,[109   6] ; [591   7],[112.90322581   2.09677419] ; [587.09677419  10.90322581],0
s2,1,0.003932,8.315105,[44 67] ; [325 271],[57.93352192 53.06647808] ; [311.06647808 284.93352192],0
p2,1,0.008153,6.999544,[86 28] ; [509  87],[95.53521127 18.46478873] ; [499.46478873  96.53521127],0
p9,1,0.008676,6.888398,[85 27] ; [506  84],[94.29059829 17.70940171] ; [496.70940171  93.29059829],0
b2,1,0.009753,6.67948,[17 53] ; [148 216],[26.61290323 43.38709677] ; [138.38709677 225.61290323],0
b3,1,0.009753,6.67948,[17 53] ; [148 216],[26.61290323 43.38709677] ; [138.38709677 225.61290323],0
u2,1,0.024007,5.094142,[23 28] ; [88 51],[29.79473684 21.20526316] ; [81.20526316 57.79473684],0
p10,1,0.030748,4.666979,[83 29] ; [490 102],[91.15909091 20.84090909] ; [481.84090909 110.15909091],0
a7,1,0.037451,4.329804,[77 38] ; [457 143],[85.88811189 29.11188811] ; [448.11188811 151.88811189],0
s8,1,0.044844,4.024498,[43 70] ; [288 308],[52.75458392 60.24541608] ; [278.24541608 317.75458392],0
s1,1,0.050655,3.819628,[  7 104] ; [ 16 575],[  3.63675214 107.36324786] ; [ 19.36324786 571.63675214],0
s5,1,0.066441,3.368818,[30 79] ; [212 366],[38.39592431 70.60407569] ; [203.60407569 374.39592431],0
n3,1,0.083384,2.997671,[25  3] ; [85 30],[21.53846154  6.46153846] ; [88.46153846 26.53846154],0
a6,1,0.084875,2.968991,[73 42] ; [429 171],[80.74125874 34.25874126] ; [421.25874126 178.74125874],0
n2,1,0.085642,2.95444,[26  4] ; [82 33],[22.34482759  7.65517241] ; [85.65517241 29.34482759],0
v2,1,0.097331,2.748748,[56 51] ; [352 226],[63.73138686 43.26861314] ; [344.26861314 233.73138686],0
p4,1,0.1053,2.623377,[62 52] ; [371 223],[69.72033898 44.27966102] ; [363.27966102 230.72033898],0
s7,1,0.106965,2.598504,[46 60] ; [298 276],[53.62352941 52.37647059] ; [290.37647059 283.62352941],0
b4,1,0.130831,2.282612,[59 56] ; [354 247],[66.33379888 48.66620112] ; [346.66620112 254.33379888],0
p7,1,0.153392,2.038194,[66 45] ; [387 195],[72.55844156 38.44155844] ; [380.44155844 201.55844156],0
a1,1,0.169987,1.883057,[  2 113] ; [ 27 574],[  4.65782123 110.34217877] ; [ 24.34217877 576.65782123],0
p6,1,0.172947,1.857208,[35 77] ; [224 365],[41.38088445 70.61911555] ; [217.61911555 371.38088445],0
u3,1,0.189293,1.723111,[29 22] ; [94 46],[32.84293194 18.15706806] ; [90.15706806 49.84293194],0
s3,1,0.191894,1.703019,[57 53] ; [347 246],[63.21479374 46.78520626] ; [340.78520626 252.21479374],0
n6,1,0.235939,1.404693,[93 22] ; [508  88],[97.20815752 17.79184248] ; [503.79184248  92.20815752],0
p8,1,0.309708,1.031921,[55 55] ; [326 264],[59.87142857 50.12857143] ; [321.12857143 268.87142857],0
r2,1,0.311191,1.025613,[112   3] ; [590   8],[113.22580645   1.77419355] ; [588.77419355   9.22580645],0
a8,1,0.322637,0.978227,[12 92] ; [ 83 460],[15.27047913 88.72952087] ; [ 79.72952087 463.27047913],0
b5,1,0.395724,0.72128,[64 51] ; [360 241],[68.10055866 46.89944134] ; [355.89944134 245.10055866],0
v1,1,0.417652,0.656914,[59 53] ; [333 253],[62.89971347 49.10028653] ; [329.10028653 256.89971347],0
s6,1,0.430955,0.620249,[74 37] ; [414 174],[77.49356223 33.50643777] ; [410.50643777 177.49356223],0
p5,1,0.473279,0.514311,[15 98] ; [ 65 529],[ 12.7864215 100.2135785] ; [ 67.2135785 526.7864215],0
p3,1,0.478796,0.501605,[54 59] ; [308 291],[57.45224719 55.54775281] ; [304.54775281 294.45224719],0
n1,1,0.574647,0.314969,[13 17] ; [43 71],[11.66666667 18.33333333] ; [44.33333333 69.66666667],0
p12,1,0.589172,0.291639,[  8 105] ; [ 51 541],[  9.45673759 103.54326241] ; [ 49.54326241 542.45673759],0
b1,1,0.65198,0.203413,[46 69] ; [227 374],[43.84776536 71.15223464] ; [229.15223464 371.84776536],0
n4,1,0.681804,0.168102,[89 26] ; [473 125],[90.64516129 24.35483871] ; [471.35483871 126.64516129],0
v3,1,0.697855,0.150713,[48 63] ; [236 336],[46.15519766 64.84480234] ; [237.84480234 334.15519766],0
v4,1,0.703505,0.144851,[112   2] ; [587  14],[111.44895105   2.55104895] ; [587.55104895  13.44895105],0
s4,1,0.707936,0.140347,[20 93] ; [ 96 494],[18.6458037 94.3541963] ; [ 97.3541963 492.6458037],0
n5,1,0.838084,0.041757,[85 29] ; [449 146],[85.86177715 28.13822285] ; [448.13822285 146.86177715],0
p11,1,0.857116,0.032417,[91 24] ; [480 121],[91.71089385 23.28910615] ; [479.28910615 121.71089385],0
