Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,176.428485,[ 15 150] ; [291 124],[87.05172414 77.94827586] ; [218.94827586 196.05172414],1
d5,1,0.0,126.016922,[107  58] ; [407   9],[145.97246127  19.02753873] ; [368.02753873  47.97246127],1
d3,1,0.0,89.413228,[105  60] ; [392  24],[141.14457831  23.85542169] ; [355.85542169  60.14457831],1
a2,1,0.0,69.838278,[ 10 155] ; [174 242],[ 52.25473322 112.74526678] ; [131.74526678 284.25473322],1
u1,1,0.0,47.411771,[  9 156] ; [137 279],[ 41.46299484 123.53700516] ; [104.53700516 311.46299484],1
a5,1,0.0,45.168258,[94 71] ; [347  69],[125.24096386  39.75903614] ; [315.75903614 100.24096386],1
a4,1,0.0,41.117913,[ 44 121] ; [233 182],[78.80172414 86.19827586] ; [198.19827586 216.80172414],1
a3,1,0.0,26.67527,[97 68] ; [330  84],[121.68393782  43.31606218] ; [305.31606218 108.68393782],1
a6,1,1e-06,23.88689,[109  56] ; [350  65],[130.57758621  34.42241379] ; [328.42241379  86.57758621],1
s8,1,3.1e-05,17.330332,[ 48 117] ; [198 214],[70.34662045 94.65337955] ; [175.65337955 236.34662045],1
r1,1,9.3e-05,15.26976,[120  45] ; [356  56],[136.11785095  28.88214905] ; [339.88214905  72.11785095],1
p4,1,9.8e-05,15.168184,[78 85] ; [271 143],[98.59098787 64.40901213] ; [250.40901213 163.59098787],1
v3,1,0.000907,11.008299,[ 46 116] ; [171 222],[63.34054054 98.65945946] ; [153.65945946 239.34054054],1
v2,1,0.001633,9.922194,[78 81] ; [253 145],[94.48653501 64.51346499] ; [236.51346499 161.48653501],0
p3,1,0.001977,9.571183,[ 63 102] ; [217 197],[79.79274611 85.20725389] ; [200.20725389 213.79274611],0
r2,1,0.002212,9.364369,[146  15] ; [397  13],[153.10507881   7.89492119] ; [389.89492119  20.10507881],0
v1,1,0.007335,7.188939,[71 90] ; [228 175],[85.35283688 75.64716312] ; [213.64716312 189.35283688],0
n6,1,0.009112,6.800738,[125  38] ; [354  59],[135.55034722  27.44965278] ; [343.44965278  69.55034722],0
p10,1,0.012199,6.281762,[119  41] ; [345  68],[129.56369983  30.43630017] ; [334.43630017  78.56369983],0
n4,1,0.013355,6.121522,[112  52] ; [325  91],[123.56551724  40.43448276] ; [313.43448276 102.56551724],0
n5,1,0.017478,5.647733,[104  58] ; [307 107],[115.59375  46.40625] ; [295.40625 118.59375],0
s2,1,0.01868,5.531209,[73 91] ; [227 183],[85.71428571 78.28571429] ; [214.28571429 195.71428571],0
b1,1,0.018958,5.50534,[71 94] ; [136 280],[ 58.78657487 106.21342513] ; [148.21342513 267.78657487],0
s7,1,0.021064,5.321496,[62 94] ; [201 196],[74.19168174 81.80831826] ; [188.80831826 208.19168174],0
p12,1,0.024726,5.043002,[  7 155] ; [ 42 373],[ 13.75736568 148.24263432] ; [ 35.24263432 379.75736568],0
p9,1,0.042697,4.107354,[127  34] ; [351  58],[135.01403509  25.98596491] ; [342.98596491  66.01403509],0
s3,1,0.049564,3.856156,[80 83] ; [236 170],[90.52372583 72.47627417] ; [225.47627417 180.52372583],0
r4,1,0.057174,3.61752,[142  23] ; [380  36],[148.2444062  16.7555938] ; [373.7555938  42.2444062],0
v4,1,0.074756,3.17537,[152  11] ; [399  14],[155.92534722   7.07465278] ; [395.07465278  17.92534722],0
a8,1,0.09202,2.838674,[ 30 125] ; [ 49 313],[ 23.68471954 131.31528046] ; [ 55.31528046 306.68471954],0
u4,1,0.093417,2.81448,[  1 164] ; [ 12 403],[  3.69827586 161.30172414] ; [  9.30172414 405.69827586],0
p1,1,0.122746,2.381934,[  8 155] ; [ 36 378],[ 12.42980936 150.57019064] ; [ 31.57019064 382.42980936],0
p8,1,0.185702,1.751395,[79 85] ; [222 187],[86.15008726 77.84991274] ; [214.84991274 194.15008726],0
s5,1,0.226509,1.462647,[ 46 113] ; [136 261],[ 52.04676259 106.95323741] ; [129.95323741 267.04676259],0
p6,1,0.232729,1.424103,[ 53 109] ; [156 254],[ 59.19230769 102.80769231] ; [149.80769231 260.19230769],0
p7,1,0.271563,1.208833,[92 67] ; [254 150],[97.71580817 61.28419183] ; [248.28419183 155.71580817],0
b5,1,0.287571,1.130958,[103  62] ; [279 137],[108.48537005  56.51462995] ; [273.51462995 142.48537005],0
u3,1,0.344813,0.892455,[39 26] ; [58 28],[41.75496689 23.24503311] ; [55.24503311 30.75496689],0
b3,1,0.345887,0.888489,[26 54] ; [100 161],[29.5601173 50.4398827] ; [ 96.4398827 164.5601173],0
b2,1,0.345887,0.888489,[26 54] ; [100 161],[29.5601173 50.4398827] ; [ 96.4398827 164.5601173],0
s6,1,0.350016,0.873398,[105  57] ; [281 127],[109.70526316  52.29473684] ; [276.29473684 131.70526316],0
p11,1,0.403202,0.698757,[124  41] ; [326  90],[127.79690189  37.20309811] ; [322.20309811  93.79690189],0
n2,1,0.666527,0.185692,[27 10] ; [65 29],[25.98473282 11.01526718] ; [66.01526718 27.98473282],0
r3,1,0.674433,0.176461,[155   8] ; [396  17],[155.92534722   7.07465278] ; [395.07465278  17.92534722],0
b4,1,0.738376,0.111559,[104  61] ; [256 160],[102.23752151  62.76247849] ; [257.76247849 158.23752151],0
p5,1,0.744361,0.10633,[ 20 145] ; [ 46 366],[ 18.87348354 146.12651646] ; [ 47.12651646 364.87348354],0
s4,1,0.852578,0.034533,[ 27 136] ; [ 65 343],[ 26.26269702 136.73730298] ; [ 65.73730298 342.26269702],0
n1,1,0.855596,0.033118,[13 23] ; [32 61],[12.55813953 23.44186047] ; [32.44186047 60.55813953],0
n3,1,0.900164,0.015739,[26 11] ; [65 29],[25.70229008 11.29770992] ; [65.29770992 28.70229008],0
a1,1,0.920645,0.009924,[  8 157] ; [ 21 395],[  8.23580034 156.76419966] ; [ 20.76419966 395.23580034],0
u2,1,0.970959,0.001325,[40 24] ; [54 32],[40.10666667 23.89333333] ; [53.89333333 32.10666667],0
s1,1,0.971777,0.001252,[  5 156] ; [ 13 398],[  5.06643357 155.93356643] ; [ 12.93356643 398.06643357],0
p2,1,0.985613,0.000325,[138  27] ; [346  68],[137.92746114  27.07253886] ; [346.07253886  67.92746114],0
