Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,28.094294,[113  38] ; [34 51],[94.05508475 56.94491525] ; [52.94491525 32.05508475],1
v3,1,0.000122,14.75999,[74 74] ; [21 65],[60.08547009 87.91452991] ; [34.91452991 51.08547009],1
p10,1,0.000285,13.165348,[142  12] ; [64 21],[132.73640167  21.26359833] ; [73.26359833 11.73640167],1
s8,1,0.000292,13.119611,[95 58] ; [32 53],[81.64285714 71.35714286] ; [45.35714286 39.64285714],1
d1,1,0.000652,11.622069,[114  40] ; [45 41],[102.025  51.975] ; [56.975 29.025],1
d5,1,0.001433,10.162615,[134  19] ; [61 25],[124.83263598  28.16736402] ; [70.16736402 15.83263598],0
r4,1,0.00448,8.078267,[149   5] ; [75 11],[143.73333333  10.26666667] ; [80.26666667  5.73333333],0
p9,1,0.008454,6.934587,[145   9] ; [72 14],[139.24166667  14.75833333] ; [77.75833333  8.24166667],0
r1,1,0.008949,6.833046,[135  19] ; [64 22],[127.69166667  26.30833333] ; [71.30833333 14.69166667],0
n5,1,0.014225,6.010021,[130  23] ; [61 24],[122.78571429  30.21428571] ; [68.21428571 16.78571429],0
a5,1,0.016079,5.794226,[128  26] ; [60 26],[120.63333333  33.36666667] ; [67.36666667 18.63333333],0
d3,1,0.065477,3.392919,[130  23] ; [64 21],[124.71428571  28.28571429] ; [69.28571429 15.71428571],0
n4,1,0.066708,3.362219,[134  20] ; [67 19],[128.975  25.025] ; [72.025 13.975],0
s7,1,0.066815,3.359591,[94 51] ; [43 39],[87.51101322 57.48898678] ; [49.48898678 32.51101322],0
b5,1,0.070518,3.270915,[109  45] ; [51 35],[102.66666667  51.33333333] ; [57.33333333 28.66666667],0
s5,1,0.07464,3.177915,[68 80] ; [27 53],[61.66666667 86.33333333] ; [33.33333333 46.66666667],0
p11,1,0.106226,2.609484,[128  26] ; [64 22],[123.2  30.8] ; [68.8 17.2],0
u1,1,0.108886,2.570316,[ 49 105] ; [19 67],[ 43.63333333 110.36666667] ; [24.36666667 61.63333333],0
b4,1,0.116858,2.458929,[100  54] ; [47 39],[94.325 59.675] ; [52.675 33.325],0
p7,1,0.126589,2.333839,[130  21] ; [65 18],[125.83333333  25.16666667] ; [69.16666667 13.83333333],0
n6,1,0.135914,2.223618,[140  12] ; [74 12],[136.67226891  15.32773109] ; [77.32773109  8.67226891],0
s6,1,0.139024,2.188725,[114  36] ; [57 28],[109.14893617  40.85106383] ; [61.85106383 23.14893617],0
b2,1,0.163631,1.940345,[43 62] ; [23 20],[46.82432432 58.17567568] ; [19.17567568 23.82432432],0
b3,1,0.163631,1.940345,[43 62] ; [23 20],[46.82432432 58.17567568] ; [19.17567568 23.82432432],0
r2,1,0.187966,1.733486,[150   4] ; [78  5],[148.15189873   5.84810127] ; [79.84810127  3.15189873],0
p3,1,0.190115,1.716727,[107  46] ; [53 33],[102.42677824  50.57322176] ; [57.57322176 28.42677824],0
r3,1,0.194735,1.681429,[150   4] ; [79  5],[148.17647059   5.82352941] ; [80.82352941  3.17647059],0
p8,1,0.202463,1.62452,[110  43] ; [55 31],[105.62761506  47.37238494] ; [59.37238494 26.62761506],0
d4,1,0.222066,1.490967,[135  18] ; [71 15],[131.87447699  21.12552301] ; [74.12552301 11.87447699],0
n3,1,0.228809,1.448249,[15  7] ; [20  4],[16.73913043  5.26086957] ; [18.26086957  5.73913043],0
a2,1,0.251853,1.312998,[56 98] ; [25 61],[ 51.975 102.025] ; [29.025 56.975],0
s4,1,0.281262,1.160983,[ 26 126] ; [19 64],[ 29.10638298 122.89361702] ; [15.89361702 67.10638298],0
p4,1,0.30662,1.045179,[129  24] ; [68 18],[126.11297071  26.88702929] ; [70.88702929 15.11297071],0
p5,1,0.335073,0.929192,[ 33 121] ; [14 72],[ 30.15833333 123.84166667] ; [16.84166667 69.15833333],0
v4,1,0.385649,0.752618,[150   4] ; [81  4],[148.84518828   5.15481172] ; [82.15481172  2.84518828],0
p12,1,0.399308,0.710409,[ 24 130] ; [10 76],[ 21.81666667 132.18333333] ; [12.18333333 73.81666667],0
n1,1,0.465099,0.533597,[10 12] ; [ 8 15],[ 8.8 13.2] ; [ 9.2 13.8],0
a4,1,0.525455,0.403174,[80 74] ; [41 45],[77.64166667 76.35833333] ; [43.35833333 42.64166667],0
p1,1,0.543395,0.369283,[ 24 129] ; [11 75],[ 22.40585774 130.59414226] ; [12.59414226 73.40585774],0
s2,1,0.567184,0.327417,[94 59] ; [49 36],[91.92857143 61.07142857] ; [51.07142857 33.92857143],0
a6,1,0.577737,0.309908,[123  29] ; [67 19],[121.34453782  30.65546218] ; [68.65546218 17.34453782],0
d2,1,0.593328,0.285178,[82 71] ; [43 43],[80.0209205 72.9790795] ; [44.9790795 41.0209205],0
n2,1,0.607936,0.263191,[15  7] ; [18  6],[15.7826087  6.2173913] ; [17.2173913  6.7826087],0
u3,1,0.643501,0.214193,[23 13] ; [14  6],[23.78571429 12.21428571] ; [13.21428571  6.78571429],0
u2,1,0.674898,0.175926,[22 14] ; [14  7],[22.73684211 13.26315789] ; [13.26315789  7.73684211],0
a3,1,0.71851,0.129924,[118  34] ; [65 21],[116.87394958  35.12605042] ; [66.12605042 19.87394958],0
a1,1,0.834803,0.043491,[ 10 144] ; [ 5 81],[  9.625 144.375] ; [ 5.375 80.625],0
a8,1,0.886165,0.020494,[ 19 114] ; [12 68],[ 19.35680751 113.64319249] ; [11.64319249 68.35680751],0
p2,1,0.911999,0.012214,[139  15] ; [78  8],[139.24166667  14.75833333] ; [77.75833333  8.24166667],0
b1,1,0.930408,0.007627,[60 94] ; [34 52],[60.31666667 93.68333333] ; [33.68333333 52.31666667],0
s1,1,0.939416,0.005777,[  7 147] ; [ 4 80],[  7.11764706 146.88235294] ; [ 3.88235294 80.11764706],0
s3,1,0.967603,0.00165,[89 63] ; [50 35],[89.14767932 62.85232068] ; [49.85232068 35.14767932],0
