Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.030699,4.669737,[1 3] ; [29  9],[2.85714286 1.14285714] ; [27.14285714 10.85714286],0
n6,1,0.050148,3.83652,[1 3] ; [27 10],[2.73170732 1.26829268] ; [25.26829268 11.73170732],0
p11,1,0.06002,3.536842,[2 2] ; [33  5],[3.33333333 0.66666667] ; [31.66666667  6.33333333],0
p4,1,0.139169,2.187121,[1 3] ; [24 14],[2.38095238 1.61904762] ; [22.61904762 15.38095238],0
n4,1,0.139169,2.187121,[1 3] ; [24 14],[2.38095238 1.61904762] ; [22.61904762 15.38095238],0
d5,1,0.208652,1.580754,[1 3] ; [22 16],[2.19047619 1.80952381] ; [20.80952381 17.19047619],0
b5,1,0.249014,1.328828,[1 3] ; [21 17],[2.0952381 1.9047619] ; [19.9047619 18.0952381],0
p6,1,0.254854,1.296496,[2 2] ; [ 9 29],[1.04761905 2.95238095] ; [ 9.95238095 28.04761905],0
s3,1,0.254854,1.296496,[2 2] ; [ 9 29],[1.04761905 2.95238095] ; [ 9.95238095 28.04761905],0
b4,1,0.34096,0.906818,[3 1] ; [19 19],[2.0952381 1.9047619] ; [19.9047619 18.0952381],0
a3,1,0.392578,0.730941,[3 1] ; [20 18],[2.19047619 1.80952381] ; [20.80952381 17.19047619],0
a6,1,0.392578,0.730941,[1 3] ; [18 20],[1.80952381 2.19047619] ; [17.19047619 20.80952381],0
a8,1,0.410029,0.678716,[1 3] ; [ 4 33],[0.48780488 3.51219512] ; [ 4.51219512 32.48780488],0
b1,1,0.448019,0.575658,[3 1] ; [21 17],[2.28571429 1.71428571] ; [21.71428571 16.28571429],0
s2,1,0.457244,0.552632,[2 2] ; [12 26],[1.33333333 2.66666667] ; [12.66666667 25.33333333],0
n1,1,0.468717,0.525,[1 1] ; [3 9],[0.57142857 1.42857143] ; [3.42857143 8.57142857],0
v1,1,0.507362,0.439505,[1 3] ; [16 22],[1.61904762 2.38095238] ; [15.38095238 22.61904762],0
p7,1,0.507362,0.439505,[3 1] ; [22 16],[2.38095238 1.61904762] ; [22.61904762 15.38095238],0
r3,1,0.536939,0.381242,[3 1] ; [32  5],[3.41463415 0.58536585] ; [31.58536585  5.41463415],0
p3,1,0.638239,0.221053,[1 3] ; [14 24],[1.42857143 2.57142857] ; [13.57142857 24.42857143],0
r4,1,0.683296,0.16644,[2 2] ; [15 23],[1.61904762 2.38095238] ; [15.38095238 22.61904762],0
v4,1,0.710119,0.138158,[3 1] ; [25 13],[2.66666667 1.33333333] ; [25.33333333 12.66666667],0
s4,1,0.749934,0.101587,[1 3] ; [ 7 31],[0.76190476 3.23809524] ; [ 7.23809524 30.76190476],0
s8,1,0.761518,0.092105,[2 2] ; [16 22],[1.71428571 2.28571429] ; [16.28571429 21.71428571],0
d2,1,0.786601,0.073293,[1 3] ; [12 26],[1.23809524 2.76190476] ; [11.76190476 26.23809524],0
v3,1,0.786601,0.073293,[1 3] ; [12 26],[1.23809524 2.76190476] ; [11.76190476 26.23809524],0
v2,1,0.795883,0.066915,[2 2] ; [16 21],[1.75609756 2.24390244] ; [16.24390244 20.75609756],0
s6,1,0.84057,0.040467,[2 2] ; [21 17],[2.19047619 1.80952381] ; [20.80952381 17.19047619],0
a7,1,0.84057,0.040467,[2 2] ; [21 17],[2.19047619 1.80952381] ; [20.80952381 17.19047619],0
a4,1,0.867978,0.027632,[1 3] ; [11 27],[1.14285714 2.85714286] ; [10.85714286 27.14285714],0
d1,1,0.867978,0.027632,[1 3] ; [11 27],[1.14285714 2.85714286] ; [10.85714286 27.14285714],0
d3,1,0.920155,0.010048,[2 2] ; [20 18],[2.0952381 1.9047619] ; [19.9047619 18.0952381],0
p2,1,0.953135,0.003454,[3 1] ; [29  9],[3.04761905 0.95238095] ; [28.95238095  9.04761905],0
d4,1,0.953135,0.003454,[3 1] ; [29  9],[3.04761905 0.95238095] ; [28.95238095  9.04761905],0
p8,1,1.0,0.0,[2 2] ; [19 19],[2. 2.] ; [19. 19.],0
