Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.001703,9.844525,[92 15] ; [16 11],[86.23880597 20.76119403] ; [21.76119403  5.23880597],0
r3,1,0.371141,0.799839,[105   4] ; [24  2],[104.15555556   4.84444444] ; [24.84444444  1.15555556],0
d5,1,0.399756,0.709059,[87 21] ; [19  7],[85.43283582 22.56716418] ; [20.56716418  5.43283582],0
p12,1,0.411314,0.675,[ 9 99] ; [ 1 26],[  8. 100.] ; [ 2. 25.],0
n5,1,0.41821,0.65534,[84 24] ; [19  8],[82.4 25.6] ; [20.6  6.4],0
n2,1,0.418741,0.653846,[20  5] ; [6 3],[19.11764706  5.88235294] ; [6.88235294 2.11764706],0
n1,1,0.420287,0.649513,[10 15] ; [5 4],[11.02941176 13.97058824] ; [3.97058824 5.02941176],0
n6,1,0.44641,0.579752,[95 14] ; [22  5],[93.77205882 15.22794118] ; [23.22794118  3.77205882],0
u3,1,0.452612,0.564103,[20 12] ; [6 6],[18.90909091 13.09090909] ; [7.09090909 4.90909091],0
v3,1,0.46351,0.537405,[23 86] ; [ 4 23],[21.63970588 87.36029412] ; [ 5.36029412 21.63970588],0
a8,1,0.47533,0.509559,[14 88] ; [ 2 22],[12.95238095 89.04761905] ; [ 3.04761905 20.95238095],0
r1,1,0.514282,0.425344,[87 22] ; [20  7],[85.75735294 23.24264706] ; [21.24264706  5.75735294],0
d1,1,0.514744,0.424411,[68 41] ; [15 12],[66.52205882 42.47794118] ; [16.47794118 10.52205882],0
s2,1,0.576751,0.311517,[63 46] ; [14 13],[61.71323529 47.28676471] ; [15.28676471 11.71323529],0
p5,1,0.592939,0.285778,[21 88] ; [ 4 23],[20.03676471 88.96323529] ; [ 4.96323529 22.03676471],0
s3,1,0.598161,0.277778,[66 42] ; [15 12],[64.8 43.2] ; [16.2 10.8],0
p3,1,0.635897,0.224148,[66 43] ; [15 12],[64.91911765 44.08088235] ; [16.08088235 10.91911765],0
a2,1,0.69101,0.157994,[24 85] ; [ 5 22],[23.24264706 85.75735294] ; [ 5.75735294 21.24264706],0
a6,1,0.699938,0.148536,[65 44] ; [15 12],[64.11764706 44.88235294] ; [15.88235294 11.11764706],0
s4,1,0.701127,0.147302,[27 77] ; [ 8 19],[27.78625954 76.21374046] ; [ 7.21374046 19.78625954],0
a1,1,0.70458,0.143752,[  6 103] ; [ 1 26],[  5.61029412 103.38970588] ; [ 1.38970588 25.61029412],0
b1,1,0.765455,0.088998,[49 60] ; [13 14],[49.69117647 59.30882353] ; [12.30882353 14.69117647],0
b2,1,0.78036,0.077757,[34 40] ; [7 7],[34.47727273 39.52272727] ; [6.52272727 7.47727273],0
b3,1,0.78036,0.077757,[34 40] ; [7 7],[34.47727273 39.52272727] ; [6.52272727 7.47727273],0
v4,1,0.793361,0.068617,[106   3] ; [26  1],[105.79411765   3.20588235] ; [26.20588235  0.79411765],0
a4,1,0.796248,0.06667,[55 53] ; [13 14],[54.4 53.6] ; [13.6 13.4],0
u2,1,0.821098,0.051136,[18 15] ; [7 5],[18.33333333 14.66666667] ; [6.66666667 5.33333333],0
d3,1,0.822589,0.050273,[76 33] ; [18  7],[76.46268657 32.53731343] ; [17.53731343  7.46268657],0
n3,1,0.824624,0.049107,[15  9] ; [6 3],[15.27272727  8.72727273] ; [5.72727273 3.27272727],0
p1,1,0.985757,0.000319,[16 93] ; [ 4 23],[16.02941176 92.97058824] ; [ 3.97058824 23.02941176],0
s7,1,0.989294,0.00018,[61 45] ; [15 11],[61.03030303 44.96969697] ; [14.96969697 11.03030303],0
