Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.042522,4.114286,[2 1] ; [ 2 13],[0.66666667 2.33333333] ; [ 3.33333333 11.66666667],0
p11,1,0.099481,2.713846,[1 2] ; [12  3],[2.16666667 0.83333333] ; [10.83333333  4.16666667],0
p9,1,0.11863,2.435317,[1 2] ; [11  3],[2.11764706 0.88235294] ; [9.88235294 4.11764706],0
v3,1,0.179712,1.8,[2 1] ; [ 4 11],[1. 2.] ; [ 5. 10.],0
p10,1,0.322888,0.977211,[1 2] ; [9 5],[1.76470588 1.23529412] ; [8.23529412 5.76470588],0
s6,1,0.322888,0.977211,[1 2] ; [9 5],[1.76470588 1.23529412] ; [8.23529412 5.76470588],0
p5,1,0.396144,0.72,[1 2] ; [ 2 13],[0.5 2.5] ; [ 2.5 12.5],0
d5,1,0.396144,0.72,[1 2] ; [9 6],[1.66666667 1.33333333] ; [8.33333333 6.66666667],0
v1,1,0.396144,0.72,[2 1] ; [6 9],[1.33333333 1.66666667] ; [6.66666667 8.33333333],0
n4,1,0.527089,0.4,[1 2] ; [8 7],[1.5 1.5] ; [7.5 7.5],0
b5,1,0.527089,0.4,[2 1] ; [7 8],[1.5 1.5] ; [7.5 7.5],0
d2,1,0.527089,0.4,[1 2] ; [8 7],[1.5 1.5] ; [7.5 7.5],0
n5,1,0.527089,0.4,[1 2] ; [8 7],[1.5 1.5] ; [7.5 7.5],0
n6,1,0.64315,0.214646,[1 1] ; [10  5],[1.29411765 0.70588235] ; [9.70588235 5.29411765],0
b2,1,0.657619,0.196429,[1 1] ; [3 6],[0.72727273 1.27272727] ; [3.27272727 5.72727273],0
b3,1,0.657619,0.196429,[1 1] ; [3 6],[0.72727273 1.27272727] ; [3.27272727 5.72727273],0
p3,1,0.671373,0.18,[2 1] ; [8 7],[1.66666667 1.33333333] ; [8.33333333 6.66666667],0
a6,1,0.671373,0.18,[2 1] ; [8 7],[1.66666667 1.33333333] ; [8.33333333 6.66666667],0
b4,1,0.671373,0.18,[2 1] ; [8 7],[1.66666667 1.33333333] ; [8.33333333 6.66666667],0
r2,1,0.671373,0.18,[2 1] ; [8 7],[1.66666667 1.33333333] ; [8.33333333 6.66666667],0
d4,1,0.813945,0.055385,[2 1] ; [11  4],[2.16666667 0.83333333] ; [10.83333333  4.16666667],0
d1,1,0.813945,0.055385,[1 2] ; [ 4 11],[0.83333333 2.16666667] ; [ 4.16666667 10.83333333],0
a7,1,0.828812,0.046753,[2 1] ; [9 6],[1.83333333 1.16666667] ; [9.16666667 5.83333333],0
p4,1,0.828812,0.046753,[2 1] ; [9 6],[1.83333333 1.16666667] ; [9.16666667 5.83333333],0
s2,1,0.93758,0.006133,[1 2] ; [5 9],[1.05882353 1.94117647] ; [4.94117647 9.05882353],0
p7,1,1.0,0.0,[2 1] ; [10  5],[2. 1.] ; [10.  5.],0
a5,1,1.0,0.0,[2 1] ; [10  5],[2. 1.] ; [10.  5.],0
