Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6.8e-05,15.854404,[19  7] ; [18 47],[10.57142857 15.42857143] ; [26.42857143 38.57142857],1
p7,1,0.002854,8.898325,[17  9] ; [20 44],[10.68888889 15.31111111] ; [26.31111111 37.68888889],0
p1,1,0.007254,7.209056,[ 5 20] ; [ 2 63],[ 1.94444444 23.05555556] ; [ 5.05555556 59.94444444],0
p6,1,0.007746,7.091366,[ 9 17] ; [ 7 57],[ 4.62222222 21.37777778] ; [11.37777778 52.62222222],0
s6,1,0.013871,6.054449,[19  7] ; [28 35],[13.73033708 12.26966292] ; [33.26966292 29.73033708],0
p8,1,0.014856,5.933469,[12 14] ; [13 50],[ 7.30337079 18.69662921] ; [17.69662921 45.30337079],0
r4,1,0.032822,4.555061,[22  4] ; [40 25],[17.71428571  8.28571429] ; [44.28571429 20.71428571],0
a5,1,0.054506,3.69715,[17  9] ; [28 37],[12.85714286 13.14285714] ; [32.14285714 32.85714286],0
p10,1,0.072684,3.221348,[ 8 17] ; [33 29],[11.7816092 13.2183908] ; [29.2183908 32.7816092],0
v1,1,0.103165,2.655924,[12 13] ; [19 45],[ 8.70786517 16.29213483] ; [22.29213483 41.70786517],0
b4,1,0.108948,2.569412,[18  8] ; [33 32],[14.57142857 11.42857143] ; [36.42857143 28.57142857],0
a6,1,0.125424,2.348244,[11 15] ; [39 26],[14.28571429 11.71428571] ; [35.71428571 29.28571429],0
s8,1,0.152415,2.047913,[ 9 17] ; [13 51],[ 6.35555556 19.64444444] ; [15.64444444 48.35555556],0
n3,1,0.170273,1.880539,[6 1] ; [21 15],[4.39534884 2.60465116] ; [22.60465116 13.39534884],0
s2,1,0.180334,1.794872,[14 12] ; [25 40],[11.14285714 14.85714286] ; [27.85714286 37.14285714],0
n5,1,0.19742,1.661359,[ 4 21] ; [19 46],[ 6.38888889 18.61111111] ; [16.61111111 48.38888889],0
s7,1,0.203773,1.615121,[ 9 14] ; [15 45],[ 6.65060241 16.34939759] ; [17.34939759 42.65060241],0
p2,1,0.205551,1.602488,[17  9] ; [33 32],[14.28571429 11.71428571] ; [35.71428571 29.28571429],0
r2,1,0.255623,1.292308,[24  2] ; [54 11],[22.28571429  3.71428571] ; [55.71428571  9.28571429],0
r3,1,0.256166,1.28936,[23  3] ; [50 14],[21.08888889  4.91111111] ; [51.91111111 12.08888889],0
r1,1,0.27291,1.202064,[14 12] ; [43 22],[16.28571429  9.71428571] ; [40.71428571 24.28571429],0
u3,1,0.27377,1.197761,[8 3] ; [15 13],[6.48717949 4.51282051] ; [16.51282051 11.48717949],0
n6,1,0.295464,1.094558,[15 10] ; [31 34],[12.77777778 12.22222222] ; [33.22222222 31.77777778],0
a1,1,0.331923,0.941379,[ 2 24] ; [ 2 63],[ 1.14285714 24.85714286] ; [ 2.85714286 62.14285714],0
s5,1,0.345341,0.890503,[ 8 18] ; [13 48],[ 6.27586207 19.72413793] ; [14.72413793 46.27586207],0
n2,1,0.363256,0.826606,[5 2] ; [19 17],[3.90697674 3.09302326] ; [20.09302326 15.90697674],0
s1,1,0.374726,0.787932,[ 1 25] ; [ 6 58],[ 2.02222222 23.97777778] ; [ 4.97777778 59.02222222],0
b1,1,0.388719,0.742947,[15 11] ; [31 34],[13.14285714 12.85714286] ; [32.85714286 32.14285714],0
u2,1,0.407818,0.685154,[4 6] ; [16 13],[5.12820513 4.87179487] ; [14.87179487 14.12820513],0
s4,1,0.419563,0.651538,[ 9 17] ; [17 48],[ 7.42857143 18.57142857] ; [18.57142857 46.42857143],0
a4,1,0.480703,0.497268,[10 16] ; [20 45],[ 8.57142857 17.42857143] ; [21.42857143 43.57142857],0
d2,1,0.499756,0.455455,[12 14] ; [25 40],[10.57142857 15.42857143] ; [26.42857143 38.57142857],0
v3,1,0.525419,0.403244,[ 4 19] ; [15 48],[ 5.08139535 17.91860465] ; [13.91860465 49.08139535],0
v2,1,0.631386,0.230186,[10 14] ; [22 39],[ 9.03529412 14.96470588] ; [22.96470588 38.03529412],0
a7,1,0.647166,0.209492,[17  9] ; [45 19],[17.91111111  8.08888889] ; [44.08888889 19.91111111],0
a2,1,0.655075,0.199561,[ 5 21] ; [10 55],[ 4.28571429 21.71428571] ; [10.71428571 54.28571429],0
v4,1,0.715202,0.133136,[22  4] ; [56  8],[22.53333333  3.46666667] ; [55.46666667  8.53333333],0
n1,1,0.715986,0.132371,[2 5] ; [ 8 28],[1.62790698 5.37209302] ; [ 8.37209302 27.62790698],0
s3,1,0.739891,0.110223,[13 13] ; [30 35],[12.28571429 13.71428571] ; [30.71428571 34.28571429],0
a3,1,0.794852,0.067608,[15 11] ; [35 29],[14.44444444 11.55555556] ; [35.55555556 28.44444444],0
b2,1,0.797817,0.065625,[ 3 11] ; [ 7 21],[ 3.33333333 10.66666667] ; [ 6.66666667 21.33333333],0
b3,1,0.797817,0.065625,[ 3 11] ; [ 7 21],[ 3.33333333 10.66666667] ; [ 6.66666667 21.33333333],0
p9,1,0.800338,0.063963,[13 12] ; [33 27],[13.52941176 11.47058824] ; [32.47058824 27.52941176],0
d3,1,0.806089,0.060258,[16 10] ; [37 26],[15.48314607 10.51685393] ; [37.51685393 25.48314607],0
u1,1,0.81488,0.054819,[ 2 24] ; [ 6 59],[ 2.28571429 23.71428571] ; [ 5.71428571 59.28571429],0
b5,1,0.832457,0.044754,[17  9] ; [44 21],[17.42857143  8.57142857] ; [43.57142857 21.42857143],0
d1,1,0.893994,0.017756,[12 14] ; [29 36],[11.71428571 14.28571429] ; [29.28571429 35.71428571],0
d4,1,0.970758,0.001344,[20  6] ; [49 15],[19.93333333  6.06666667] ; [49.06666667 14.93333333],0
d5,1,0.972031,0.001229,[19  7] ; [47 17],[19.06666667  6.93333333] ; [46.93333333 17.06666667],0
