Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1.8e-05,18.393087,[108  27] ; [17 21],[97.5433526 37.4566474] ; [27.4566474 10.5433526],1
a7,1,0.298395,1.081352,[87 51] ; [21 18],[84.20338983 53.79661017] ; [23.79661017 15.20338983],0
a4,1,0.327375,0.959252,[ 31 106] ; [ 6 33],[ 28.80113636 108.19886364] ; [ 8.19886364 30.80113636],0
a5,1,0.343783,0.896274,[72 66] ; [17 22],[69.38983051 68.61016949] ; [19.61016949 19.38983051],0
p1,1,0.35459,0.856964,[ 18 119] ; [ 3 36],[ 16.34659091 120.65340909] ; [ 4.65340909 34.34659091],0
n1,1,0.418408,0.654782,[10 18] ; [ 3 10],[ 8.87804878 19.12195122] ; [4.12195122 8.87804878],0
s1,1,0.426254,0.633008,[  6 128] ; [ 3 36],[  6.97109827 127.02890173] ; [ 2.02890173 36.97109827],0
d2,1,0.442944,0.588644,[ 31 108] ; [11 28],[ 32.79775281 106.20224719] ; [ 9.20224719 29.79775281],0
a8,1,0.44486,0.583714,[ 16 115] ; [ 6 29],[ 17.36144578 113.63855422] ; [ 4.63855422 30.36144578],0
u3,1,0.462584,0.539634,[35 29] ; [12 14],[33.42222222 30.57777778] ; [13.57777778 12.42222222],0
v1,1,0.502273,0.450131,[62 74] ; [15 23],[60.18390805 75.81609195] ; [16.81609195 21.18390805],0
u2,1,0.570038,0.322619,[35 29] ; [12 13],[33.79775281 30.20224719] ; [13.20224719 11.79775281],0
n4,1,0.610752,0.259082,[91 47] ; [24 15],[89.66101695 48.33898305] ; [25.33898305 13.66101695],0
u1,1,0.618793,0.247568,[  6 133] ; [ 1 38],[  5.46629213 133.53370787] ; [ 1.53370787 37.46629213],0
s2,1,0.662318,0.19072,[57 78] ; [18 21],[58.18965517 76.81034483] ; [16.81034483 22.18965517],0
a1,1,0.663772,0.188974,[  5 134] ; [ 2 37],[  5.46629213 133.53370787] ; [ 1.53370787 37.46629213],0
r2,1,0.733998,0.115472,[123  15] ; [34  5],[122.40677966  15.59322034] ; [34.59322034  4.40677966],0
s7,1,0.773787,0.082613,[53 78] ; [14 23],[52.24404762 78.75595238] ; [14.75595238 22.24404762],0
s5,1,0.777283,0.080011,[34 97] ; [ 9 29],[33.33136095 97.66863905] ; [ 9.66863905 28.33136095],0
p7,1,0.803406,0.061972,[78 55] ; [22 17],[77.3255814 55.6744186] ; [22.6744186 16.3255814],0
p6,1,0.830009,0.046092,[44 91] ; [12 27],[43.44827586 91.55172414] ; [12.55172414 26.44827586],0
p4,1,0.833065,0.044425,[63 72] ; [17 21],[62.42774566 72.57225434] ; [17.57225434 20.42774566],0
p5,1,0.85804,0.031994,[ 16 120] ; [ 5 34],[ 16.32 119.68] ; [ 4.68 34.32],0
d3,1,0.925788,0.008676,[59 79] ; [17 22],[59.25423729 78.74576271] ; [16.74576271 22.25423729],0
v3,1,0.941699,0.005349,[46 91] ; [13 25],[46.18857143 90.81142857] ; [12.81142857 25.18857143],0
p2,1,0.954133,0.003308,[99 38] ; [28 11],[98.85795455 38.14204545] ; [28.14204545 10.85795455],0
d4,1,0.976711,0.000852,[73 65] ; [20 18],[72.92045455 65.07954545] ; [20.07954545 17.92045455],0
n2,1,1.0,0.0,[22  6] ; [11  3],[22.  6.] ; [11.  3.],0
