Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,25.410924,[38 44] ; [ 8 70],[23.575 58.425] ; [22.425 55.575],1
v1,1,2.3e-05,17.923023,[48 36] ; [19 59],[34.74074074 49.25925926] ; [32.25925926 45.74074074],1
r1,1,8.6e-05,15.414868,[72 13] ; [45 34],[60.6402439 24.3597561] ; [56.3597561 22.6402439],1
a5,1,0.001617,9.940695,[58 28] ; [34 45],[47.95151515 38.04848485] ; [44.04848485 34.95151515],0
r3,1,0.006131,7.511377,[83  2] ; [68 11],[78.26219512  6.73780488] ; [72.73780488  6.26219512],0
a3,1,0.011976,6.314395,[60 26] ; [40 39],[52.12121212 33.87878788] ; [47.87878788 31.12121212],0
a2,1,0.019781,5.431123,[19 67] ; [ 7 72],[13.55151515 72.44848485] ; [12.44848485 66.55151515],0
s6,1,0.021569,5.280202,[57 28] ; [39 40],[49.75609756 35.24390244] ; [46.24390244 32.75609756],0
d1,1,0.02444,5.063113,[51 35] ; [33 46],[43.78181818 42.21818182] ; [40.21818182 38.78181818],0
r4,1,0.027501,4.859059,[74 12] ; [57 22],[68.27878788 17.72121212] ; [62.72121212 16.27878788],0
p11,1,0.028145,4.819155,[62 24] ; [44 35],[55.24848485 30.75151515] ; [50.75151515 28.24848485],0
u1,1,0.028898,4.773691,[15 71] ; [ 5 74],[10.42424242 75.57575758] ; [ 9.57575758 69.42424242],0
a4,1,0.057421,3.610358,[30 56] ; [17 62],[24.4969697 61.5030303] ; [22.5030303 56.4969697],0
b1,1,0.061024,3.509346,[23 63] ; [32 47],[28.66666667 57.33333333] ; [26.33333333 52.66666667],0
d4,1,0.065162,3.400881,[74 12] ; [59 20],[69.32121212 16.67878788] ; [63.67878788 15.32121212],0
n1,1,0.065608,3.38961,[ 4 25] ; [10 19],[ 7. 22.] ; [ 7. 22.],0
p12,1,0.066685,3.362787,[ 6 79] ; [ 1 78],[ 3.62804878 81.37195122] ; [ 3.37195122 75.62804878],0
d3,1,0.071877,3.239635,[69 17] ; [53 25],[63.97560976 22.02439024] ; [58.02439024 19.97560976],0
d5,1,0.077879,3.108625,[70 16] ; [55 24],[65.15151515 20.84848485] ; [59.84848485 19.15151515],0
r2,1,0.096016,2.770497,[79  6] ; [67 12],[75.67073171  9.32926829] ; [70.32926829  8.67073171],0
