Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,5.7e-05,16.203805,[3 4] ; [ 27 445],[0.43841336 6.56158664] ; [ 29.56158664 442.43841336],1
v4,1,0.007945,7.045776,[5 2] ; [448  25],[6.60625 0.39375] ; [446.39375  26.60625],0
s6,1,0.083743,2.990717,[2 4] ; [313 155],[3.98734177 2.01265823] ; [311.01265823 156.98734177],0
a1,1,0.157298,2.000007,[1 6] ; [ 18 456],[0.27650728 6.72349272] ; [ 18.72349272 455.27650728],0
v1,1,0.196401,1.668938,[2 5] ; [246 217],[3.69361702 3.30638298] ; [244.30638298 218.69361702],0
r3,1,0.196556,1.667779,[6 1] ; [453  20],[6.69375 0.30625] ; [452.30625  20.69375],0
b5,1,0.220903,1.498494,[6 1] ; [300 174],[4.45322245 2.54677755] ; [301.54677755 172.45322245],0
a2,1,0.234395,1.413991,[4 3] ; [168 306],[2.5031185 4.4968815] ; [169.4968815 304.5031185],0
v2,1,0.29487,1.097253,[3 4] ; [285 173],[4.33548387 2.66451613] ; [283.66451613 174.33548387],0
b4,1,0.354775,0.856304,[3 4] ; [285 189],[4.19126819 2.80873181] ; [283.80873181 190.19126819],0
s7,1,0.386866,0.748768,[4 2] ; [220 230],[2.94736842 3.05263158] ; [221.05263158 228.94736842],0
s5,1,0.392426,0.73141,[1 5] ; [152 306],[1.97844828 4.02155172] ; [151.02155172 306.97844828],0
r1,1,0.398104,0.714046,[5 2] ; [393  78],[5.82845188 1.17154812] ; [392.17154812  78.82845188],0
p9,1,0.398105,0.714044,[5 2] ; [388  77],[5.82838983 1.17161017] ; [387.17161017  77.82838983],0
b2,1,0.416007,0.661569,[1 4] ; [111 183],[1.8729097 3.1270903] ; [110.1270903 183.8729097],0
b3,1,0.416007,0.661569,[1 4] ; [111 183],[1.8729097 3.1270903] ; [110.1270903 183.8729097],0
n5,1,0.439314,0.598073,[6 1] ; [342 129],[5.09623431 1.90376569] ; [342.90376569 128.09623431],0
u1,1,0.470354,0.521145,[1 6] ; [125 349],[1.83367983 5.16632017] ; [124.16632017 349.83367983],0
s3,1,0.482671,0.492823,[3 4] ; [261 204],[3.91525424 3.08474576] ; [260.08474576 204.91525424],0
a4,1,0.482886,0.492337,[5 2] ; [275 197],[4.09185804 2.90814196] ; [275.90814196 196.09185804],0
n3,1,0.510615,0.432806,[1 1] ; [82 33],[1.41880342 0.58119658] ; [81.58119658 33.41880342],0
v3,1,0.523619,0.406758,[2 5] ; [183 269],[2.82135076 4.17864924] ; [182.17864924 269.82135076],0
p10,1,0.554673,0.349011,[5 2] ; [377  92],[5.61764706 1.38235294] ; [376.38235294  92.61764706],0
a7,1,0.593888,0.284313,[6 1] ; [366 108],[5.41372141 1.58627859] ; [366.58627859 107.41372141],0
n2,1,0.627548,0.2354,[1 1] ; [77 39],[1.3220339 0.6779661] ; [76.6779661 39.3220339],0
b1,1,0.657258,0.196872,[2 5] ; [174 300],[2.56133056 4.43866944] ; [173.43866944 300.56133056],0
r4,1,0.70176,0.146648,[6 1] ; [427  47],[6.3014553 0.6985447] ; [426.6985447  47.3014553],0
p8,1,0.724443,0.124275,[4 3] ; [234 230],[3.53715499 3.46284501] ; [234.46284501 229.53715499],0
p11,1,0.749517,0.101938,[5 2] ; [363 111],[5.35550936 1.64449064] ; [362.64449064 111.35550936],0
p6,1,0.749704,0.10178,[3 4] ; [172 293],[2.59533898 4.40466102] ; [172.40466102 292.59533898],0
a8,1,0.761615,0.092028,[1 5] ; [ 53 370],[0.75524476 5.24475524] ; [ 53.24475524 369.75524476],0
p2,1,0.768532,0.08661,[6 1] ; [384  88],[5.6993737 1.3006263] ; [384.3006263  87.6993737],0
s8,1,0.821963,0.050634,[3 4] ; [222 249],[3.29497908 3.70502092] ; [221.70502092 249.29497908],0
p7,1,0.830271,0.045948,[4 3] ; [283 180],[4.27446809 2.72553191] ; [282.72553191 180.27446809],0
s2,1,0.831163,0.045458,[4 3] ; [249 220],[3.72058824 3.27941176] ; [249.27941176 219.72058824],0
s4,1,0.833672,0.044097,[1 6] ; [ 81 387],[1.20842105 5.79157895] ; [ 80.79157895 387.20842105],0
p4,1,0.860088,0.031068,[4 3] ; [284 186],[4.22641509 2.77358491] ; [283.77358491 186.22641509],0
n6,1,0.918013,0.010596,[6 1] ; [397  74],[5.90167364 1.09832636] ; [397.09832636  73.90167364],0
p3,1,0.942421,0.005217,[3 3] ; [229 243],[2.91213389 3.08786611] ; [229.08786611 242.91213389],0
