Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,33.750728,[45 14] ; [16 50],[28.792 30.208] ; [32.208 33.792],1
s6,1,0.001029,10.774524,[46 14] ; [34 36],[36.92307692 23.07692308] ; [43.07692308 26.92307692],0
s2,1,0.001049,10.738348,[38 22] ; [25 47],[28.63636364 31.36363636] ; [34.36363636 37.63636364],0
r4,1,0.008043,7.023767,[56  4] ; [55 17],[50.45454545  9.54545455] ; [60.54545455 11.45454545],0
s3,1,0.012727,6.206609,[38 22] ; [29 41],[30.92307692 29.07692308] ; [36.07692308 33.92307692],0
r3,1,0.018062,5.590131,[59  1] ; [62  9],[55.41984733  4.58015267] ; [65.58015267  5.41984733],0
s5,1,0.026463,4.925488,[18 38] ; [11 60],[12.78740157 43.21259843] ; [16.21259843 54.78740157],0
d1,1,0.030375,4.687926,[38 22] ; [32 40],[31.81818182 28.18181818] ; [38.18181818 33.81818182],0
b1,1,0.038248,4.293976,[28 32] ; [21 51],[22.27272727 37.72727273] ; [26.72727273 45.27272727],0
p9,1,0.039351,4.245645,[51  8] ; [50 20],[46.19379845 12.80620155] ; [54.80620155 15.19379845],0
d5,1,0.043546,4.074074,[50 10] ; [49 23],[45. 15.] ; [54. 18.],0
v2,1,0.046191,3.974598,[49 11] ; [47 24],[43.96946565 16.03053435] ; [52.03053435 18.96946565],0
p3,1,0.048811,3.881856,[23 37] ; [16 55],[17.86259542 42.13740458] ; [21.13740458 49.86259542],0
p6,1,0.055559,3.665241,[15 43] ; [ 9 62],[10.79069767 47.20930233] ; [13.20930233 57.79069767],0
r1,1,0.063732,3.4375,[50 10] ; [50 22],[45.45454545 14.54545455] ; [54.54545455 17.45454545],0
a5,1,0.070117,3.280287,[47 13] ; [46 26],[42.27272727 17.72727273] ; [50.72727273 21.27272727],0
p11,1,0.074975,3.170588,[49 11] ; [49 23],[44.54545455 15.45454545] ; [53.45454545 18.54545455],0
n6,1,0.076453,3.138735,[53  7] ; [55 17],[49.09090909 10.90909091] ; [58.90909091 13.09090909],0
d2,1,0.079391,3.077318,[32 28] ; [27 44],[27.02290076 32.97709924] ; [31.97709924 39.02290076],0
a8,1,0.079633,3.072366,[11 44] ; [ 6 61],[ 7.66393443 47.33606557] ; [ 9.33606557 57.66393443],0
n4,1,0.091617,2.845736,[50 10] ; [51 21],[45.90909091 14.09090909] ; [55.09090909 16.90909091],0
a7,1,0.112573,2.517722,[38 22] ; [54 17],[42.13740458 17.86259542] ; [49.86259542 21.13740458],0
p7,1,0.128634,2.308918,[32 24] ; [30 39],[27.776 28.224] ; [34.224 34.776],0
a4,1,0.141489,2.16169,[31 29] ; [28 44],[26.81818182 33.18181818] ; [32.18181818 39.81818182],0
u3,1,0.153887,2.033295,[11  5] ; [10 12],[8.84210526 7.15789474] ; [12.15789474  9.84210526],0
d4,1,0.174941,1.840089,[52  8] ; [55 16],[49.00763359 10.99236641] ; [57.99236641 13.00763359],0
n2,1,0.19757,1.660248,[10  2] ; [13  8],[8.36363636 3.63636364] ; [14.63636364  6.36363636],0
b2,1,0.209946,1.571801,[17 23] ; [10 25],[14.4 25.6] ; [12.6 22.4],0
b3,1,0.209946,1.571801,[17 23] ; [10 25],[14.4 25.6] ; [12.6 22.4],0
a6,1,0.217762,1.51906,[34 25] ; [49 23],[37.38167939 21.61832061] ; [45.61832061 26.38167939],0
r2,1,0.228152,1.452344,[57  3] ; [71  1],[58.18181818  1.81818182] ; [69.81818182  2.18181818],0
u1,1,0.235613,1.40665,[10 50] ; [ 7 65],[ 7.72727273 52.27272727] ; [ 9.27272727 62.72727273],0
p12,1,0.275674,1.188293,[ 4 55] ; [ 2 70],[ 2.70229008 56.29770992] ; [ 3.29770992 68.70229008],0
p8,1,0.282952,1.152856,[22 35] ; [21 50],[19.1484375 37.8515625] ; [23.8515625 47.1484375],0
n5,1,0.29607,1.091811,[45 15] ; [48 24],[42.27272727 17.72727273] ; [50.72727273 21.27272727],0
n1,1,0.319135,0.99249,[4 7] ; [ 4 16],[2.83870968 8.16129032] ; [ 5.16129032 14.83870968],0
p10,1,0.324177,0.972021,[47 12] ; [52 20],[44.58778626 14.41221374] ; [54.41221374 17.58778626],0
p2,1,0.400692,0.706249,[43 17] ; [46 25],[40.76335878 19.23664122] ; [48.23664122 22.76335878],0
s1,1,0.467186,0.528624,[ 3 55] ; [ 6 65],[ 4.04651163 53.95348837] ; [ 4.95348837 66.04651163],0
a3,1,0.516251,0.421376,[44 15] ; [50 22],[42.33587786 16.66412214] ; [51.66412214 20.33587786],0
b4,1,0.667598,0.184425,[37 23] ; [47 25],[38.18181818 21.81818182] ; [45.81818182 26.18181818],0
d3,1,0.667598,0.184425,[37 23] ; [47 25],[38.18181818 21.81818182] ; [45.81818182 26.18181818],0
a1,1,0.740144,0.11,[ 6 54] ; [ 6 66],[ 5.45454545 54.54545455] ; [ 6.54545455 65.45454545],0
p1,1,0.740144,0.11,[ 6 54] ; [ 6 66],[ 5.45454545 54.54545455] ; [ 6.54545455 65.45454545],0
u2,1,0.742298,0.108117,[10  6] ; [12  9],[9.51351351 6.48648649] ; [12.48648649  8.51351351],0
s4,1,0.751327,0.100419,[ 8 52] ; [11 61],[ 8.63636364 51.36363636] ; [10.36363636 61.63636364],0
v1,1,0.783389,0.075573,[33 26] ; [38 33],[32.22307692 26.77692308] ; [38.77692308 32.22307692],0
p5,1,0.790634,0.070484,[ 2 58] ; [ 3 68],[ 2.29007634 57.70992366] ; [ 2.70992366 68.29007634],0
b5,1,0.792446,0.06924,[37 23] ; [46 26],[37.72727273 22.27272727] ; [45.27272727 26.72727273],0
a2,1,0.871127,0.026318,[11 49] ; [14 58],[11.36363636 48.63636364] ; [13.63636364 58.36363636],0
u4,1,0.896496,0.016923,[ 1 59] ; [ 1 71],[ 0.90909091 59.09090909] ; [ 1.09090909 70.90909091],0
