Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000375,12.652671,[ 5 50] ; [8 9],[ 9.93055556 45.06944444] ; [ 3.06944444 13.93055556],1
p7,1,0.000517,12.052369,[ 9 46] ; [10  7],[14.51388889 40.48611111] ; [ 4.48611111 12.51388889],1
s5,1,0.006314,7.458538,[ 9 41] ; [8 7],[13.07692308 36.92307692] ; [ 3.92307692 11.07692308],0
p8,1,0.009199,6.783801,[ 9 46] ; [8 9],[12.98611111 42.01388889] ; [ 4.01388889 12.98611111],0
s6,1,0.014451,5.982239,[22 30] ; [13  4],[26.37681159 25.62318841] ; [8.62318841 8.37681159],0
p4,1,0.021875,5.255685,[13 42] ; [9 8],[16.80555556 38.19444444] ; [ 5.19444444 11.80555556],0
s4,1,0.042281,4.123933,[12 43] ; [8 9],[15.27777778 39.72222222] ; [ 4.72222222 12.27777778],0
p1,1,0.072856,3.217484,[ 1 54] ; [ 2 15],[ 2.29166667 52.70833333] ; [ 0.70833333 16.29166667],0
b2,1,0.106864,2.6,[ 8 22] ; [5 4],[10. 20.] ; [3. 6.],0
b3,1,0.106864,2.6,[ 8 22] ; [5 4],[10. 20.] ; [3. 6.],0
a5,1,0.12,2.417322,[27 28] ; [12  5],[29.79166667 25.20833333] ; [9.20833333 7.79166667],0
n2,1,0.200602,1.637984,[12 10] ; [5 1],[13.35714286  8.64285714] ; [3.64285714 2.35714286],0
a7,1,0.218736,1.512644,[32 23] ; [ 7 10],[29.79166667 25.20833333] ; [9.20833333 7.79166667],0
n4,1,0.221551,1.494297,[17 38] ; [8 9],[19.09722222 35.90277778] ; [ 5.90277778 11.09722222],0
s2,1,0.244659,1.353549,[20 34] ; [9 8],[22.05633803 31.94366197] ; [ 6.94366197 10.05633803],0
p9,1,0.261791,1.259259,[22 29] ; [10  7],[24. 27.] ; [8. 9.],0
s7,1,0.317767,0.998116,[15 37] ; [6 8],[16.54545455 35.45454545] ; [4.45454545 9.54545455],0
r2,1,0.323463,0.974893,[45  8] ; [16  1],[46.18571429  6.81428571] ; [14.81428571  2.18571429],0
d5,1,0.340502,0.908541,[42 13] ; [11  6],[40.48611111 14.51388889] ; [12.51388889  4.48611111],0
r4,1,0.349436,0.875506,[39 16] ; [14  3],[40.48611111 14.51388889] ; [12.51388889  4.48611111],0
b5,1,0.351622,0.867594,[36 19] ; [9 8],[34.375 20.625] ; [10.625  6.375],0
v3,1,0.35244,0.864653,[13 38] ; [ 6 10],[14.46268657 36.53731343] ; [ 4.53731343 11.46268657],0
p12,1,0.381067,0.767256,[ 1 53] ; [ 1 16],[ 1.52112676 52.47887324] ; [ 0.47887324 16.52112676],0
a6,1,0.385007,0.754652,[26 29] ; [ 6 11],[24.44444444 30.55555556] ; [7.55555556 9.44444444],0
n1,1,0.410004,0.678788,[ 7 15] ; [3 3],[ 7.85714286 14.14285714] ; [2.14285714 3.85714286],0
a4,1,0.43061,0.621176,[22 33] ; [ 5 12],[20.625 34.375] ; [ 6.375 10.625],0
b4,1,0.459631,0.546792,[30 25] ; [11  6],[31.31944444 23.68055556] ; [9.68055556 7.31944444],0
v1,1,0.461147,0.543108,[17 37] ; [ 7 10],[18.25352113 35.74647887] ; [ 5.74647887 11.25352113],0
a3,1,0.514248,0.425413,[34 21] ; [9 8],[32.84722222 22.15277778] ; [10.15277778  6.84722222],0
d4,1,0.534925,0.385027,[45 10] ; [15  2],[45.83333333  9.16666667] ; [14.16666667  2.83333333],0
d2,1,0.542011,0.371826,[24 31] ; [ 6 11],[22.91666667 32.08333333] ; [7.08333333 9.91666667],0
s1,1,0.558089,0.343024,[ 4 51] ; [ 2 15],[ 4.58333333 50.41666667] ; [ 1.41666667 15.58333333],0
u3,1,0.560714,0.338469,[13  8] ; [4 4],[12.31034483  8.68965517] ; [4.68965517 3.31034483],0
r3,1,0.608195,0.262812,[48  7] ; [14  3],[47.36111111  7.63888889] ; [14.63888889  2.36111111],0
u2,1,0.624321,0.239841,[11 10] ; [5 3],[11.5862069  9.4137931] ; [4.4137931 3.5862069],0
v2,1,0.626725,0.236528,[24 28] ; [9 8],[24.86956522 27.13043478] ; [8.13043478 8.86956522],0
s3,1,0.654749,0.199966,[19 35] ; [ 7 10],[19.77464789 34.22535211] ; [ 6.22535211 10.77464789],0
d1,1,0.682762,0.167033,[26 29] ; [9 8],[26.73611111 28.26388889] ; [8.26388889 8.73611111],0
