Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.018125,5.584046,[17 10] ; [ 3 10],[13.5 13.5] ; [6.5 6.5],0
s2,1,0.042818,4.102564,[ 3 24] ; [5 8],[ 5.4 21.6] ; [ 2.6 10.4],0
a4,1,0.062163,3.478704,[13 14] ; [ 2 10],[10.38461538 16.61538462] ; [4.61538462 7.38461538],0
p11,1,0.066746,3.361287,[ 5 22] ; [6 7],[ 7.425 19.575] ; [3.575 9.425],0
s6,1,0.066746,3.361287,[ 5 22] ; [6 7],[ 7.425 19.575] ; [3.575 9.425],0
a7,1,0.141478,2.161815,[15 12] ; [4 9],[12.825 14.175] ; [6.175 6.825],0
b1,1,0.144591,2.128407,[17 10] ; [5 8],[14.85 12.15] ; [7.15 5.85],0
p9,1,0.209201,1.576949,[ 7 20] ; [ 1 11],[ 5.53846154 21.46153846] ; [2.46153846 9.53846154],0
b4,1,0.209356,1.575873,[13 14] ; [9 4],[14.85 12.15] ; [7.15 5.85],0
r1,1,0.29769,1.084516,[13 14] ; [4 9],[11.475 15.525] ; [5.525 7.475],0
n5,1,0.311185,1.025641,[12 15] ; [8 5],[13.5 13.5] ; [6.5 6.5],0
b5,1,0.311185,1.025641,[12 15] ; [8 5],[13.5 13.5] ; [6.5 6.5],0
d3,1,0.313812,1.014566,[10 17] ; [7 6],[11.475 15.525] ; [5.525 7.475],0
s7,1,0.342782,0.9,[ 3 21] ; [3 9],[ 4. 20.] ; [ 2. 10.],0
a3,1,0.361054,0.834225,[16 10] ; [6 7],[14.66666667 11.33333333] ; [7.33333333 5.66666667],0
r3,1,0.435188,0.608938,[11 16] ; [7 6],[12.15 14.85] ; [5.85 7.15],0
n2,1,0.493563,0.46875,[7 9] ; [1 3],[6.4 9.6] ; [1.6 2.4],0
r2,1,0.503083,0.448427,[16 10] ; [6 6],[15.05263158 10.94736842] ; [6.94736842 5.05263158],0
u2,1,0.518217,0.41744,[3 8] ; [1 6],[2.44444444 8.55555556] ; [1.55555556 5.44444444],0
s5,1,0.523496,0.407,[ 4 23] ; [ 1 12],[ 3.375 23.625] ; [ 1.625 11.375],0
v1,1,0.526452,0.401235,[ 7 20] ; [ 2 10],[ 6.23076923 20.76923077] ; [2.76923077 9.23076923],0
d2,1,0.556982,0.344956,[14 13] ; [5 7],[13.15384615 13.84615385] ; [5.84615385 6.15384615],0
r4,1,0.558746,0.34188,[ 6 21] ; [4 9],[ 6.75 20.25] ; [3.25 9.75],0
p7,1,0.612597,0.25641,[ 6 21] ; [ 2 11],[ 5.4 21.6] ; [ 2.6 10.4],0
v2,1,0.663766,0.188981,[ 8 19] ; [ 3 10],[ 7.425 19.575] ; [3.575 9.425],0
d1,1,0.697078,0.151529,[10 17] ; [4 9],[ 9.45 17.55] ; [4.55 8.45],0
d4,1,0.697078,0.151529,[17 10] ; [9 4],[17.55  9.45] ; [8.45 4.55],0
p1,1,0.701883,0.14652,[ 3 24] ; [ 2 11],[ 3.375 23.625] ; [ 1.625 11.375],0
a8,1,0.708992,0.139286,[ 3 23] ; [ 1 12],[ 2.66666667 23.33333333] ; [ 1.33333333 11.66666667],0
a6,1,0.73568,0.11396,[14 13] ; [6 7],[13.5 13.5] ; [6.5 6.5],0
s1,1,0.73568,0.11396,[ 3 24] ; [ 1 12],[ 2.7 24.3] ; [ 1.3 11.7],0
d5,1,0.745657,0.105216,[16 11] ; [7 6],[15.525 11.475] ; [7.475 5.525],0
v3,1,0.779164,0.078629,[ 5 21] ; [ 3 10],[ 5.33333333 20.66666667] ; [ 2.66666667 10.33333333],0
p3,1,0.806981,0.059693,[ 5 22] ; [ 2 11],[ 4.725 22.275] ; [ 2.275 10.725],0
n3,1,0.822187,0.050505,[7 9] ; [2 2],[7.2 8.8] ; [1.8 2.2],0
n4,1,0.890386,0.018993,[16 11] ; [8 5],[16.2 10.8] ; [7.8 5.2],0
p2,1,0.951653,0.003676,[ 6 21] ; [ 3 10],[ 6.075 20.925] ; [ 2.925 10.075],0
p4,1,0.951653,0.003676,[ 6 21] ; [ 3 10],[ 6.075 20.925] ; [ 2.925 10.075],0
s4,1,0.962298,0.002235,[ 4 23] ; [ 2 11],[ 4.05 22.95] ; [ 1.95 11.05],0
s3,1,1.0,0.0,[ 8 18] ; [4 9],[ 8. 18.] ; [4. 9.],0
p8,1,1.0,0.0,[ 4 22] ; [ 2 11],[ 4. 22.] ; [ 2. 11.],0
