Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.003545,8.503145,[ 1 48] ; [2 5],[ 2.625 46.375] ; [0.375 6.625],0
b4,1,0.025078,5.018492,[35 14] ; [2 5],[32.375 16.625] ; [4.625 2.375],0
n4,1,0.035767,4.408163,[39 10] ; [3 4],[36.75 12.25] ; [5.25 1.75],0
n2,1,0.059346,3.555556,[11  7] ; [1 5],[9. 9.] ; [3. 3.],0
a6,1,0.068314,3.323077,[25 24] ; [1 6],[22.75 26.25] ; [3.25 3.75],0
u3,1,0.116025,2.470175,[ 2 18] ; [1 1],[ 2.72727273 17.27272727] ; [0.27272727 1.72727273],0
p10,1,0.137135,2.209821,[21 27] ; [1 6],[19.2 28.8] ; [2.8 4.2],0
r3,1,0.139584,2.18254,[28 20] ; [2 5],[26.18181818 21.81818182] ; [3.81818182 3.18181818],0
p3,1,0.139649,2.181818,[ 9 40] ; [3 4],[10.5 38.5] ; [1.5 5.5],0
s7,1,0.142495,2.15081,[10 35] ; [3 3],[11.47058824 33.52941176] ; [1.52941176 4.47058824],0
v2,1,0.22757,1.455984,[18 30] ; [1 6],[16.58181818 31.41818182] ; [2.41818182 4.58181818],0
p1,1,0.248213,1.333333,[ 6 43] ; [2 5],[ 7. 42.] ; [1. 6.],0
s6,1,0.32167,0.982143,[12 36] ; [3 4],[13.09090909 34.90909091] ; [1.90909091 5.09090909],0
n1,1,0.345779,0.888889,[10  8] ; [2 4],[9. 9.] ; [3. 3.],0
p9,1,0.364985,0.820669,[22 25] ; [2 5],[20.88888889 26.11111111] ; [3.11111111 3.88888889],0
d4,1,0.516412,0.421053,[34 15] ; [4 3],[33.25 15.75] ; [4.75 2.25],0
n5,1,0.516412,0.421053,[34 15] ; [4 3],[33.25 15.75] ; [4.75 2.25],0
b2,1,0.53482,0.385224,[12 23] ; [2 2],[12.56410256 22.43589744] ; [1.43589744 2.56410256],0
b3,1,0.53482,0.385224,[12 23] ; [2 2],[12.56410256 22.43589744] ; [1.43589744 2.56410256],0
b1,1,0.534925,0.385027,[29 20] ; [5 2],[29.75 19.25] ; [4.25 2.75],0
p11,1,0.534925,0.385027,[20 29] ; [2 5],[19.25 29.75] ; [2.75 4.25],0
r4,1,0.549741,0.357782,[12 37] ; [1 6],[11.375 37.625] ; [1.625 5.375],0
a3,1,0.575324,0.313855,[29 19] ; [5 2],[29.67272727 18.32727273] ; [4.32727273 2.67272727],0
r2,1,0.597411,0.278919,[26 21] ; [4 2],[26.60377358 20.39622642] ; [3.39622642 2.60377358],0
r1,1,0.601921,0.272109,[19 30] ; [2 5],[18.375 30.625] ; [2.625 4.375],0
s3,1,0.620577,0.245057,[16 32] ; [3 4],[16.58181818 31.41818182] ; [2.41818182 4.58181818],0
s2,1,0.622461,0.242424,[10 39] ; [2 5],[10.5 38.5] ; [1.5 5.5],0
p2,1,0.646408,0.210459,[18 30] ; [2 5],[17.45454545 30.54545455] ; [2.54545455 4.45454545],0
n6,1,0.648278,0.208077,[25 23] ; [3 4],[24.43636364 23.56363636] ; [3.56363636 3.43636364],0
d5,1,0.67329,0.177778,[32 17] ; [4 3],[31.5 17.5] ; [4.5 2.5],0
p7,1,0.719678,0.128801,[11 38] ; [2 5],[11.375 37.625] ; [1.625 5.375],0
b5,1,0.761708,0.091954,[25 24] ; [4 3],[25.375 23.625] ; [3.625 3.375],0
d2,1,0.802215,0.062741,[23 25] ; [3 4],[22.69090909 25.30909091] ; [3.30909091 3.69090909],0
p4,1,0.81554,0.054422,[12 37] ; [2 5],[12.25 36.75] ; [1.75 5.25],0
d3,1,0.839488,0.041026,[23 26] ; [3 4],[22.75 26.25] ; [3.25 3.75],0
a4,1,0.868809,0.027282,[19 29] ; [3 4],[19.2 28.8] ; [2.8 4.2],0
n3,1,0.901321,0.015374,[8 9] ; [3 3],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
p6,1,0.911078,0.012472,[ 6 41] ; [1 6],[ 6.09259259 40.90740741] ; [0.90740741 6.09259259],0
v3,1,0.918799,0.010393,[ 9 40] ; [1 5],[ 8.90909091 40.09090909] ; [1.09090909 4.90909091],0
a5,1,0.919074,0.010323,[27 22] ; [4 3],[27.125 21.875] ; [3.875 3.125],0
v1,1,0.934181,0.00682,[13 35] ; [2 5],[13.09090909 34.90909091] ; [1.90909091 5.09090909],0
s5,1,0.966309,0.001784,[ 7 40] ; [1 6],[ 6.96296296 40.03703704] ; [1.03703704 5.96296296],0
d1,1,1.0,0.0,[21 28] ; [3 4],[21. 28.] ; [3. 4.],0
