Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,131.758604,[323  17] ; [55 58],[283.70860927  56.29139073] ; [94.29139073 18.70860927],1
v4,1,0.0,50.437911,[328  11] ; [84 28],[309.68514412  29.31485588] ; [102.31485588   9.68514412],1
r2,1,0.0,48.195206,[325  12] ; [83 28],[306.91071429  30.08928571] ; [101.08928571   9.91071429],1
r3,1,0.0,29.857205,[322  17] ; [87 25],[307.43015521  31.56984479] ; [101.56984479  10.43015521],1
a7,1,0.0,29.673368,[260  79] ; [56 57],[237. 102.] ; [79. 34.],1
d3,1,0.0,27.141772,[238 101] ; [48 64],[214.97560976 124.02439024] ; [71.02439024 40.97560976],1
d4,1,1e-06,24.031082,[277  61] ; [67 46],[257.80931264  80.19068736] ; [86.19068736 26.80931264],1
d1,1,1e-06,23.704641,[204 136] ; [38 75],[181.63355408 158.36644592] ; [60.36644592 52.63355408],1
a5,1,4e-06,21.330575,[256  84] ; [59 54],[236.42384106 103.57615894] ; [78.57615894 34.42384106],1
u3,1,9e-06,19.669014,[60 38] ; [11 38],[47.33333333 50.66666667] ; [23.66666667 25.33333333],1
s6,1,3.3e-05,17.240964,[213 125] ; [46 67],[194.10643016 143.89356984] ; [64.89356984 48.10643016],1
u1,1,3.4e-05,17.189652,[ 68 272] ; [  4 109],[ 54.0397351 285.9602649] ; [17.9602649 95.0397351],1
v2,1,3.8e-05,16.977943,[189 136] ; [39 71],[170.34482759 154.65517241] ; [57.65517241 52.34482759],1
d5,1,0.00012,14.794242,[278  61] ; [73 40],[263.25  75.75] ; [87.75 25.25],1
p2,1,0.000141,14.492209,[280  58] ; [73 38],[265.73273942  72.26726058] ; [87.26726058 23.73273942],1
n6,1,0.000361,12.721683,[300  38] ; [84 28],[288.42666667  49.57333333] ; [95.57333333 16.42666667],1
a2,1,0.000474,12.214288,[ 90 250] ; [ 12 101],[ 76.55629139 263.44370861] ; [25.44370861 87.55629139],1
s8,1,0.000478,12.199062,[140 199] ; [26 87],[124.5 214.5] ; [41.5 71.5],1
s2,1,0.000831,11.17171,[149 187] ; [30 83],[133.95100223 202.04899777] ; [45.04899777 67.95100223],1
v1,1,0.001149,10.570997,[188 145] ; [42 67],[173.28054299 159.71945701] ; [56.71945701 52.28054299],0
s7,1,0.001689,9.860035,[151 173] ; [31 75],[137.13488372 186.86511628] ; [44.86511628 61.13488372],0
v3,1,0.002653,9.031788,[140 187] ; [30 82],[126.62870159 200.37129841] ; [43.37129841 68.62870159],0
a3,1,0.00277,8.953139,[242  95] ; [64 49],[229.16 107.84] ; [76.84 36.16],0
p8,1,0.005621,7.667829,[173 159] ; [41 70],[160.37923251 171.62076749] ; [53.62076749 57.37923251],0
p4,1,0.005669,7.652504,[205 134] ; [51 61],[192.42572062 146.57427938] ; [63.57427938 48.42572062],0
p7,1,0.006043,7.537502,[205 125] ; [53 59],[192.62443439 137.37556561] ; [65.37556561 46.62443439],0
s3,1,0.008392,6.947915,[176 160] ; [43 70],[163.88418708 172.11581292] ; [55.11581292 57.88418708],0
p10,1,0.009473,6.731422,[275  61] ; [78 33],[265.34228188  70.65771812] ; [87.65771812 23.34228188],0
u2,1,0.009808,6.669433,[57 41] ; [17 31],[49.67123288 48.32876712] ; [24.32876712 23.67123288],0
n4,1,0.011253,6.424913,[298  42] ; [88 25],[289.71302428  50.28697572] ; [96.28697572 16.71302428],0
a6,1,0.012362,6.258175,[241  98] ; [66 47],[230.25 108.75] ; [76.75 36.25],0
p11,1,0.014492,5.977197,[275  65] ; [79 34],[265.69536424  74.30463576] ; [88.30463576 24.69536424],0
a4,1,0.018871,5.513399,[154 183] ; [37 75],[143.35634744 193.64365256] ; [47.64365256 64.35634744],0
d2,1,0.023119,5.159538,[169 170] ; [42 70],[158.60088692 180.39911308] ; [52.39911308 59.60088692],0
p3,1,0.069671,3.290744,[160 178] ; [42 70],[151.72444444 186.27555556] ; [50.27555556 61.72444444],0
p6,1,0.074716,3.176251,[113 223] ; [27 83],[105.47085202 230.52914798] ; [34.52914798 75.47085202],0
a8,1,0.117359,2.45222,[ 50 252] ; [11 96],[ 45.04156479 256.95843521] ; [15.95843521 91.04156479],0
n1,1,0.15193,2.052769,[26 44] ; [20 19],[29.5412844 40.4587156] ; [16.4587156 22.5412844],0
u4,1,0.1777,1.816756,[ 11 329] ; [  1 112],[  9.00662252 330.99337748] ; [  2.99337748 110.00662252],0
s4,1,0.233485,1.419507,[ 34 303] ; [16 97],[ 37.44444444 299.55555556] ; [ 12.55555556 100.44444444],0
p9,1,0.278312,1.175314,[279  58] ; [86 24],[275.17897092  61.82102908] ; [89.82102908 20.17897092],0
a1,1,0.329085,0.952493,[ 16 324] ; [  8 105],[ 18.01324503 321.98675497] ; [  5.98675497 107.01324503],0
b1,1,0.393393,0.728427,[132 208] ; [49 64],[135.84988962 204.15011038] ; [45.15011038 67.84988962],0
