Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.792682,[36 51] ; [39  6],[49.43181818 37.56818182] ; [25.56818182 19.43181818],1
p5,1,0.000185,13.974176,[ 4 85] ; [12 33],[10.62686567 78.37313433] ; [ 5.37313433 39.62686567],1
p4,1,0.000431,12.390805,[30 57] ; [30 15],[39.54545455 47.45454545] ; [20.45454545 24.54545455],1
p3,1,0.000484,12.176714,[26 64] ; [27 18],[35.33333333 54.66666667] ; [17.66666667 27.33333333],1
p8,1,0.000959,10.905556,[34 54] ; [31 14],[43.0075188 44.9924812] ; [21.9924812 23.0075188],1
s7,1,0.002789,8.940465,[28 55] ; [27 17],[35.94488189 47.05511811] ; [19.05511811 24.94488189],0
p12,1,0.010982,6.468215,[ 4 85] ; [ 8 37],[ 7.97014925 81.02985075] ; [ 4.02985075 40.97014925],0
s2,1,0.013134,6.150979,[32 56] ; [26 18],[38.66666667 49.33333333] ; [19.33333333 24.66666667],0
p1,1,0.014284,6.002722,[ 8 82] ; [11 34],[12.66666667 77.33333333] ; [ 6.33333333 38.66666667],0
s5,1,0.027009,4.890237,[19 68] ; [17 25],[24.27906977 62.72093023] ; [11.72093023 30.27906977],0
a7,1,0.029874,4.716514,[53 37] ; [35 10],[58.66666667 31.33333333] ; [29.33333333 15.66666667],0
n4,1,0.029883,4.716037,[57 32] ; [37  8],[62.43283582 26.56716418] ; [31.56716418 13.43283582],0
p2,1,0.044002,4.05649,[59 31] ; [37  8],[64. 26.] ; [32. 13.],0
n6,1,0.047598,3.924121,[66 23] ; [40  5],[70.40298507 18.59701493] ; [35.59701493  9.40298507],0
v2,1,0.048264,3.900769,[36 46] ; [28 17],[41.32283465 40.67716535] ; [22.67716535 22.32283465],0
n5,1,0.053162,3.738822,[56 32] ; [36  9],[60.87218045 27.12781955] ; [31.12781955 13.87218045],0
s3,1,0.093598,2.811372,[46 41] ; [30 14],[50.47328244 36.52671756] ; [25.52671756 18.47328244],0
r2,1,0.143235,2.142857,[82  8] ; [44  1],[84.  6.] ; [42.  3.],0
a4,1,0.213227,1.549382,[25 64] ; [ 8 36],[22.08270677 66.91729323] ; [10.91729323 33.08270677],0
s6,1,0.240584,1.377169,[46 41] ; [28 16],[49.14503817 37.85496183] ; [24.85496183 19.14503817],0
d4,1,0.245722,1.347466,[49 40] ; [20 25],[45.82835821 43.17164179] ; [23.17164179 21.82835821],0
s8,1,0.263326,1.251185,[27 62] ; [18 27],[29.8880597 59.1119403] ; [15.1119403 29.8880597],0
r4,1,0.266017,1.23717,[81  9] ; [43  2],[82.66666667  7.33333333] ; [41.33333333  3.66666667],0
b3,1,0.2669,1.232609,[21 33] ; [14 13],[23.33333333 30.66666667] ; [11.66666667 15.33333333],0
b2,1,0.2669,1.232609,[21 33] ; [14 13],[23.33333333 30.66666667] ; [11.66666667 15.33333333],0
u1,1,0.272254,1.205357,[ 6 84] ; [ 1 44],[ 4.66666667 85.33333333] ; [ 2.33333333 42.66666667],0
a5,1,0.318762,0.994017,[52 38] ; [30 15],[54.66666667 35.33333333] ; [27.33333333 17.66666667],0
b1,1,0.327938,0.957023,[38 52] ; [23 22],[40.66666667 49.33333333] ; [20.33333333 24.66666667],0
p10,1,0.33746,0.920057,[61 27] ; [34 10],[63.33333333 24.66666667] ; [31.66666667 12.33333333],0
n1,1,0.37471,0.787986,[10 16] ; [4 3],[11.03030303 14.96969697] ; [2.96969697 4.03030303],0
a6,1,0.375652,0.784884,[55 35] ; [31 14],[57.33333333 32.66666667] ; [28.66666667 16.33333333],0
a3,1,0.397295,0.716498,[48 40] ; [28 17],[50.28571429 37.71428571] ; [25.71428571 19.28571429],0
a2,1,0.409257,0.680958,[10 80] ; [ 3 42],[ 8.66666667 81.33333333] ; [ 4.33333333 40.66666667],0
r3,1,0.409257,0.680958,[80 10] ; [42  3],[81.33333333  8.66666667] ; [40.66666667  4.33333333],0
u3,1,0.439331,0.59803,[22 19] ; [11  6],[23.32758621 17.67241379] ; [9.67241379 7.32758621],0
p9,1,0.44329,0.587753,[63 25] ; [35 10],[64.84210526 23.15789474] ; [33.15789474 11.84210526],0
s1,1,0.454406,0.559637,[ 7 80] ; [ 2 42],[ 5.97709924 81.02290076] ; [ 3.02290076 40.97709924],0
a8,1,0.476768,0.506246,[10 73] ; [ 7 35],[11.288 71.712] ; [ 5.712 36.288],0
a1,1,0.519249,0.415385,[ 4 86] ; [ 1 44],[ 3.33333333 86.66666667] ; [ 1.66666667 43.33333333],0
n3,1,0.592948,0.285764,[17  8] ; [4 3],[16.40625  8.59375] ; [4.59375 2.40625],0
u4,1,0.61444,0.253759,[ 1 89] ; [ 1 44],[ 1.33333333 88.66666667] ; [ 0.66666667 44.33333333],0
b4,1,0.621244,0.244123,[54 36] ; [25 20],[52.66666667 37.33333333] ; [26.33333333 18.66666667],0
v1,1,0.621555,0.243688,[41 47] ; [23 22],[42.34586466 45.65413534] ; [21.65413534 23.34586466],0
b5,1,0.624744,0.239256,[48 42] ; [26 19],[49.33333333 40.66666667] ; [24.66666667 20.33333333],0
d3,1,0.62589,0.237676,[44 46] ; [20 25],[42.66666667 47.33333333] ; [21.33333333 23.66666667],0
n2,1,0.643526,0.21416,[21  6] ; [6 1],[21.44117647  5.55882353] ; [5.55882353 1.44117647],0
v3,1,0.656981,0.197212,[31 55] ; [18 27],[32.16793893 53.83206107] ; [16.83206107 28.16793893],0
s4,1,0.762526,0.091304,[14 75] ; [ 8 37],[14.6119403 74.3880597] ; [ 7.3880597 37.6119403],0
d2,1,0.779169,0.078626,[22 68] ; [12 33],[22.66666667 67.33333333] ; [11.33333333 33.66666667],0
v4,1,0.803102,0.062167,[82  7] ; [42  3],[82.35820896  6.64179104] ; [41.64179104  3.35820896],0
d1,1,0.816244,0.054,[ 7 83] ; [ 3 42],[ 6.66666667 83.33333333] ; [ 3.33333333 41.66666667],0
u2,1,0.848667,0.036412,[23 18] ; [10  7],[23.32758621 17.67241379] ; [9.67241379 7.32758621],0
p11,1,0.882198,0.021958,[71 19] ; [35 10],[70.66666667 19.33333333] ; [35.33333333  9.66666667],0
