Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,41.617303,[118 160] ; [249 118],[158.17984496 119.82015504] ; [208.82015504 158.17984496],1
v3,1,0.0,32.944073,[ 87 193] ; [196 169],[122.85271318 157.14728682] ; [160.14728682 204.85271318],1
p4,1,1.7e-05,18.555336,[150 136] ; [257 116],[176.63429439 109.36570561] ; [230.36570561 142.63429439],1
s8,1,3.3e-05,17.21325,[105 182] ; [197 176],[131.32424242 155.67575758] ; [170.67575758 202.32424242],1
p6,1,0.000149,14.386612,[ 91 193] ; [172 196],[114.55828221 169.44171779] ; [148.44171779 219.55828221],1
p8,1,0.000207,13.770786,[129 154] ; [221 146],[152.38461538 130.61538462] ; [197.61538462 169.38461538],1
p3,1,0.000479,12.195475,[130 157] ; [220 153],[152.1969697 134.8030303] ; [197.8030303 175.1969697],1
p2,1,0.000659,11.601835,[223  64] ; [327  46],[239.16666667  47.83333333] ; [310.83333333  62.16666667],1
p7,1,0.001681,9.869218,[165 120] ; [254 110],[183.99845917 101.00154083] ; [235.00154083 128.99845917],0
s6,1,0.001957,9.58938,[172 110] ; [266 101],[190.3174114  91.6825886] ; [247.6825886 119.3174114],0
p9,1,0.003218,8.679415,[224  59] ; [327  46],[237.7027439  45.2972561] ; [313.2972561  59.7027439],0
s5,1,0.004291,8.156514,[ 80 196] ; [144 217],[ 97.05494505 178.94505495] ; [126.94505495 234.05494505],0
p10,1,0.00458,8.038185,[220  66] ; [319  54],[233.92109256  52.07890744] ; [305.07890744  67.92109256],0
b5,1,0.004878,7.924006,[153 136] ; [241 137],[170.71364318 118.28635682] ; [223.28635682 154.71364318],0
n1,1,0.005784,7.616292,[29 48] ; [33 20],[36.72307692 40.27692308] ; [25.27692308 27.72307692],0
n5,1,0.006202,7.490517,[237  51] ; [337  39],[248.96385542  39.03614458] ; [325.03614458  50.96385542],0
s2,1,0.0069,7.298944,[132 155] ; [210 161],[149.17021277 137.82978723] ; [192.82978723 178.17021277],0
p5,1,0.010181,6.603034,[ 26 261] ; [ 59 314],[ 36.96212121 250.03787879] ; [ 48.03787879 324.96212121],0
v4,1,0.01265,6.217353,[270  18] ; [367   9],[276.28915663  11.71084337] ; [360.71084337  15.28915663],0
r4,1,0.019432,5.462204,[262  27] ; [360  18],[269.50224888  19.49775112] ; [352.49775112  25.50224888],0
r3,1,0.024607,5.051328,[264  22] ; [364  14],[270.4939759  15.5060241] ; [357.5060241  20.4939759],0
u4,1,0.026668,4.912181,[  2 287] ; [ 12 366],[  6.06596702 282.93403298] ; [  7.93403298 370.06596702],0
p11,1,0.032882,4.551902,[220  69] ; [313  65],[230.94002999  58.05997001] ; [302.05997001  75.94002999],0
r1,1,0.033755,4.507082,[233  56] ; [326  50],[242.93383459  46.06616541] ; [316.06616541  59.93383459],0
b3,1,0.043184,4.088172,[ 55 112] ; [109 146],[ 64.90047393 102.09952607] ; [ 99.09952607 155.90047393],0
b2,1,0.043184,4.088172,[ 55 112] ; [109 146],[ 64.90047393 102.09952607] ; [ 99.09952607 155.90047393],0
d5,1,0.057201,3.616737,[228  60] ; [319  57],[237.25301205  50.74698795] ; [309.74698795  66.25301205],0
a8,1,0.059067,3.563384,[ 33 234] ; [ 60 274],[ 41.31613977 225.68386023] ; [ 51.68386023 282.31613977],0
n6,1,0.063146,3.452771,[246  42] ; [338  37],[253.68325792  34.31674208] ; [330.31674208  44.68325792],0
p12,1,0.106395,2.606963,[ 19 267] ; [ 38 334],[ 24.77507599 261.22492401] ; [ 32.22492401 339.77507599],0
d1,1,0.109491,2.561553,[169 120] ; [244 134],[178.94602699 110.05397301] ; [234.05397301 143.94602699],0
s7,1,0.127581,2.321691,[136 138] ; [199 158],[145.46751189 128.53248811] ; [189.53248811 167.46751189],0
u1,1,0.14504,2.123652,[ 51 238] ; [ 84 294],[ 58.49325337 230.50674663] ; [ 76.50674663 301.49325337],0
d4,1,0.150041,2.071836,[228  58] ; [316  60],[235.02114804  50.97885196] ; [308.97885196  67.02114804],0
u3,1,0.171359,1.871015,[39 41] ; [55 38],[43.46820809 36.53179191] ; [50.53179191 42.46820809],0
d3,1,0.178179,1.812747,[194  93] ; [273 104],[201.85090361  85.14909639] ; [265.14909639 111.85090361],0
n3,1,0.188351,1.730466,[53 24] ; [42 11],[56.26923077 20.73076923] ; [38.73076923 14.26923077],0
n2,1,0.196422,1.668783,[57 23] ; [43 10],[60.15037594 19.84962406] ; [39.84962406 13.15037594],0
s1,1,0.280334,1.165471,[ 13 272] ; [ 11 360],[ 10.42682927 274.57317073] ; [ 13.57317073 357.42682927],0
a3,1,0.315053,1.009375,[209  79] ; [285  90],[214.58823529  73.41176471] ; [279.41176471  95.58823529],0
a5,1,0.336299,0.924488,[218  70] ; [298  80],[223.13513514  64.86486486] ; [292.86486486  85.13513514],0
a7,1,0.421735,0.645474,[202  85] ; [276 101],[206.60542169  80.39457831] ; [271.39457831 105.60542169],0
a6,1,0.464428,0.535202,[203  84] ; [256 120],[198.69230769  88.30769231] ; [260.30769231 115.69230769],0
s3,1,0.488612,0.479582,[158 125] ; [216 153],[162.33435583 120.66564417] ; [211.66564417 157.33435583],0
b1,1,0.491519,0.4732,[120 169] ; [147 231],[115.68665667 173.31334333] ; [151.31334333 226.68665667],0
a2,1,0.580981,0.304651,[ 74 215] ; [104 274],[ 77.12443778 211.87556222] ; [100.87556222 277.12443778],0
s4,1,0.699074,0.149437,[ 43 242] ; [ 52 319],[ 41.27286585 243.72713415] ; [ 53.72713415 317.27286585],0
a4,1,0.730092,0.119027,[140 147] ; [188 187],[142.19939577 144.80060423] ; [185.80060423 189.19939577],0
u2,1,0.748971,0.102398,[41 38] ; [50 42],[42.04093567 36.95906433] ; [48.95906433 43.04093567],0
b4,1,0.769366,0.085968,[168 121] ; [224 154],[169.84707646 119.15292354] ; [222.15292354 155.84707646],0
p1,1,0.775505,0.081328,[ 27 259] ; [ 38 338],[ 28.081571 257.918429] ; [ 36.918429 339.081571],0
d2,1,0.799592,0.064452,[148 137] ; [199 177],[149.61422088 135.38577912] ; [197.38577912 178.61422088],0
a1,1,0.991425,0.000116,[ 16 273] ; [ 21 357],[ 16.03148426 272.96851574] ; [ 20.96851574 357.03148426],0
