Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.000162,14.233117,[14 22] ; [45 13],[22.59574468 13.40425532] ; [36.40425532 21.59574468],1
d3,1,0.000768,11.317676,[17 19] ; [46 11],[24.38709677 11.61290323] ; [38.61290323 18.38709677],1
b1,1,0.026209,4.942185,[24 12] ; [25 33],[18.76595745 17.23404255] ; [30.23404255 27.76595745],0
n5,1,0.032721,4.560341,[27  9] ; [29 26],[22.15384615 13.84615385] ; [33.84615385 21.15384615],0
u1,1,0.033951,4.497182,[ 1 35] ; [10 48],[ 4.21276596 31.78723404] ; [ 6.78723404 51.21276596],0
a2,1,0.052956,3.745291,[ 3 33] ; [14 44],[ 6.5106383 29.4893617] ; [10.4893617 47.5106383],0
n1,1,0.065175,3.400543,[ 9 10] ; [ 5 19],[ 6.18604651 12.81395349] ; [ 7.81395349 16.18604651],0
d2,1,0.12706,2.32806,[22 13] ; [27 31],[18.44086022 16.55913978] ; [30.55913978 27.44086022],0
p1,1,0.167711,1.903283,[ 1 35] ; [ 6 51],[ 2.70967742 33.29032258] ; [ 4.29032258 52.70967742],0
n4,1,0.182157,1.779934,[26 10] ; [34 24],[22.9787234 13.0212766] ; [37.0212766 20.9787234],0
p9,1,0.19293,1.695098,[19 16] ; [38 18],[21.92307692 13.07692308] ; [35.07692308 20.92307692],0
p6,1,0.249324,1.327088,[11 23] ; [12 44],[ 8.68888889 25.31111111] ; [14.31111111 41.68888889],0
p4,1,0.258182,1.278481,[17 17] ; [22 36],[14.41304348 19.58695652] ; [24.58695652 33.41304348],0
s7,1,0.286537,1.135824,[15 18] ; [18 35],[12.6627907 20.3372093] ; [20.3372093 32.6627907],0
v2,1,0.319955,0.98913,[15 20] ; [30 26],[17.30769231 17.69230769] ; [27.69230769 28.30769231],0
r3,1,0.342565,0.900808,[20 16] ; [36 19],[22.15384615 13.84615385] ; [33.84615385 21.15384615],0
p10,1,0.367022,0.813723,[18 17] ; [33 21],[20.05617978 14.94382022] ; [30.94382022 23.05617978],0
b5,1,0.413796,0.667867,[18 18] ; [34 24],[19.91489362 16.08510638] ; [32.08510638 25.91489362],0
n6,1,0.415919,0.661818,[24 12] ; [32 23],[22.15384615 13.84615385] ; [33.84615385 21.15384615],0
r2,1,0.416436,0.660352,[24 10] ; [31 19],[22.26190476 11.73809524] ; [32.73809524 17.26190476],0
d1,1,0.426803,0.631506,[20 16] ; [37 21],[21.82978723 14.17021277] ; [35.17021277 22.82978723],0
d4,1,0.467034,0.528985,[29  7] ; [50  8],[30.25531915  5.74468085] ; [48.74468085  9.25531915],0
b4,1,0.53162,0.391294,[20 16] ; [36 22],[21.44680851 14.55319149] ; [34.55319149 23.44680851],0
s2,1,0.54722,0.362321,[14 22] ; [18 37],[12.65934066 23.34065934] ; [19.34065934 35.65934066],0
p8,1,0.548673,0.359699,[ 9 26] ; [18 39],[10.27173913 24.72826087] ; [16.72826087 40.27173913],0
a1,1,0.567984,0.326067,[ 3 33] ; [ 7 51],[ 3.82978723 32.17021277] ; [ 6.17021277 51.82978723],0
s5,1,0.57279,0.318036,[ 7 29] ; [13 40],[ 8.08988764 27.91011236] ; [11.91011236 41.08988764],0
s3,1,0.624355,0.239793,[14 21] ; [24 29],[15.11363636 19.88636364] ; [22.88636364 30.11363636],0
s4,1,0.64065,0.217892,[ 5 31] ; [10 47],[ 5.80645161 30.19354839] ; [ 9.19354839 47.80645161],0
b3,1,0.647096,0.209581,[ 9 16] ; [10 23],[ 8.18965517 16.81034483] ; [10.81034483 22.18965517],0
b2,1,0.647096,0.209581,[ 9 16] ; [10 23],[ 8.18965517 16.81034483] ; [10.81034483 22.18965517],0
p7,1,0.649799,0.206154,[14 20] ; [20 35],[12.98876404 21.01123596] ; [21.01123596 33.98876404],0
s8,1,0.657428,0.196664,[ 9 27] ; [12 45],[ 8.12903226 27.87096774] ; [12.87096774 44.12903226],0
u2,1,0.667031,0.185095,[6 6] ; [11  8],[6.58064516 5.41935484] ; [10.41935484  8.58064516],0
a5,1,0.681433,0.168517,[24 12] ; [41 17],[24.89361702 11.10638298] ; [40.10638298 17.89361702],0
v3,1,0.695113,0.153606,[11 25] ; [15 41],[10.17391304 25.82608696] ; [15.82608696 40.17391304],0
n2,1,0.708487,0.139793,[10  9] ; [14 10],[10.60465116  8.39534884] ; [13.39534884 10.60465116],0
p5,1,0.718545,0.129891,[ 4 31] ; [ 8 49],[ 4.56521739 30.43478261] ; [ 7.43478261 49.56521739],0
n3,1,0.721277,0.127273,[ 8 10] ; [12 12],[8.57142857 9.42857143] ; [11.42857143 12.57142857],0
v1,1,0.728687,0.120321,[14 21] ; [20 35],[13.22222222 21.77777778] ; [20.77777778 34.22222222],0
r1,1,0.736251,0.113449,[11 25] ; [19 37],[11.73913043 24.26086957] ; [18.26086957 37.73913043],0
u3,1,0.756014,0.096547,[5 7] ; [ 9 10],[5.41935484 6.58064516] ; [ 8.58064516 10.41935484],0
v4,1,0.799567,0.064469,[24 12] ; [36 16],[24.54545455 11.45454545] ; [35.45454545 16.54545455],0
p2,1,0.801105,0.063462,[20 13] ; [33 24],[19.43333333 13.56666667] ; [33.56666667 23.43333333],0
p3,1,0.848582,0.036454,[12 22] ; [19 38],[11.58241758 22.41758242] ; [19.41758242 37.58241758],0
p12,1,0.875787,0.024433,[ 1 34] ; [ 2 56],[ 1.12903226 33.87096774] ; [ 1.87096774 56.12903226],0
p11,1,0.891063,0.018758,[21 15] ; [33 25],[20.68085106 15.31914894] ; [33.31914894 24.68085106],0
a3,1,0.908981,0.01307,[24 12] ; [38 20],[23.74468085 12.25531915] ; [38.25531915 19.74468085],0
a4,1,0.933657,0.00693,[16 19] ; [26 32],[15.80645161 19.19354839] ; [26.19354839 31.80645161],0
s1,1,0.935867,0.006475,[ 2 34] ; [ 3 55],[ 1.91489362 34.08510638] ; [ 3.08510638 54.91489362],0
s6,1,0.939464,0.005767,[16 20] ; [24 31],[15.82417582 20.17582418] ; [24.17582418 30.82417582],0
