Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,70.485456,[20 85] ; [173  83],[56.13573407 48.86426593] ; [136.86426593 119.13573407],1
s3,1,0.0,68.481889,[26 78] ; [184  70],[61.00558659 42.99441341] ; [148.99441341 105.00558659],1
s7,1,0.0,42.269027,[30 69] ; [168  77],[56.98255814 42.01744186] ; [141.01744186 103.98255814],1
s5,1,0.0,31.026731,[18 89] ; [120 129],[41.47752809 65.52247191] ; [ 96.52247191 152.47752809],1
s8,1,0.0,26.222407,[34 73] ; [155  98],[56.175 50.825] ; [132.825 120.175],1
p5,1,0.000228,13.588932,[ 8 99] ; [ 62 194],[20.63360882 86.36639118] ; [ 49.36639118 206.63360882],1
s4,1,0.00144,10.154477,[  6 101] ; [ 47 205],[15.79665738 91.20334262] ; [ 37.20334262 214.79665738],0
p6,1,0.001828,9.714862,[41 65] ; [144 110],[54.47222222 51.52777778] ; [130.52777778 123.47222222],0
p4,1,0.003549,8.501459,[70 36] ; [205  50],[80.74792244 25.25207756] ; [194.25207756  60.74792244],0
r4,1,0.007795,7.080012,[95 12] ; [246  10],[100.51515152   6.48484848] ; [240.48484848  15.51515152],0
a3,1,0.008601,6.903828,[69 37] ; [199  55],[78.91111111 27.08888889] ; [189.08888889  64.91111111],0
p12,1,0.010674,6.51887,[  5 101] ; [ 36 220],[12.00552486 93.99447514] ; [ 28.99447514 227.00552486],0
d4,1,0.014255,6.006331,[82 25] ; [221  33],[89.80886427 17.19113573] ; [213.19113573  40.80886427],0
p9,1,0.043849,4.062363,[90 15] ; [236  19],[95.08333333  9.91666667] ; [230.91666667  24.08333333],0
r1,1,0.044843,4.024522,[84 22] ; [224  32],[90.1878453 15.8121547] ; [217.8121547  38.1878453],0
u3,1,0.051437,3.793998,[16 22] ; [35 21],[20.61702128 17.38297872] ; [30.38297872 25.61702128],0
u1,1,0.054045,3.711309,[13 94] ; [ 53 203],[19.45454545 87.54545455] ; [ 46.54545455 209.45454545],0
n5,1,0.073179,3.210241,[91 16] ; [233  22],[95.7679558 11.2320442] ; [228.2320442  26.7679558],0
p10,1,0.092876,2.823803,[90 16] ; [231  23],[94.51666667 11.48333333] ; [226.48333333  27.51666667],0
d5,1,0.105769,2.616324,[83 24] ; [215  39],[88.32686981 18.67313019] ; [209.67313019  44.32686981],0
