Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.026826,4.901988,[1 1] ; [ 4 56],[0.16129032 1.83870968] ; [ 4.83870968 55.16129032],0
a1,1,0.049917,3.844246,[1 1] ; [ 5 55],[0.19354839 1.80645161] ; [ 5.80645161 54.19354839],0
p6,1,0.313745,1.014844,[1 1] ; [12 47],[0.42622951 1.57377049] ; [12.57377049 46.42622951],0
v4,1,0.354985,0.855559,[1 1] ; [46 13],[1.54098361 0.45901639] ; [45.45901639 13.54098361],0
p8,1,0.406282,0.689655,[1 1] ; [14 44],[0.5 1.5] ; [14.5 43.5],0
n3,1,0.419449,0.651857,[1 1] ; [19  6],[1.48148148 0.51851852] ; [18.51851852  6.48148148],0
p9,1,0.477827,0.503818,[1 1] ; [16 43],[0.55737705 1.44262295] ; [16.44262295 42.55737705],0
r3,1,0.637395,0.222165,[1 1] ; [39 20],[1.31147541 0.68852459] ; [38.68852459 20.31147541],0
n2,1,0.715441,0.132903,[1 1] ; [17 10],[1.24137931 0.75862069] ; [16.75862069 10.24137931],0
b5,1,0.738965,0.111038,[1 1] ; [37 23],[1.22580645 0.77419355] ; [36.77419355 23.22580645],0
r4,1,0.738965,0.111038,[1 1] ; [37 23],[1.22580645 0.77419355] ; [36.77419355 23.22580645],0
n6,1,0.792065,0.069501,[1 1] ; [35 24],[1.18032787 0.81967213] ; [34.81967213 24.18032787],0
p2,1,0.851614,0.034991,[1 1] ; [34 26],[1.12903226 0.87096774] ; [33.87096774 26.12903226],0
p11,1,0.851614,0.034991,[1 1] ; [26 34],[0.87096774 1.12903226] ; [26.12903226 33.87096774],0
p7,1,0.905857,0.013987,[1 1] ; [27 32],[0.91803279 1.08196721] ; [27.08196721 31.91803279],0
r1,1,0.943552,0.005014,[1 1] ; [31 28],[1.04918033 0.95081967] ; [30.95081967 28.04918033],0
