Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,97.327329,[207  45] ; [28 74],[167.28813559  84.71186441] ; [67.71186441 34.28813559],1
p8,1,0.0,33.244223,[149 101] ; [27 77],[124.29378531 125.70621469] ; [51.70621469 52.29378531],1
p2,1,0.0,32.108684,[208  44] ; [57 49],[186.53631285  65.46368715] ; [78.46368715 27.53631285],1
r3,1,0.0,27.383747,[240  14] ; [80 26],[225.77777778  28.22222222] ; [94.22222222 11.77777778],1
r4,1,0.0,26.877331,[223  33] ; [67 39],[205.08287293  50.91712707] ; [84.91712707 21.08287293],1
p7,1,1e-06,24.648841,[180  70] ; [47 59],[159.41011236  90.58988764] ; [67.58988764 38.41011236],1
n5,1,1e-06,24.129826,[203  53] ; [57 49],[183.86740331  72.13259669] ; [76.13259669 29.86740331],1
p4,1,1.2e-05,19.160357,[162  92] ; [41 65],[143.22777778 110.77222222] ; [59.77222222 46.22777778],1
n6,1,1.5e-05,18.732898,[204  52] ; [61 45],[187.40331492  68.59668508] ; [77.59668508 28.40331492],1
s8,1,2.1e-05,18.085392,[118 135] ; [23 80],[100.20505618 152.79494382] ; [40.79494382 62.20505618],1
v4,1,0.000103,15.085195,[238  16] ; [84 21],[227.82172702  26.17827298] ; [94.17827298 10.82172702],1
a5,1,0.000103,15.07416,[197  59] ; [60 46],[181.74585635  74.25414365] ; [75.25414365 30.74585635],1
a3,1,0.000304,13.043217,[189  66] ; [58 48],[174.47368421  80.52631579] ; [72.52631579 33.47368421],1
r1,1,0.000425,12.420101,[200  55] ; [64 42],[186.48199446  68.51800554] ; [77.51800554 28.48199446],1
p3,1,0.000551,11.934113,[146 107] ; [40 66],[131.08077994 121.91922006] ; [54.91922006 51.08077994],1
s7,1,0.000649,11.630748,[116 127] ; [26 69],[102.0887574 140.9112426] ; [39.9112426 55.0887574],1
v1,1,0.000672,11.564139,[136 113] ; [37 69],[121.34366197 127.65633803] ; [51.65633803 54.34366197],1
n4,1,0.000967,10.88943,[208  48] ; [69 37],[195.88950276  60.11049724] ; [81.11049724 24.88950276],1
p6,1,0.001549,10.019248,[105 144] ; [25 78],[ 91.96022727 157.03977273] ; [38.03977273 64.96022727],0
v2,1,0.001745,9.800131,[132 111] ; [37 66],[118.69075145 124.30924855] ; [50.30924855 52.69075145],0
s2,1,0.001815,9.727803,[125 128] ; [33 72],[111.65921788 141.34078212] ; [46.34078212 58.65921788],0
s3,1,0.002027,9.524901,[143 108] ; [41 64],[129.73033708 121.26966292] ; [54.26966292 50.73033708],0
r2,1,0.006295,7.46377,[229  24] ; [84 21],[221.19832402  31.80167598] ; [91.80167598 13.19832402],0
d1,1,0.008068,7.018323,[143 113] ; [43 63],[131.5359116 124.4640884] ; [54.4640884 51.5359116],0
s6,1,0.008671,6.889305,[155  92] ; [49 54],[143.96571429 103.03428571] ; [60.03428571 42.96571429],0
a6,1,0.01204,6.304899,[165  90] ; [53 52],[154.41666667 100.58333333] ; [63.58333333 41.41666667],0
p5,1,0.018226,5.574305,[ 37 216] ; [ 6 99],[ 30.38826816 222.61173184] ; [12.61173184 92.38826816],0
b5,1,0.019992,5.412629,[140 116] ; [72 34],[149.92265193 106.07734807] ; [62.07734807 43.92265193],0
s5,1,0.025234,5.007765,[ 78 168] ; [20 81],[ 69.47550432 176.52449568] ; [28.52449568 72.47550432],0
d4,1,0.0287,4.785532,[206  49] ; [73 31],[198.17548747  56.82451253] ; [80.82451253 23.17548747],0
a7,1,0.049449,3.860041,[163  92] ; [56 50],[154.69529086 100.30470914] ; [64.30470914 41.69529086],0
v3,1,0.054102,3.709537,[ 96 155] ; [28 74],[ 88.16997167 162.83002833] ; [35.83002833 66.16997167],0
u2,1,0.059096,3.562582,[42 24] ; [21 25],[37.125 28.875] ; [25.875 20.125],0
p12,1,0.060229,3.531059,[ 17 234] ; [  2 104],[ 13.35854342 237.64145658] ; [  5.64145658 100.35854342],0
d3,1,0.064329,3.422103,[161  95] ; [55 50],[153.17451524 102.82548476] ; [62.82548476 42.17451524],0
s1,1,0.066257,3.373406,[  8 245] ; [ 8 98],[ 11.27576602 241.72423398] ; [  4.72423398 101.27576602],0
d5,1,0.082225,3.020371,[195  60] ; [71 34],[188.41666667  66.58333333] ; [77.58333333 27.41666667],0
n2,1,0.082312,3.018641,[34 11] ; [25 18],[30.17045455 14.82954545] ; [28.82954545 14.17045455],0
u1,1,0.101435,2.682842,[ 41 215] ; [10 96],[ 36.06629834 219.93370166] ; [14.93370166 91.06629834],0
n3,1,0.120865,2.406072,[34 10] ; [26 16],[30.69767442 13.30232558] ; [29.30232558 12.69767442],0
a4,1,0.207674,1.587568,[123 132] ; [43 62],[117.58333333 137.41666667] ; [48.41666667 56.58333333],0
d2,1,0.233848,1.417302,[126 130] ; [44 60],[120.88888889 135.11111111] ; [49.11111111 54.88888889],0
a2,1,0.302795,1.061846,[ 61 195] ; [20 86],[ 57.28176796 198.71823204] ; [23.71823204 82.28176796],0
a1,1,0.357287,0.847408,[ 17 239] ; [10 96],[ 19.09392265 236.90607735] ; [ 7.90607735 98.09392265],0
n1,1,0.453649,0.561519,[24 20] ; [20 23],[22.25287356 21.74712644] ; [21.74712644 21.25287356],0
b3,1,0.520813,0.412283,[ 57 105] ; [19 43],[ 54.96428571 107.03571429] ; [21.03571429 40.96428571],0
b2,1,0.520813,0.412283,[ 57 105] ; [19 43],[ 54.96428571 107.03571429] ; [21.03571429 40.96428571],0
s4,1,0.619442,0.246652,[ 36 216] ; [17 87],[ 37.51685393 214.48314607] ; [15.48314607 88.51685393],0
u3,1,0.68091,0.169103,[43 24] ; [29 19],[41.94782609 25.05217391] ; [30.05217391 17.94782609],0
p1,1,0.686209,0.16322,[ 20 233] ; [ 7 98],[ 19.08100559 233.91899441] ; [ 7.91899441 97.08100559],0
a8,1,0.765802,0.088727,[ 34 205] ; [13 87],[ 33.13569322 205.86430678] ; [13.86430678 86.13569322],0
b4,1,0.775866,0.08106,[148 108] ; [63 43],[149.21546961 106.78453039] ; [61.78453039 44.21546961],0
