Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,3e-06,22.024057,[76 37] ; [26 53],[60.03125 52.96875] ; [41.96875 37.03125],1
d3,1,0.000148,14.401411,[58 55] ; [19 60],[45.31770833 67.68229167] ; [31.68229167 47.31770833],1
a3,1,0.0004,12.534155,[70 43] ; [28 50],[57.97905759 55.02094241] ; [40.02094241 37.97905759],1
p1,1,0.001319,10.315374,[  6 106] ; [16 62],[12.96842105 99.03157895] ; [ 9.03157895 68.96842105],0
s2,1,0.005794,7.613285,[59 54] ; [25 53],[49.69633508 63.30366492] ; [34.30366492 43.69633508],0
p2,1,0.011493,6.387376,[104   9] ; [62 16],[98.20942408 14.79057592] ; [67.79057592 10.20942408],0
s6,1,0.014373,5.991736,[81 27] ; [44 32],[73.36956522 34.63043478] ; [51.63043478 24.36956522],0
b2,1,0.03436,4.476685,[24 36] ; [ 9 35],[19.03846154 40.96153846] ; [13.96153846 30.03846154],0
b3,1,0.03436,4.476685,[24 36] ; [ 9 35],[19.03846154 40.96153846] ; [13.96153846 30.03846154],0
a8,1,0.044908,4.022083,[18 86] ; [ 5 67],[13.59090909 90.40909091] ; [ 9.40909091 62.59090909],0
s3,1,0.064665,3.413491,[64 48] ; [33 43],[57.78723404 54.21276596] ; [39.21276596 36.78723404],0
r3,1,0.067652,3.339092,[108   5] ; [70  9],[104.76041667   8.23958333] ; [73.23958333  5.76041667],0
p4,1,0.071464,3.249077,[78 34] ; [45 34],[72.12565445 39.87434555] ; [50.87434555 28.12565445],0
n6,1,0.085805,2.951366,[96 16] ; [60 19],[91.47643979 20.52356021] ; [64.52356021 14.47643979],0
a5,1,0.130497,2.286585,[71 42] ; [41 38],[65.91666667 47.08333333] ; [46.08333333 32.91666667],0
u2,1,0.137323,2.207702,[26 17] ; [23 28],[22.41489362 20.58510638] ; [26.58510638 24.41489362],0
p11,1,0.139734,2.180889,[99 14] ; [63 16],[95.34375 17.65625] ; [66.65625 12.34375],0
u3,1,0.154433,2.027912,[23 18] ; [21 30],[19.60869565 21.39130435] ; [24.39130435 26.60869565],0
d2,1,0.174683,1.842286,[ 10 103] ; [12 67],[ 12.94791667 100.05208333] ; [ 9.05208333 69.94791667],0
r4,1,0.195915,1.67257,[98 15] ; [63 16],[94.75520833 18.24479167] ; [66.24479167 12.75520833],0
r1,1,0.201543,1.631158,[84 29] ; [52 27],[80.04166667 32.95833333] ; [55.95833333 23.04166667],0
n2,1,0.255445,1.293277,[18  3] ; [12  5],[16.57894737  4.42105263] ; [13.42105263  3.57894737],0
a7,1,0.292304,1.108978,[79 33] ; [50 29],[75.64397906 36.35602094] ; [53.35602094 25.64397906],0
b1,1,0.320828,0.985567,[42 71] ; [35 44],[45.31770833 67.68229167] ; [31.68229167 47.31770833],0
n3,1,0.336819,0.922502,[13  8] ; [13  4],[14.36842105  6.63157895] ; [11.63157895  5.36842105],0
s7,1,0.346931,0.884652,[54 53] ; [33 43],[50.86885246 56.13114754] ; [36.13114754 39.86885246],0
v1,1,0.352497,0.864449,[56 55] ; [34 44],[52.85714286 58.14285714] ; [37.14285714 40.85714286],0
s4,1,0.364167,0.823474,[16 96] ; [15 63],[18.27368421 93.72631579] ; [12.72631579 65.27368421],0
a4,1,0.366872,0.814231,[28 85] ; [15 63],[25.43979058 87.56020942] ; [17.56020942 60.43979058],0
b4,1,0.44066,0.594564,[65 48] ; [41 38],[62.38541667 50.61458333] ; [43.61458333 35.38541667],0
p12,1,0.475116,0.510052,[  8 103] ; [ 8 71],[  9.34736842 101.65263158] ; [ 6.65263158 72.34736842],0
p6,1,0.499848,0.455258,[49 62] ; [31 48],[46.73684211 64.26315789] ; [33.26315789 45.73684211],0
s8,1,0.501292,0.452199,[44 69] ; [27 52],[41.78645833 71.21354167] ; [29.21354167 49.78645833],0
p5,1,0.50759,0.439033,[20 93] ; [11 67],[18.34031414 94.65968586] ; [12.65968586 65.34031414],0
p10,1,0.530128,0.394147,[94 16] ; [64 14],[92.44680851 17.55319149] ; [65.55319149 12.44680851],0
n5,1,0.551068,0.355408,[83 28] ; [56 23],[81.20526316 29.79473684] ; [57.79473684 21.20526316],0
p3,1,0.597951,0.278097,[63 50] ; [41 38],[61.20833333 51.79166667] ; [42.79166667 36.20833333],0
v3,1,0.598021,0.277991,[38 74] ; [29 48],[39.7037037 72.2962963] ; [27.2962963 49.7037037],0
p9,1,0.610437,0.259539,[97 14] ; [67 12],[95.81052632 15.18947368] ; [68.18947368 10.81052632],0
s1,1,0.612245,0.256918,[  4 108] ; [ 4 75],[  4.69109948 107.30890052] ; [ 3.30890052 75.69109948],0
s5,1,0.618338,0.24821,[36 72] ; [23 54],[34.44324324 73.55675676] ; [24.55675676 52.44324324],0
u1,1,0.654311,0.200508,[  3 110] ; [ 3 76],[  3.53125 109.46875] ; [ 2.46875 76.53125],0
