Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.004143,8.220207,[ 6 33] ; [5 3],[ 9.12765957 29.87234043] ; [1.87234043 6.12765957],0
a6,1,0.050186,3.835227,[21 21] ; [1 7],[18.48 23.52] ; [3.52 4.48],0
b2,1,0.075425,3.160816,[13 12] ; [1 6],[10.9375 14.0625] ; [3.0625 3.9375],0
b3,1,0.075425,3.160816,[13 12] ; [1 6],[10.9375 14.0625] ; [3.0625 3.9375],0
b5,1,0.122823,2.380952,[19 23] ; [6 2],[21. 21.] ; [4. 4.],0
u2,1,0.138523,2.194286,[ 7 13] ; [3 1],[ 8.33333333 11.66666667] ; [1.66666667 2.33333333],0
s6,1,0.142457,2.15122,[10 31] ; [4 4],[11.71428571 29.28571429] ; [2.28571429 5.71428571],0
p2,1,0.155396,2.018468,[20 22] ; [6 2],[21.84 20.16] ; [4.16 3.84],0
p9,1,0.174757,1.841655,[20 19] ; [2 6],[18.25531915 20.74468085] ; [3.74468085 4.25531915],0
v1,1,0.197029,1.664259,[15 27] ; [1 7],[13.44 28.56] ; [2.56 5.44],0
n1,1,0.24421,1.356128,[13 10] ; [1 3],[11.92592593 11.07407407] ; [2.07407407 1.92592593],0
s2,1,0.248203,1.333389,[ 8 34] ; [3 5],[ 9.24 32.76] ; [1.76 6.24],0
b4,1,0.25008,1.322859,[25 17] ; [3 5],[23.52 18.48] ; [4.48 3.52],0
n5,1,0.286718,1.134968,[29 13] ; [7 1],[30.24 11.76] ; [5.76 2.24],0
u3,1,0.315286,1.008403,[ 5 15] ; [2 2],[ 5.83333333 14.16666667] ; [1.16666667 2.83333333],0
p6,1,0.343765,0.896341,[ 5 36] ; [2 6],[ 5.85714286 35.14285714] ; [1.14285714 6.85714286],0
r2,1,0.368066,0.810185,[28 14] ; [4 4],[26.88 15.12] ; [5.12 2.88],0
d2,1,0.418459,0.654638,[10 32] ; [3 5],[10.92 31.08] ; [2.08 5.92],0
d3,1,0.418459,0.654638,[10 32] ; [3 5],[10.92 31.08] ; [2.08 5.92],0
n6,1,0.440401,0.595238,[20 22] ; [5 3],[21. 21.] ; [4. 4.],0
p11,1,0.44549,0.5821,[15 27] ; [4 4],[15.96 26.04] ; [3.04 4.96],0
s5,1,0.448682,0.57398,[ 6 36] ; [2 6],[ 6.72 35.28] ; [1.28 6.72],0
p3,1,0.47911,0.500888,[10 32] ; [1 7],[ 9.24 32.76] ; [1.76 6.24],0
r1,1,0.479427,0.500165,[16 26] ; [2 6],[15.12 26.88] ; [2.88 5.12],0
s3,1,0.523118,0.407741,[10 28] ; [3 5],[10.73913043 27.26086957] ; [2.26086957 5.73913043],0
d5,1,0.557659,0.343774,[15 27] ; [2 6],[14.28 27.72] ; [2.72 5.28],0
b1,1,0.616924,0.250215,[25 17] ; [4 4],[24.36 17.64] ; [4.64 3.36],0
n4,1,0.616924,0.250215,[25 17] ; [4 4],[24.36 17.64] ; [4.64 3.36],0
n2,1,0.683017,0.166749,[14  9] ; [2 2],[13.62962963  9.37037037] ; [2.37037037 1.62962963],0
a5,1,0.686133,0.163304,[19 23] ; [3 5],[18.48 23.52] ; [3.52 4.48],0
p7,1,0.716655,0.13172,[15 27] ; [3 4],[15.42857143 26.57142857] ; [2.57142857 4.42857143],0
p4,1,0.73633,0.113379,[13 29] ; [2 6],[12.6 29.4] ; [2.4 5.6],0
s8,1,0.748876,0.102478,[ 7 34] ; [1 7],[ 6.69387755 34.30612245] ; [1.30612245 6.69387755],0
p8,1,0.776388,0.080672,[12 28] ; [2 6],[11.66666667 28.33333333] ; [2.33333333 5.66666667],0
a3,1,0.795558,0.067133,[22 18] ; [4 4],[21.66666667 18.33333333] ; [4.33333333 3.66666667],0
s1,1,0.797046,0.066138,[ 4 38] ; [1 7],[ 4.2 37.8] ; [0.8 7.2],0
p10,1,0.834732,0.043529,[17 24] ; [3 5],[16.73469388 24.26530612] ; [3.26530612 4.73469388],0
a4,1,0.850055,0.035739,[ 9 32] ; [2 6],[ 9.20408163 31.79591837] ; [1.79591837 6.20408163],0
v4,1,0.874862,0.024802,[25 17] ; [5 3],[25.2 16.8] ; [4.8 3.2],0
a1,1,0.89387,0.017798,[ 6 36] ; [1 7],[ 5.88 36.12] ; [1.12 6.88],0
a7,1,0.923171,0.009301,[15 27] ; [3 5],[15.12 26.88] ; [2.88 5.12],0
d4,1,0.923171,0.009301,[15 27] ; [3 5],[15.12 26.88] ; [2.88 5.12],0
p1,1,0.962128,0.002255,[ 5 37] ; [1 7],[ 5.04 36.96] ; [0.96 7.04],0
n3,1,1.0,0.0,[11 11] ; [2 2],[11. 11.] ; [2. 2.],0
v2,1,1.0,0.0,[ 5 35] ; [1 7],[ 5. 35.] ; [1. 7.],0
