Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,85.532482,[302  72] ; [43 76],[261.72413793 112.27586207] ; [83.27586207 35.72413793],1
d3,1,0.0,59.162463,[317  57] ; [60 59],[286.  88.] ; [91. 28.],1
a2,1,0.0,26.231074,[107 267] ; [  7 112],[ 86.48275862 287.51724138] ; [27.51724138 91.48275862],1
r4,1,1.3e-05,19.057071,[332  42] ; [86 33],[317.10344828  56.89655172] ; [100.89655172  18.10344828],1
v4,1,3.7e-05,17.040506,[355  19] ; [99 20],[344.4137931  29.5862069] ; [109.5862069   9.4137931],1
u1,1,6.4e-05,15.970712,[ 78 296] ; [  6 113],[ 63.72413793 310.27586207] ; [20.27586207 98.72413793],1
r3,1,0.001938,9.60781,[356  17] ; [104  15],[348.7398374  24.2601626] ; [111.2601626   7.7398374],0
r2,1,0.002336,9.264423,[348  22] ; [98 17],[340.24742268  29.75257732] ; [105.75257732   9.24742268],0
b5,1,0.003112,8.740622,[248 126] ; [61 58],[234.4137931 139.5862069] ; [74.5862069 44.4137931],0
r1,1,0.004116,8.232126,[306  67] ; [83 36],[294.91260163  78.08739837] ; [94.08739837 24.91260163],0
d5,1,0.010194,6.600725,[328  46] ; [93 26],[319.37931034  54.62068966] ; [101.62068966  17.37931034],0
b4,1,0.010264,6.588473,[235 139] ; [59 60],[223.03448276 150.96551724] ; [70.96551724 48.03448276],0
d1,1,0.010785,6.500435,[261 113] ; [68 51],[249.5862069 124.4137931] ; [79.4137931 39.5862069],0
a8,1,0.011831,6.336072,[ 52 285] ; [  7 106],[ 44.18444444 292.81555556] ; [14.81555556 98.18444444],0
b1,1,0.011882,6.32837,[134 240] ; [58 61],[145.65517241 228.34482759] ; [46.34482759 72.65517241],0
u3,1,0.02734,4.869218,[68 41] ; [11 17],[62.8540146 46.1459854] ; [16.1459854 11.8540146],0
p2,1,0.030886,4.65927,[304  69] ; [83 32],[295.80122951  77.19877049] ; [91.19877049 23.80122951],0
s7,1,0.059859,3.541282,[136 220] ; [54 58],[144.52991453 211.47008547] ; [45.47008547 66.52991453],0
p4,1,0.078755,3.090414,[210 163] ; [54 61],[201.78688525 171.21311475] ; [62.21311475 52.78688525],0
p10,1,0.080176,3.061323,[285  84] ; [81 36],[277.88888889  91.11111111] ; [88.11111111 28.88888889],0
v2,1,0.093612,2.811136,[207 152] ; [55 58],[199.27542373 159.72457627] ; [62.72457627 50.27542373],0
s8,1,0.142241,2.153544,[126 247] ; [49 70],[132.67276423 240.32723577] ; [42.32723577 76.67276423],0
s6,1,0.143282,2.142349,[214 157] ; [59 59],[207.12269939 163.87730061] ; [65.87730061 52.12269939],0
s1,1,0.146099,2.11252,[  9 361] ; [  6 112],[ 11.37295082 358.62704918] ; [  3.62704918 114.37295082],0
p11,1,0.171113,1.873167,[293  81] ; [86 33],[287.51724138  86.48275862] ; [91.48275862 27.51724138],0
b3,1,0.181025,1.789187,[ 74 136] ; [35 45],[ 78.93103448 131.06896552] ; [30.06896552 49.93103448],0
b2,1,0.181025,1.789187,[ 74 136] ; [35 45],[ 78.93103448 131.06896552] ; [30.06896552 49.93103448],0
p12,1,0.181845,1.782479,[ 21 350] ; [  3 113],[ 18.28336756 352.71663244] ; [  5.71663244 110.28336756],0
a3,1,0.188785,1.727071,[262 111] ; [91 28],[267.6199187 105.3800813] ; [85.3800813 33.6199187],0
v3,1,0.196212,1.670348,[129 227] ; [49 65],[134.82553191 221.17446809] ; [43.17446809 70.82553191],0
p8,1,0.26215,1.257365,[183 187] ; [50 65],[177.75257732 192.24742268] ; [55.24742268 59.75257732],0
p6,1,0.270529,1.214063,[115 255] ; [29 84],[110.31055901 259.68944099] ; [33.68944099 79.31055901],0
n4,1,0.33306,0.936964,[275  98] ; [93 26],[278.99186992  94.00813008] ; [89.00813008 29.99186992],0
p5,1,0.343364,0.897831,[ 20 352] ; [  9 107],[ 22.10655738 349.89344262] ; [  6.89344262 109.10655738],0
n5,1,0.355876,0.852395,[257 114] ; [87 31],[260.98977505 110.01022495] ; [83.01022495 34.98977505],0
p9,1,0.376771,0.781212,[294  74] ; [89 28],[290.60618557  77.39381443] ; [92.39381443 24.60618557],0
n6,1,0.444242,0.5853,[299  73] ; [91 27],[296.08163265  75.91836735] ; [93.91836735 24.08163265],0
n1,1,0.460848,0.543835,[26 60] ; [13 22],[27.71900826 58.28099174] ; [11.28099174 23.71900826],0
a1,1,0.469822,0.522395,[ 16 358] ; [  7 112],[ 17.44827586 356.55172414] ; [  5.55172414 113.44827586],0
n3,1,0.512906,0.428134,[57 29] ; [21 14],[55.43801653 30.56198347] ; [22.56198347 12.43801653],0
p7,1,0.525125,0.403815,[214 151] ; [63 51],[211.07515658 153.92484342] ; [65.92484342 48.07515658],0
p3,1,0.533811,0.387132,[162 211] ; [47 70],[159.09591837 213.90408163] ; [49.90408163 67.09591837],0
u2,1,0.549092,0.358946,[69 40] ; [16 12],[67.62773723 41.37226277] ; [17.37226277 10.62773723],0
v1,1,0.660248,0.193223,[171 191] ; [58 59],[173.06471816 188.93528184] ; [55.93528184 61.06471816],0
a5,1,0.692031,0.156896,[271 103] ; [84 35],[269.31034483 104.68965517] ; [85.68965517 33.31034483],0
d2,1,0.710117,0.138161,[186 188] ; [61 57],[187.7601626 186.2398374] ; [59.2398374 58.7601626],0
n2,1,0.813886,0.055421,[56 30] ; [22 13],[55.43801653 30.56198347] ; [22.56198347 12.43801653],0
s4,1,0.830121,0.04603,[ 41 330] ; [ 14 105],[ 41.64285714 329.35714286] ; [ 13.35714286 105.64285714],0
s3,1,0.921401,0.009736,[172 198] ; [55 62],[172.46406571 197.53593429] ; [54.53593429 62.46406571],0
u4,1,0.92781,0.008208,[ 10 364] ; [  3 116],[  9.86206897 364.13793103] ; [  3.13793103 115.86206897],0
a4,1,0.937567,0.006135,[166 207] ; [53 65],[166.36863544 206.63136456] ; [52.63136456 65.36863544],0
s2,1,0.951483,0.003702,[147 225] ; [47 71],[147.28163265 224.71836735] ; [46.71836735 71.28163265],0
