Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,61.815838,[104  17] ; [ 6 29],[85.32051282 35.67948718] ; [24.67948718 10.32051282],1
r3,1,0.0,33.562402,[109  12] ; [16 19],[96.95512821 24.04487179] ; [28.04487179  6.95512821],1
r2,1,0.0,28.35175,[113   8] ; [18 14],[103.60130719  17.39869281] ; [27.39869281  4.60130719],1
r1,1,1.1e-05,19.282024,[90 31] ; [12 23],[79.11538462 41.88461538] ; [22.88461538 12.11538462],1
n6,1,9.2e-05,15.292095,[91 30] ; [14 21],[81.44230769 39.55769231] ; [23.55769231 11.44230769],1
p10,1,9.9e-05,15.154536,[69 49] ; [ 7 27],[59. 59.] ; [17. 17.],1
s2,1,0.000226,13.604884,[55 65] ; [ 4 31],[45.67741935 74.32258065] ; [13.32258065 21.67741935],1
u3,1,0.000339,12.841236,[27 13] ; [ 2 13],[21.09090909 18.90909091] ; [7.90909091 7.09090909],1
s6,1,0.000362,12.719028,[68 51] ; [ 8 27],[58.72727273 60.27272727] ; [17.27272727 17.72727273],1
p9,1,0.000562,11.898537,[71 45] ; [ 9 24],[62.28187919 53.71812081] ; [17.71812081 15.28187919],1
s8,1,0.000657,11.607251,[47 73] ; [ 3 32],[38.70967742 81.29032258] ; [11.29032258 23.70967742],1
u2,1,0.00367,8.440068,[25 14] ; [ 3 12],[20.22222222 18.77777778] ; [7.77777778 7.22222222],0
v1,1,0.005111,7.839837,[48 70] ; [ 5 29],[41.14473684 76.85526316] ; [11.85526316 22.14473684],0
p4,1,0.006291,7.464993,[33 86] ; [ 2 33],[27.04545455 91.95454545] ; [ 7.95454545 27.04545455],0
p11,1,0.007627,7.119118,[69 52] ; [11 24],[62.05128205 58.94871795] ; [17.94871795 17.05128205],0
p1,1,0.00956,6.715027,[  7 114] ; [ 7 28],[ 10.85897436 110.14102564] ; [ 3.14102564 31.85897436],0
b5,1,0.021775,5.263685,[78 43] ; [15 20],[72.13461538 48.86538462] ; [20.86538462 14.13461538],0
s3,1,0.026971,4.892682,[61 59] ; [10 24],[55.32467532 64.67532468] ; [15.67532468 18.32467532],0
d3,1,0.026988,4.89161,[70 50] ; [13 22],[64.25806452 55.74193548] ; [18.74193548 16.25806452],0
v2,1,0.042542,4.113501,[52 61] ; [ 9 25],[46.89115646 66.10884354] ; [14.10884354 19.89115646],0
a7,1,0.043685,4.068692,[75 46] ; [15 20],[69.80769231 51.19230769] ; [20.19230769 14.80769231],0
n2,1,0.047122,3.941044,[35 13] ; [ 9 10],[31.52238806 16.47761194] ; [12.47761194  6.52238806],0
p3,1,0.060322,3.528523,[32 88] ; [ 4 31],[27.87096774 92.12903226] ; [ 8.12903226 26.87096774],0
n3,1,0.071089,3.257692,[31 14] ; [ 8 10],[27.85714286 17.14285714] ; [11.14285714  6.85714286],0
a6,1,0.072131,3.233845,[72 48] ; [15 20],[67.35483871 52.64516129] ; [19.64516129 15.35483871],0
p6,1,0.085649,2.954307,[ 16 103] ; [ 1 33],[ 13.22222222 105.77777778] ; [ 3.77777778 30.22222222],0
p7,1,0.092625,2.828156,[29 88] ; [ 4 31],[25.40131579 91.59868421] ; [ 7.59868421 27.40131579],0
a8,1,0.103779,2.646493,[  9 107] ; [ 6 29],[ 11.52317881 104.47682119] ; [ 3.47682119 31.52317881],0
v3,1,0.104183,2.64032,[39 71] ; [ 7 27],[35.13888889 74.86111111] ; [10.86111111 23.13888889],0
u1,1,0.105455,2.621046,[ 20 101] ; [ 2 33],[ 17.06410256 103.93589744] ; [ 4.93589744 30.06410256],0
n1,1,0.166301,1.915972,[18 28] ; [11  8],[20.52307692 25.47692308] ; [ 8.47692308 10.52307692],0
a1,1,0.17819,1.812659,[ 11 110] ; [ 6 29],[ 13.18589744 107.81410256] ; [ 3.81410256 31.18589744],0
a2,1,0.183571,1.768474,[26 95] ; [ 4 31],[23.26923077 97.73076923] ; [ 6.73076923 28.26923077],0
a5,1,0.192416,1.699021,[77 44] ; [18 17],[73.68589744 47.31410256] ; [21.31410256 13.68589744],0
s5,1,0.21066,1.566882,[27 84] ; [ 5 30],[24.32876712 86.67123288] ; [ 7.67123288 27.32876712],0
a4,1,0.220724,1.499659,[57 64] ; [12 22],[53.86451613 67.13548387] ; [15.13548387 18.86451613],0
s7,1,0.239972,1.380757,[45 69] ; [ 9 23],[42.16438356 71.83561644] ; [11.83561644 20.16438356],0
n4,1,0.241383,1.372496,[77 44] ; [26  9],[79.89102564 41.10897436] ; [23.10897436 11.89102564],0
d5,1,0.271871,1.20728,[87 33] ; [22 13],[84.38709677 35.61290323] ; [24.61290323 10.38709677],0
d4,1,0.279961,1.167281,[93 27] ; [24 11],[90.58064516 29.41935484] ; [26.41935484  8.58064516],0
s4,1,0.281425,1.160198,[27 92] ; [ 5 30],[24.72727273 94.27272727] ; [ 7.27272727 27.72727273],0
b4,1,0.314566,1.011408,[68 53] ; [23 12],[70.58333333 50.41666667] ; [20.41666667 14.58333333],0
a3,1,0.380023,0.770629,[81 40] ; [20 14],[78.84516129 42.15483871] ; [22.15483871 11.84516129],0
p12,1,0.483777,0.490338,[  7 113] ; [ 1 34],[  6.19354839 113.80645161] ; [ 1.80645161 33.19354839],0
d2,1,0.574064,0.31593,[60 59] ; [19 15],[61.44444444 57.55555556] ; [17.55555556 16.44444444],0
s1,1,0.601866,0.27219,[ 10 109] ; [ 2 33],[  9.27272727 109.72727273] ; [ 2.72727273 32.27272727],0
b2,1,0.728179,0.12079,[30 48] ; [11 15],[30.75 47.25] ; [10.25 15.75],0
b3,1,0.728179,0.12079,[30 48] ; [11 15],[30.75 47.25] ; [10.25 15.75],0
b1,1,0.816848,0.053639,[63 58] ; [19 16],[63.6025641 57.3974359] ; [18.3974359 16.6025641],0
d1,1,0.8478,0.036836,[61 60] ; [17 18],[60.5 60.5] ; [17.5 17.5],0
n5,1,0.887156,0.020137,[77 43] ; [22 13],[76.64516129 43.35483871] ; [22.35483871 12.64516129],0
u4,1,0.89442,0.017613,[  4 117] ; [ 1 34],[  3.87820513 117.12179487] ; [ 1.12179487 33.87820513],0
