Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.5e-05,15.940632,[31 18] ; [27 67],[19.87412587 29.12587413] ; [38.12587413 55.87412587],1
s2,1,0.015452,5.864135,[28 20] ; [36 61],[21.1862069 26.8137931] ; [42.8137931 54.1862069],0
s6,1,0.026131,4.947304,[33 13] ; [50 46],[26.88732394 19.11267606] ; [56.11267606 39.88732394],0
r2,1,0.027499,4.8592,[47  1] ; [82 13],[43.3006993  4.6993007] ; [85.6993007  9.3006993],0
n2,1,0.029696,4.726827,[13  1] ; [28 17],[9.72881356 4.27118644] ; [31.27118644 13.72881356],0
b4,1,0.030696,4.669881,[31 18] ; [43 54],[24.83561644 24.16438356] ; [49.16438356 47.83561644],0
s8,1,0.035122,4.439238,[24 24] ; [31 66],[18.20689655 29.79310345] ; [36.79310345 60.20689655],0
v1,1,0.039414,4.24294,[28 21] ; [38 59],[22.15068493 26.84931507] ; [43.84931507 53.15068493],0
r1,1,0.040596,4.192792,[40  9] ; [62 33],[34.70833333 14.29166667] ; [67.29166667 27.70833333],0
r4,1,0.043816,4.063631,[41  8] ; [66 31],[35.9109589 13.0890411] ; [71.0890411 25.9109589],0
p10,1,0.058623,3.575916,[32 16] ; [47 47],[26.70422535 21.29577465] ; [52.29577465 41.70422535],0
n4,1,0.069834,3.286909,[45  4] ; [77 19],[41.22758621  7.77241379] ; [80.77241379 15.22758621],0
s4,1,0.080866,3.047403,[ 4 44] ; [19 78],[ 7.6137931 40.3862069] ; [15.3862069 81.6137931],0
d3,1,0.09924,2.717723,[34 15] ; [53 43],[29.4 19.6] ; [57.6 38.4],0
a2,1,0.10006,2.704593,[15 34] ; [18 79],[11.07534247 37.92465753] ; [21.92465753 75.07534247],0
s3,1,0.101109,2.687959,[20 29] ; [53 43],[24.66896552 24.33103448] ; [48.33103448 47.66896552],0
n3,1,0.113742,2.50145,[10  3] ; [23 21],[7.52631579 5.47368421] ; [25.47368421 18.52631579],0
b2,1,0.120114,2.415834,[ 7 20] ; [24 31],[10.20731707 16.79268293] ; [20.79268293 34.20731707],0
b3,1,0.120114,2.415834,[ 7 20] ; [24 31],[10.20731707 16.79268293] ; [20.79268293 34.20731707],0
v4,1,0.141735,2.159022,[44  5] ; [77 19],[40.88965517  8.11034483] ; [80.11034483 15.88965517],0
p3,1,0.163566,1.940946,[21 27] ; [31 66],[17.2137931 30.7862069] ; [34.7862069 62.2137931],0
u1,1,0.163693,1.939773,[11 38] ; [13 84],[ 8.05479452 40.94520548] ; [15.94520548 81.05479452],0
r3,1,0.186804,1.742642,[40  9] ; [68 27],[36.75 12.25] ; [71.25 23.75],0
n6,1,0.186909,1.741811,[41  8] ; [71 25],[37.84827586 11.15172414] ; [74.15172414 21.84827586],0
s5,1,0.208936,1.578785,[17 29] ; [25 69],[13.8 32.2] ; [28.2 65.8],0
b5,1,0.210909,1.565178,[34 15] ; [57 40],[30.54109589 18.45890411] ; [60.45890411 36.54109589],0
p4,1,0.217371,1.521644,[25 22] ; [41 56],[21.54166667 25.45833333] ; [44.45833333 52.54166667],0
s7,1,0.243506,1.360183,[24 21] ; [38 51],[20.82089552 24.17910448] ; [41.17910448 47.82089552],0
p2,1,0.286704,1.135036,[34 14] ; [60 37],[31.11724138 16.88275862] ; [62.88275862 34.11724138],0
a5,1,0.309614,1.032322,[34 15] ; [59 38],[31.21232877 17.78767123] ; [61.78767123 35.21232877],0
d5,1,0.340679,0.907874,[38 11] ; [68 29],[35.57534247 13.42465753] ; [70.42465753 26.57534247],0
p8,1,0.375934,0.783957,[18 31] ; [28 67],[15.65277778 33.34722222] ; [30.34722222 64.65277778],0
d2,1,0.413049,0.670006,[27 22] ; [46 50],[24.66896552 24.33103448] ; [48.33103448 47.66896552],0
a1,1,0.438557,0.600054,[ 6 43] ; [ 8 89],[ 4.69863014 44.30136986] ; [ 9.30136986 87.69863014],0
p6,1,0.469887,0.522241,[17 31] ; [28 67],[15.1048951 32.8951049] ; [29.8951049 65.1048951],0
a3,1,0.503094,0.448404,[34 14] ; [62 33],[32.22377622 15.77622378] ; [63.77622378 31.22377622],0
p9,1,0.525863,0.402379,[33 16] ; [57 35],[31.27659574 17.72340426] ; [58.72340426 33.27659574],0
