Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,44.812509,[11 41] ; [124  46],[31.62162162 20.37837838] ; [103.37837838  66.62162162],1
s3,1,0.0,30.70625,[15 37] ; [121  48],[32. 20.] ; [104.  65.],1
s5,1,6e-06,20.504933,[10 42] ; [91 74],[24.20276498 27.79723502] ; [76.79723502 88.20276498],1
s7,1,0.0007,11.489427,[21 30] ; [109  52],[31.27358491 19.72641509] ; [98.72641509 62.27358491],1
s8,1,0.000867,11.092686,[20 32] ; [109  60],[30.35294118 21.64705882] ; [98.64705882 70.35294118],1
p5,1,0.001401,10.204697,[ 4 48] ; [ 50 120],[12.64864865 39.35135135] ; [ 41.35135135 128.64864865],0
p4,1,0.002237,9.343866,[39 13] ; [154  15],[45.41176471  6.58823529] ; [147.58823529  21.41176471],0
d4,1,0.003766,8.393222,[38 14] ; [150  18],[44.43636364  7.56363636] ; [143.56363636  24.43636364],0
r4,1,0.004618,8.023388,[44  8] ; [163   7],[48.48648649  3.51351351] ; [158.51351351  11.48648649],0
r3,1,0.005393,7.742654,[46  6] ; [165   4],[49.64705882  2.35294118] ; [161.35294118   7.64705882],0
s4,1,0.009323,6.759905,[ 5 47] ; [ 45 122],[11.87214612 40.12785388] ; [ 38.12785388 128.87214612],0
d5,1,0.014205,6.01248,[36 16] ; [142  26],[42.07272727  9.92727273] ; [135.92727273  32.07272727],0
p10,1,0.035441,4.423806,[41 11] ; [152  17],[45.41176471  6.58823529] ; [147.58823529  21.41176471],0
a1,1,0.06187,3.486538,[ 1 51] ; [ 17 153],[ 4.21621622 47.78378378] ; [ 13.78378378 156.21621622],0
n6,1,0.066797,3.360035,[43  9] ; [153  14],[46.53881279  5.46118721] ; [149.46118721  17.53881279],0
u3,1,0.078235,3.101196,[ 7 10] ; [29 15],[10.03278689  6.96721311] ; [25.96721311 18.03278689],0
d3,1,0.078642,3.092749,[34 18] ; [131  38],[38.82352941 13.17647059] ; [126.17647059  42.82352941],0
n5,1,0.078731,3.090909,[40 12] ; [147  22],[44.  8.] ; [143.  26.],0
p9,1,0.095237,2.783541,[44  8] ; [157  13],[47.08108108  4.91891892] ; [153.91891892  16.08108108],0
p12,1,0.118961,2.43095,[ 5 47] ; [ 32 138],[ 8.66666667 43.33333333] ; [ 28.33333333 141.66666667],0
d1,1,0.160881,1.965921,[30 22] ; [116  54],[34.1981982 17.8018018] ; [111.8018018  58.1981982],0
p11,1,0.16817,1.89918,[42 10] ; [150  20],[44.97297297  7.02702703] ; [147.02702703  22.97297297],0
a8,1,0.266714,1.23357,[ 5 41] ; [ 28 130],[ 7.44117647 38.55882353] ; [ 25.55882353 132.44117647],0
p2,1,0.298764,1.079704,[49  3] ; [152  18],[47.08108108  4.91891892] ; [153.91891892  16.08108108],0
u4,1,0.305057,1.051956,[ 1 51] ; [  9 161],[ 2.34234234 49.65765766] ; [  7.65765766 162.34234234],0
r2,1,0.312845,1.018628,[48  4] ; [160   7],[49.38812785  2.61187215] ; [158.61187215   8.38812785],0
a4,1,0.320522,0.986814,[21 31] ; [82 88],[24.12612613 27.87387387] ; [78.87387387 91.12612613],0
n4,1,0.321106,0.984434,[41 11] ; [144  26],[43.33333333  8.66666667] ; [141.66666667  28.33333333],0
r1,1,0.321106,0.984434,[41 11] ; [144  26],[43.33333333  8.66666667] ; [141.66666667  28.33333333],0
p3,1,0.347712,0.881788,[35 17] ; [125  44],[37.64705882 14.35294118] ; [122.35294118  46.64705882],0
u2,1,0.359237,0.84056,[8 9] ; [27 18],[9.59677419 7.40322581] ; [25.40322581 19.59677419],0
s1,1,0.38435,0.756744,[ 1 50] ; [  8 162],[ 2.07692308 48.92307692] ; [  6.92307692 163.07692308],0
b5,1,0.384709,0.755602,[32 20] ; [93 77],[29.27927928 22.72072072] ; [95.72072072 74.27927928],0
a5,1,0.385121,0.754291,[37 15] ; [131  39],[39.35135135 12.64864865] ; [128.64864865  41.35135135],0
n3,1,0.414216,0.666667,[7 2] ; [17 10],[6. 3.] ; [18.  9.],0
b4,1,0.43053,0.621394,[28 24] ; [102  68],[30.45045045 21.54954955] ; [99.54954955 70.45045045],0
a3,1,0.453209,0.562614,[35 16] ; [125  44],[37.09090909 13.90909091] ; [122.90909091  46.09090909],0
a7,1,0.499817,0.455325,[40 12] ; [122  47],[38.11764706 13.88235294] ; [123.88235294  45.11764706],0
b3,1,0.509257,0.435593,[17 18] ; [43 59],[15.32846715 19.67153285] ; [44.67153285 57.32846715],0
b2,1,0.509257,0.435593,[17 18] ; [43 59],[15.32846715 19.67153285] ; [44.67153285 57.32846715],0
