Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,36.903929,[ 5 49] ; [62 42],[22.89873418 31.10126582] ; [44.10126582 59.89873418],1
a3,1,0.0,33.091547,[18 34] ; [85 20],[34.11464968 17.88535032] ; [68.88535032 36.11464968],1
a6,1,5e-06,20.741405,[17 38] ; [72 33],[30.59375 24.40625] ; [58.40625 46.59375],1
d2,1,1.4e-05,18.852205,[15 40] ; [66 38],[28.01886792 26.98113208] ; [52.98113208 51.01886792],1
d1,1,2.7e-05,17.588546,[17 38] ; [69 36],[29.5625 25.4375] ; [56.4375 48.5625],1
u1,1,7.1e-05,15.771606,[ 1 54] ; [29 76],[10.3125 44.6875] ; [19.6875 85.3125],1
d5,1,0.000113,14.905382,[33 21] ; [92 13],[42.45283019 11.54716981] ; [82.54716981 22.45283019],1
r2,1,0.000204,13.79054,[44 10] ; [101   2],[49.87261146  4.12738854] ; [95.12738854  7.87261146],1
d3,1,0.003397,8.580997,[27 27] ; [77 28],[35.32075472 18.67924528] ; [68.67924528 36.32075472],0
p9,1,0.003655,8.447907,[26 26] ; [75 27],[34.1038961 17.8961039] ; [66.8961039 35.1038961],0
s5,1,0.004092,8.242424,[10 44] ; [41 58],[18. 36.] ; [33. 66.],0
d4,1,0.006657,7.363267,[35 20] ; [87 18],[41.9375 13.0625] ; [80.0625 24.9375],0
s8,1,0.009645,6.699385,[15 40] ; [50 53],[22.62658228 32.37341772] ; [42.37341772 60.62658228],0
r1,1,0.012771,6.200511,[33 22] ; [81 22],[39.6835443 15.3164557] ; [74.3164557 28.6835443],0
s7,1,0.021455,5.289483,[18 33] ; [53 43],[24.63265306 26.36734694] ; [46.36734694 49.63265306],0
v2,1,0.024582,5.053089,[18 35] ; [55 49],[24.6433121 28.3566879] ; [48.3566879 55.6433121],0
r4,1,0.029711,4.725965,[40 15] ; [91 14],[45.03125  9.96875] ; [85.96875 19.03125],0
p10,1,0.031542,4.623207,[25 28] ; [67 36],[31.25641026 21.74358974] ; [60.74358974 42.25641026],0
a7,1,0.037662,4.320224,[32 22] ; [79 26],[37.69811321 16.30188679] ; [73.30188679 31.69811321],0
v1,1,0.048013,3.909542,[17 36] ; [51 54],[22.81012658 30.18987342] ; [45.18987342 59.81012658],0
n1,1,0.052435,3.761842,[ 6 14] ; [20 15],[ 9.45454545 10.54545455] ; [16.54545455 18.45454545],0
p7,1,0.063768,3.436558,[22 32] ; [58 45],[27.51592357 26.48407643] ; [52.48407643 50.51592357],0
