Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.00119,10.50649,[23 14] ; [ 1 11],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
p9,1,0.004911,7.912088,[30  6] ; [5 7],[26.25  9.75] ; [8.75 3.25],0
r3,1,0.009951,6.643735,[31  5] ; [6 6],[27.75  8.25] ; [9.25 2.75],0
s6,1,0.009971,6.640015,[22 15] ; [ 2 10],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
a7,1,0.009971,6.640015,[22 15] ; [ 2 10],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
p10,1,0.033895,4.5,[27  9] ; [5 7],[24. 12.] ; [8. 4.],0
p7,1,0.03602,4.396148,[25 12] ; [4 8],[21.89795918 15.10204082] ; [7.10204082 4.89795918],0
u2,1,0.041227,4.166667,[12  4] ; [3 6],[9.6 6.4] ; [5.4 3.6],0
v2,1,0.050141,3.836735,[18 19] ; [ 2 10],[15.10204082 21.89795918] ; [4.89795918 7.10204082],0
r4,1,0.053974,3.713518,[14 23] ; [ 1 11],[11.32653061 25.67346939] ; [3.67346939 8.32653061],0
d2,1,0.053974,3.713518,[14 23] ; [ 1 11],[11.32653061 25.67346939] ; [3.67346939 8.32653061],0
a3,1,0.055841,3.656791,[21 16] ; [3 9],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
a6,1,0.055841,3.656791,[21 16] ; [3 9],[18.12244898 18.87755102] ; [5.87755102 6.12244898],0
p8,1,0.079696,3.071082,[20 17] ; [3 9],[17.36734694 19.63265306] ; [5.63265306 6.36734694],0
d5,1,0.10956,2.560554,[25 12] ; [5 7],[22.65306122 14.34693878] ; [7.34693878 4.65306122],0
n5,1,0.10956,2.560554,[25 12] ; [5 7],[22.65306122 14.34693878] ; [7.34693878 4.65306122],0
b1,1,0.110763,2.543305,[18 19] ; [9 3],[20.3877551 16.6122449] ; [6.6122449 5.3877551],0
n2,1,0.119467,2.424298,[10  4] ; [3 5],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
n3,1,0.119467,2.424298,[10  4] ; [3 5],[8.27272727 5.72727273] ; [4.72727273 3.27272727],0
a4,1,0.134199,2.243248,[11 26] ; [ 1 11],[ 9.06122449 27.93877551] ; [2.93877551 9.06122449],0
s5,1,0.177452,1.818834,[10 27] ; [ 1 11],[ 8.30612245 28.69387755] ; [2.69387755 9.30612245],0
d1,1,0.227723,1.455026,[13 24] ; [ 2 10],[11.32653061 25.67346939] ; [3.67346939 8.32653061],0
n6,1,0.247002,1.340183,[27 10] ; [6 5],[25.4375 11.5625] ; [7.5625 3.4375],0
p6,1,0.293477,1.103604,[12 25] ; [ 2 10],[10.57142857 26.42857143] ; [3.42857143 8.57142857],0
v1,1,0.331861,0.941623,[15 22] ; [3 9],[13.59183673 23.40816327] ; [4.40816327 7.59183673],0
s3,1,0.348443,0.879121,[11 25] ; [ 2 10],[ 9.75 26.25] ; [3.25 8.75],0
p4,1,0.35843,0.843385,[24 13] ; [6 6],[22.65306122 14.34693878] ; [7.34693878 4.65306122],0
n4,1,0.35843,0.843385,[24 13] ; [6 6],[22.65306122 14.34693878] ; [7.34693878 4.65306122],0
s1,1,0.391661,0.733779,[ 1 36] ; [ 1 11],[ 1.51020408 35.48979592] ; [ 0.48979592 11.51020408],0
u3,1,0.431847,0.617851,[ 6 10] ; [2 7],[ 5.12 10.88] ; [2.88 6.12],0
d4,1,0.443533,0.587125,[26 11] ; [7 5],[24.91836735 12.08163265] ; [8.08163265 3.91836735],0
v3,1,0.468314,0.525952,[10 27] ; [ 2 10],[ 9.06122449 27.93877551] ; [2.93877551 9.06122449],0
s8,1,0.515316,0.423257,[13 24] ; [3 9],[12.08163265 24.91836735] ; [3.91836735 8.08163265],0
d3,1,0.565023,0.331081,[22 15] ; [6 6],[21.14285714 15.85714286] ; [6.85714286 5.14285714],0
s7,1,0.653827,0.201109,[11 23] ; [4 6],[11.59090909 22.40909091] ; [3.40909091 6.59090909],0
b5,1,0.673659,0.177352,[19 18] ; [7 5],[19.63265306 17.36734694] ; [6.36734694 5.63265306],0
b4,1,0.673659,0.177352,[19 18] ; [7 5],[19.63265306 17.36734694] ; [6.36734694 5.63265306],0
s4,1,0.711322,0.13696,[ 8 29] ; [ 2 10],[ 7.55102041 29.44897959] ; [2.44897959 9.55102041],0
a1,1,0.71315,0.135151,[ 2 35] ; [ 1 11],[ 2.26530612 34.73469388] ; [ 0.73469388 11.26530612],0
s2,1,0.713858,0.134454,[11 25] ; [3 9],[10.5 25.5] ; [3.5 8.5],0
b2,1,0.723582,0.125086,[ 6 17] ; [2 4],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
b3,1,0.723582,0.125086,[ 6 17] ; [2 4],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
p3,1,0.778505,0.079111,[14 23] ; [4 8],[13.59183673 23.40816327] ; [4.40816327 7.59183673],0
a8,1,0.806243,0.06016,[ 4 30] ; [ 1 10],[ 3.77777778 30.22222222] ; [1.22222222 9.77777778],0
v4,1,0.813926,0.055397,[26 11] ; [8 4],[25.67346939 11.32653061] ; [8.32653061 3.67346939],0
r1,1,0.945013,0.004757,[15 22] ; [5 7],[15.10204082 21.89795918] ; [4.89795918 7.10204082],0
