Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000488,12.162051,[280  71] ; [56 34],[267.42857143  83.57142857] ; [68.57142857 21.42857143],1
u2,1,0.000843,11.143391,[69 27] ; [ 9 16],[61.88429752 34.11570248] ; [16.11570248  8.88429752],1
s2,1,0.002752,8.965171,[216 134] ; [70 19],[228.01822323 121.98177677] ; [57.98177677 31.01822323],0
a8,1,0.003438,8.559091,[ 57 258] ; [ 4 77],[ 48.52272727 266.47727273] ; [12.47727273 68.52272727],0
n1,1,0.014977,5.919185,[31 43] ; [ 3 19],[26.20833333 47.79166667] ; [ 7.79166667 14.20833333],0
s5,1,0.022581,5.20043,[133 210] ; [45 41],[142.31701632 200.68298368] ; [35.68298368 50.31701632],0
b5,1,0.025132,5.014782,[226 126] ; [69 21],[234.9321267 117.0678733] ; [60.0678733 29.9321267],0
v3,1,0.027827,4.838726,[143 194] ; [26 62],[134.00705882 202.99294118] ; [34.99294118 53.00705882],0
s3,1,0.030343,4.689774,[234 110] ; [71 18],[242.30946882 101.69053118] ; [62.69053118 26.30946882],0
v1,1,0.062643,3.465988,[201 138] ; [43 46],[193.26168224 145.73831776] ; [50.73831776 38.26168224],0
p12,1,0.08987,2.876709,[ 41 310] ; [ 5 85],[ 36.6122449 314.3877551] ; [ 9.3877551 80.6122449],0
p11,1,0.142526,2.150471,[276  76] ; [64 26],[270.76923077  81.23076923] ; [69.23076923 20.76923077],0
n5,1,0.145543,2.11835,[270  79] ; [63 27],[264.73120729  84.26879271] ; [68.26879271 21.73120729],0
p5,1,0.174355,1.845098,[ 50 299] ; [ 8 82],[ 46.10933941 302.89066059] ; [11.89066059 78.10933941],0
a1,1,0.178055,1.813787,[ 20 332] ; [ 2 88],[ 17.52036199 334.47963801] ; [ 4.47963801 85.52036199],0
v2,1,0.204534,1.609698,[211 126] ; [48 39],[205.85613208 131.14386792] ; [53.14386792 33.85613208],0
r1,1,0.283231,1.151519,[299  50] ; [73 17],[295.7357631  53.2642369] ; [76.2642369 13.7357631],0
p2,1,0.288605,1.126116,[304  47] ; [74 16],[300.85714286  50.14285714] ; [77.14285714 12.85714286],0
u4,1,0.294135,1.100598,[ 11 341] ; [ 1 89],[  9.55656109 342.44343891] ; [ 2.44343891 87.55656109],0
r4,1,0.317583,0.998875,[331  21] ; [82  8],[328.90497738  23.09502262] ; [84.09502262  5.90497738],0
a5,1,0.344613,0.893194,[271  81] ; [65 25],[267.58371041  84.41628959] ; [68.41628959 21.58371041],0
p8,1,0.347222,0.883582,[191 156] ; [43 44],[187.0921659 159.9078341] ; [46.9078341 40.0921659],0
