Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000126,14.707007,[ 5 28] ; [9 3],[10.26666667 22.73333333] ; [3.73333333 8.26666667],1
p3,1,0.003087,8.755431,[ 5 29] ; [7 5],[ 8.86956522 25.13043478] ; [3.13043478 8.86956522],0
s6,1,0.003418,8.569597,[ 7 27] ; [8 4],[11.08695652 22.91304348] ; [3.91304348 8.08695652],0
p6,1,0.011486,6.38859,[ 3 30] ; [5 7],[ 5.86666667 27.13333333] ; [2.13333333 9.86666667],0
u2,1,0.036789,4.360165,[ 4 15] ; [4 2],[ 6.08 12.92] ; [1.92 4.08],0
v3,1,0.051575,3.789488,[ 5 29] ; [5 7],[ 7.39130435 26.60869565] ; [2.60869565 9.39130435],0
s7,1,0.090624,2.86326,[ 5 28] ; [4 6],[ 6.90697674 26.09302326] ; [2.09302326 7.90697674],0
n6,1,0.098947,2.722438,[15 19] ; [8 3],[17.37777778 16.62222222] ; [5.62222222 5.37777778],0
r3,1,0.113436,2.505682,[16 17] ; [9 3],[18.33333333 14.66666667] ; [6.66666667 5.33333333],0
p4,1,0.134957,2.234535,[ 9 25] ; [6 6],[11.08695652 22.91304348] ; [3.91304348 8.08695652],0
s1,1,0.152574,2.046324,[ 3 31] ; [3 9],[ 4.43478261 29.56521739] ; [ 1.56521739 10.43478261],0
s8,1,0.161984,1.955603,[ 5 29] ; [4 8],[ 6.65217391 27.34782609] ; [2.34782609 9.65217391],0
v2,1,0.170022,1.882748,[ 7 26] ; [5 7],[ 8.8 24.2] ; [3.2 8.8],0
a5,1,0.179239,1.803922,[15 19] ; [8 4],[17. 17.] ; [6. 6.],0
n3,1,0.200441,1.639156,[8 5] ; [1 3],[6.88235294 6.11764706] ; [2.11764706 1.88235294],0
r1,1,0.227268,1.457881,[13 21] ; [7 5],[14.7826087 19.2173913] ; [5.2173913 6.7826087],0
a4,1,0.253943,1.301478,[ 8 26] ; [ 1 11],[ 6.65217391 27.34782609] ; [2.34782609 9.65217391],0
p8,1,0.254115,1.300535,[ 8 25] ; [5 7],[ 9.53333333 23.46666667] ; [3.46666667 8.53333333],0
n1,1,0.312132,1.021635,[7 6] ; [1 3],[6.11764706 6.88235294] ; [1.88235294 2.11764706],0
a7,1,0.319006,0.993016,[17 17] ; [4 8],[15.52173913 18.47826087] ; [5.47826087 6.52173913],0
p7,1,0.369507,0.805322,[12 22] ; [6 6],[13.30434783 20.69565217] ; [4.69565217 7.30434783],0
p2,1,0.396695,0.718323,[15 19] ; [7 5],[16.26086957 17.73913043] ; [5.73913043 6.26086957],0
b5,1,0.396695,0.718323,[15 19] ; [7 5],[16.26086957 17.73913043] ; [5.73913043 6.26086957],0
p12,1,0.431011,0.620098,[ 1 33] ; [ 1 11],[ 1.47826087 32.52173913] ; [ 0.52173913 11.47826087],0
s5,1,0.452984,0.563176,[ 3 31] ; [ 2 10],[ 3.69565217 30.30434783] ; [ 1.30434783 10.69565217],0
a6,1,0.476717,0.506364,[13 21] ; [6 6],[14.04347826 19.95652174] ; [4.95652174 7.04347826],0
p10,1,0.52412,0.405778,[13 20] ; [6 6],[13.93333333 19.06666667] ; [5.06666667 6.93333333],0
a8,1,0.530201,0.394006,[ 5 27] ; [ 1 11],[ 4.36363636 27.63636364] ; [ 1.63636364 10.36363636],0
s4,1,0.573074,0.317565,[ 5 29] ; [ 1 11],[ 4.43478261 29.56521739] ; [ 1.56521739 10.43478261],0
b1,1,0.619307,0.246843,[17 17] ; [7 5],[17.73913043 16.26086957] ; [6.26086957 5.73913043],0
d4,1,0.619307,0.246843,[17 17] ; [7 5],[17.73913043 16.26086957] ; [6.26086957 5.73913043],0
p11,1,0.632215,0.229069,[14 20] ; [4 8],[13.30434783 20.69565217] ; [4.69565217 7.30434783],0
r2,1,0.725058,0.123697,[15 19] ; [6 6],[15.52173913 18.47826087] ; [5.47826087 6.52173913],0
p1,1,0.742668,0.107795,[ 4 30] ; [ 1 11],[ 3.69565217 30.30434783] ; [ 1.30434783 10.69565217],0
a1,1,0.742668,0.107795,[ 4 30] ; [ 1 11],[ 3.69565217 30.30434783] ; [ 1.30434783 10.69565217],0
d2,1,0.750072,0.101471,[ 7 27] ; [3 9],[ 7.39130435 26.60869565] ; [2.60869565 9.39130435],0
n4,1,0.762308,0.091477,[21 13] ; [8 4],[21.43478261 12.56521739] ; [7.56521739 4.43478261],0
a2,1,0.76751,0.087399,[ 2 32] ; [ 1 11],[ 2.2173913 31.7826087] ; [ 0.7826087 11.2173913],0
p9,1,0.786944,0.073052,[18 15] ; [6 6],[17.6 15.4] ; [6.4 5.6],0
a3,1,0.786944,0.073052,[15 18] ; [6 6],[15.4 17.6] ; [5.6 6.4],0
p5,1,0.786944,0.073052,[ 2 31] ; [ 1 11],[ 2.2 30.8] ; [ 0.8 11.2],0
b2,1,0.890782,0.018855,[ 8 14] ; [2 4],[ 7.85714286 14.14285714] ; [2.14285714 3.85714286],0
b3,1,0.890782,0.018855,[ 8 14] ; [2 4],[ 7.85714286 14.14285714] ; [2.14285714 3.85714286],0
n2,1,0.892795,0.018162,[6 7] ; [2 2],[6.11764706 6.88235294] ; [1.88235294 2.11764706],0
v1,1,0.902418,0.015033,[12 22] ; [4 8],[11.82608696 22.17391304] ; [4.17391304 7.82608696],0
d3,1,0.91822,0.010542,[ 8 26] ; [3 9],[ 8.13043478 25.86956522] ; [2.86956522 9.13043478],0
r4,1,0.91822,0.010542,[ 8 26] ; [3 9],[ 8.13043478 25.86956522] ; [2.86956522 9.13043478],0
n5,1,0.950336,0.003879,[23 11] ; [8 4],[22.91304348 11.08695652] ; [8.08695652 3.91304348],0
u3,1,0.95925,0.002611,[ 3 16] ; [1 5],[ 3.04 15.96] ; [0.96 5.04],0
b4,1,0.976346,0.000879,[20 14] ; [7 5],[19.95652174 14.04347826] ; [7.04347826 4.95652174],0
d5,1,0.976346,0.000879,[14 20] ; [5 7],[14.04347826 19.95652174] ; [4.95652174 7.04347826],0
