Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,47.96697,[21 93] ; [59 30],[44.92610837 69.07389163] ; [35.07389163 53.92610837],1
s6,1,0.0,25.742601,[36 77] ; [58 27],[53.64646465 59.35353535] ; [40.35353535 44.64646465],1
s8,1,0.0,25.394531,[16 98] ; [41 48],[32.00985222 81.99014778] ; [24.99014778 64.00985222],1
s7,1,8.5e-05,15.446859,[23 84] ; [42 45],[35.85051546 71.14948454] ; [29.14948454 57.85051546],1
s5,1,0.000916,10.989207,[14 98] ; [26 55],[23.21243523 88.78756477] ; [16.78756477 64.21243523],1
p2,1,0.008775,6.868151,[68 45] ; [69 20],[76.63861386 36.36138614] ; [60.36138614 28.63861386],0
v1,1,0.009946,6.644514,[33 80] ; [40 45],[41.66161616 71.33838384] ; [31.33838384 53.66161616],0
p10,1,0.013136,6.150754,[63 47] ; [66 23],[71.30653266 38.69346734] ; [57.69346734 31.30653266],0
p7,1,0.016345,5.76541,[45 68] ; [49 37],[53.37688442 59.62311558] ; [40.62311558 45.37688442],0
r3,1,0.018491,5.549069,[84 29] ; [78 11],[90.62376238 22.37623762] ; [71.37623762 17.62376238],0
r4,1,0.019834,5.426478,[53 61] ; [56 33],[61.21182266 52.78817734] ; [47.78817734 41.21182266],0
p3,1,0.025032,5.021647,[34 79] ; [40 48],[41.60199005 71.39800995] ; [32.39800995 55.60199005],0
p9,1,0.030992,4.653398,[73 36] ; [71 17],[79.6751269 29.3248731] ; [64.3248731 23.6751269],0
v2,1,0.033162,4.537399,[36 76] ; [40 45],[43.20812183 68.79187817] ; [32.79187817 52.20812183],0
b4,1,0.045382,4.004387,[57 57] ; [57 32],[64.01970443 49.98029557] ; [49.98029557 39.01970443],0
p12,1,0.049162,3.869809,[  1 112] ; [ 5 84],[  3.35643564 109.64356436] ; [ 2.64356436 86.35643564],0
p11,1,0.090418,2.866919,[69 45] ; [64 25],[74.68965517 39.31034483] ; [58.31034483 30.68965517],0
n2,1,0.092864,2.82402,[30 16] ; [21  4],[33.04225352 12.95774648] ; [17.95774648  7.04225352],0
r2,1,0.105488,2.620541,[82 29] ; [71 14],[86.64795918 24.35204082] ; [66.35204082 18.64795918],0
p4,1,0.111136,2.537987,[42 71] ; [43 46],[47.54950495 65.45049505] ; [37.45049505 51.54950495],0
