Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,82.851999,[10 85] ; [101  42],[44.30672269 50.69327731] ; [66.69327731 76.30672269],1
d5,1,0.0,58.298219,[57 38] ; [142   3],[78.77083333 16.22916667] ; [120.22916667  24.77083333],1
d4,1,0.0,56.399727,[61 34] ; [143   1],[81.08786611 13.91213389] ; [122.91213389  21.08786611],1
a4,1,0.0,32.273587,[18 77] ; [81 64],[39.1875 55.8125] ; [59.8125 85.1875],1
d3,1,0.0,31.133135,[50 45] ; [124  21],[68.875 26.125] ; [105.125  39.875],1
a2,1,1e-06,25.09295,[ 3 92] ; [ 42 103],[17.8125 77.1875] ; [ 27.1875 117.8125],1
a5,1,2.6e-05,17.673772,[51 44] ; [115  30],[65.70833333 29.29166667] ; [100.29166667  44.70833333],1
a3,1,5.2e-05,16.375616,[52 43] ; [115  30],[66.10416667 28.89583333] ; [100.89583333  44.10416667],1
u1,1,0.001576,9.987529,[ 6 89] ; [ 31 114],[14.64583333 80.35416667] ; [ 22.35416667 122.64583333],0
n4,1,0.002588,9.077384,[56 38] ; [112  32],[66.35294118 27.64705882] ; [101.64705882  42.35294118],0
n2,1,0.014046,6.032362,[25  4] ; [21 15],[20.52307692  8.47692308] ; [25.47692308 10.52307692],0
v3,1,0.03676,4.361493,[39 55] ; [76 61],[46.7965368 47.2034632] ; [68.2034632 68.7965368],0
a7,1,0.036845,4.357557,[63 32] ; [113  31],[69.958159 25.041841] ; [106.041841  37.958159],0
a6,1,0.076168,3.144828,[57 38] ; [103  42],[63.33333333 31.66666667] ; [96.66666667 48.33333333],0
r2,1,0.086719,2.934248,[81 11] ; [133   8],[84.49785408  7.50214592] ; [129.50214592  11.49785408],0
s2,1,0.111565,2.531915,[41 53] ; [78 66],[47. 47.] ; [72. 72.],0
p11,1,0.120061,2.416523,[67 28] ; [115  30],[72.04166667 22.95833333] ; [109.95833333  35.04166667],0
p12,1,0.13587,2.224126,[ 2 92] ; [  9 134],[ 4.3628692 89.6371308] ; [  6.6371308 136.3628692],0
n6,1,0.147911,2.09366,[71 22] ; [120  23],[75.26694915 17.73305085] ; [115.73305085  27.26694915],0
r1,1,0.164347,1.933769,[73 22] ; [121  23],[77.11297071 17.88702929] ; [116.88702929  27.11297071],0
p7,1,0.171511,1.869683,[53 40] ; [65 71],[47.92139738 45.07860262] ; [70.07860262 65.92139738],0
p4,1,0.174888,1.840539,[33 61] ; [62 79],[38. 56.] ; [57. 84.],0
b1,1,0.212653,1.553271,[32 63] ; [ 38 107],[27.70833333 67.29166667] ; [ 42.29166667 102.70833333],0
b5,1,0.213386,1.548301,[54 41] ; [94 51],[58.58333333 36.41666667] ; [89.41666667 55.58333333],0
s7,1,0.228867,1.447888,[36 53] ; [68 72],[40.41921397 48.58078603] ; [63.58078603 76.41921397],0
p6,1,0.311012,1.026371,[27 67] ; [ 32 108],[23.7008547 70.2991453] ; [ 35.2991453 104.7008547],0
r3,1,0.312066,1.021911,[88  5] ; [139   4],[89.45338983  3.54661017] ; [137.54661017   5.45338983],0
p10,1,0.414754,0.665132,[67 26] ; [109  33],[69.65106383 23.34893617] ; [106.34893617  35.65106383],0
n3,1,0.460122,0.545598,[22  7] ; [25 12],[20.65151515  8.34848485] ; [26.34848485 10.65151515],0
s3,1,0.465924,0.531627,[46 47] ; [75 63],[48.71428571 44.28571429] ; [72.28571429 65.71428571],0
u2,1,0.47406,0.512498,[21 21] ; [17 12],[22.47887324 19.52112676] ; [15.52112676 13.47887324],0
p5,1,0.498588,0.45794,[ 5 90] ; [  5 139],[ 3.9748954 91.0251046] ; [  6.0251046 137.9748954],0
b3,1,0.505262,0.443866,[13 35] ; [29 60],[14.71532847 33.28467153] ; [27.28467153 61.71532847],0
b2,1,0.505262,0.443866,[13 35] ; [29 60],[14.71532847 33.28467153] ; [27.28467153 61.71532847],0
s6,1,0.539893,0.375738,[60 31] ; [88 54],[57.80257511 33.19742489] ; [90.19742489 51.80257511],0
s1,1,0.545575,0.365305,[ 1 91] ; [  3 137],[ 1.5862069 90.4137931] ; [  2.4137931 137.5862069],0
p1,1,0.546745,0.36318,[ 4 91] ; [  4 140],[ 3.17991632 91.82008368] ; [  4.82008368 139.17991632],0
u4,1,0.547538,0.361746,[ 1 94] ; [  3 142],[ 1.58333333 93.41666667] ; [  2.41666667 142.58333333],0
v1,1,0.578629,0.308456,[54 38] ; [77 63],[51.94827586 40.05172414] ; [79.05172414 60.94827586],0
b4,1,0.589976,0.290381,[55 40] ; [89 56],[57. 38.] ; [87. 58.],0
v4,1,0.609098,0.26149,[86  6] ; [132  12],[84.98305085  7.01694915] ; [133.01694915  10.98305085],0
s4,1,0.611868,0.257464,[16 78] ; [ 21 123],[14.61344538 79.38655462] ; [ 22.38655462 121.61344538],0
r4,1,0.620609,0.245013,[79 16] ; [124  21],[80.35416667 14.64583333] ; [122.64583333  22.35416667],0
u3,1,0.642774,0.215133,[22 21] ; [17 13],[22.97260274 20.02739726] ; [16.02739726 13.97260274],0
p9,1,0.699151,0.149357,[73 20] ; [112  27],[74.15948276 18.84051724] ; [110.84051724  28.15948276],0
n5,1,0.748475,0.102817,[61 32] ; [96 46],[62.13191489 30.86808511] ; [94.86808511 47.13191489],0
s5,1,0.792311,0.069333,[25 68] ; [39 98],[25.87826087 67.12173913] ; [38.12173913 98.87826087],0
a8,1,0.85274,0.034456,[13 76] ; [ 17 107],[12.53521127 76.46478873] ; [ 17.46478873 106.53521127],0
a1,1,0.879653,0.022925,[ 5 90] ; [  7 138],[ 4.75 90.25] ; [  7.25 137.75],0
p2,1,0.883298,0.021547,[74 21] ; [111  33],[73.53556485 21.46443515] ; [111.46443515  32.53556485],0
s8,1,0.887815,0.019901,[37 58] ; [57 86],[37.5210084 57.4789916] ; [56.4789916 86.5210084],0
p8,1,0.958105,0.00276,[36 58] ; [52 85],[35.80952381 58.19047619] ; [52.19047619 84.80952381],0
n1,1,1.0,0.0,[ 7 21] ; [ 9 27],[ 7. 21.] ; [ 9. 27.],0
