Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,35.695198,[17  6] ; [12 79],[ 5.85087719 17.14912281] ; [23.14912281 67.85087719],1
u1,1,7e-06,20.201864,[10 15] ; [ 6 92],[ 3.25203252 21.74796748] ; [12.74796748 85.25203252],1
s6,1,3.5e-05,17.120672,[19  6] ; [30 68],[ 9.95934959 15.04065041] ; [39.04065041 58.95934959],1
s2,1,5.7e-05,16.214397,[12 13] ; [12 86],[ 4.87804878 20.12195122] ; [19.12195122 78.87804878],1
s5,1,0.00015,14.367259,[12 13] ; [13 83],[ 5.16528926 19.83471074] ; [19.83471074 76.16528926],1
p6,1,0.0006,11.775891,[12 13] ; [15 80],[ 5.625 19.375] ; [21.375 73.625],1
b4,1,0.000654,11.61672,[21  4] ; [45 53],[13.41463415 11.58536585] ; [52.58536585 45.41463415],1
v3,1,0.001039,10.756605,[15  9] ; [25 68],[ 8.20512821 15.79487179] ; [31.79487179 61.20512821],0
p10,1,0.001285,10.36343,[19  6] ; [37 56],[11.86440678 13.13559322] ; [44.13559322 48.86440678],0
r4,1,0.001914,9.630272,[22  3] ; [53 45],[15.24390244  9.75609756] ; [59.75609756 38.24390244],0
a4,1,0.005468,7.71768,[17  8] ; [36 61],[10.86065574 14.13934426] ; [42.13934426 54.86065574],0
p4,1,0.009682,6.692514,[14 11] ; [27 68],[ 8.54166667 16.45833333] ; [32.45833333 62.54166667],0
p9,1,0.009834,6.664641,[18  7] ; [39 52],[12.28448276 12.71551724] ; [44.71551724 46.28448276],0
r1,1,0.010898,6.481917,[21  4] ; [54 42],[15.49586777  9.50413223] ; [59.50413223 36.49586777],0
n6,1,0.010898,6.481917,[21  4] ; [54 42],[15.49586777  9.50413223] ; [59.50413223 36.49586777],0
d4,1,0.013886,6.052628,[23  2] ; [66 32],[18.08943089  6.91056911] ; [70.91056911 27.08943089],0
p3,1,0.017579,5.637649,[13 12] ; [26 70],[ 8.05785124 16.94214876] ; [30.94214876 65.05785124],0
v2,1,0.021781,5.263158,[15 10] ; [33 62],[10. 15.] ; [38. 57.],0
v4,1,0.02196,5.248949,[24  1] ; [73 24],[19.87704918  5.12295082] ; [77.12295082 19.87704918],0
u2,1,0.026425,4.927998,[5 1] ; [13 24],[2.51162791 3.48837209] ; [15.48837209 21.51162791],0
r3,1,0.038552,4.280518,[22  3] ; [65 32],[17.82786885  7.17213115] ; [69.17213115 27.82786885],0
d2,1,0.048795,3.882384,[15 10] ; [37 60],[10.6557377 14.3442623] ; [41.3442623 55.6557377],0
v1,1,0.07303,3.213576,[13 12] ; [32 66],[ 9.14634146 15.85365854] ; [35.85365854 62.14634146],0
a5,1,0.084477,2.9766,[19  6] ; [56 42],[15.24390244  9.75609756] ; [59.75609756 38.24390244],0
d1,1,0.085071,2.965262,[15 10] ; [40 58],[11.17886179 13.82113821] ; [43.82113821 54.17886179],0
d5,1,0.101118,2.687828,[22  3] ; [70 27],[18.85245902  6.14754098] ; [73.14754098 23.85245902],0
p5,1,0.144036,2.134301,[ 2 23] ; [ 2 93],[ 0.83333333 24.16666667] ; [ 3.16666667 91.83333333],0
r2,1,0.191272,1.707789,[23  2] ; [77 18],[20.83333333  4.16666667] ; [79.16666667 15.83333333],0
n4,1,0.192862,1.695615,[18  7] ; [56 41],[15.16393443  9.83606557] ; [58.83606557 38.16393443],0
a3,1,0.206599,1.595099,[19  6] ; [60 36],[16.32231405  8.67768595] ; [62.67768595 33.32231405],0
a2,1,0.266357,1.235415,[ 8 17] ; [21 77],[ 5.89430894 19.10569106] ; [23.10569106 74.89430894],0
p12,1,0.30143,1.067859,[ 1 24] ; [ 1 95],[ 0.41322314 24.58677686] ; [ 1.58677686 94.41322314],0
n5,1,0.331285,0.943869,[17  8] ; [55 41],[14.87603306 10.12396694] ; [57.12396694 38.87603306],0
d3,1,0.430626,0.621134,[17  8] ; [57 39],[15.2892562  9.7107438] ; [58.7107438 37.2892562],0
p2,1,0.479495,0.500011,[15 10] ; [50 46],[13.42975207 11.57024793] ; [51.57024793 44.42975207],0
p8,1,0.479661,0.499635,[ 8 17] ; [24 72],[ 6.61157025 18.38842975] ; [25.38842975 70.61157025],0
s4,1,0.480391,0.497976,[ 5 20] ; [14 84],[ 3.86178862 21.13821138] ; [15.13821138 82.86178862],0
s1,1,0.667764,0.184229,[ 1 24] ; [ 6 90],[ 1.44628099 23.55371901] ; [ 5.55371901 90.44628099],0
n3,1,0.68145,0.168498,[4 3] ; [19 20],[3.5 3.5] ; [19.5 19.5],0
b5,1,0.69129,0.157692,[15 10] ; [63 35],[15.85365854  9.14634146] ; [62.14634146 35.85365854],0
b2,1,0.70424,0.144098,[4 9] ; [20 35],[4.58823529 8.41176471] ; [19.41176471 35.58823529],0
b3,1,0.70424,0.144098,[4 9] ; [20 35],[4.58823529 8.41176471] ; [19.41176471 35.58823529],0
a8,1,0.704352,0.143985,[ 1 21] ; [ 6 83],[ 1.38738739 20.61261261] ; [ 5.61261261 83.38738739],0
b1,1,0.723359,0.125297,[14 11] ; [51 47],[13.21138211 11.78861789] ; [51.78861789 46.21138211],0
n1,1,0.745405,0.105433,[3 5] ; [12 26],[2.60869565 5.39130435] ; [12.39130435 25.60869565],0
p7,1,0.752118,0.09976,[10 15] ; [34 59],[ 9.3220339 15.6779661] ; [34.6779661 58.3220339],0
a1,1,0.853132,0.034271,[ 2 23] ; [ 9 89],[ 2.23577236 22.76422764] ; [ 8.76422764 89.23577236],0
a7,1,0.879168,0.023111,[16  9] ; [63 33],[16.32231405  8.67768595] ; [62.67768595 33.32231405],0
p1,1,0.985281,0.00034,[ 1 24] ; [ 4 94],[ 1.01626016 23.98373984] ; [ 3.98373984 94.01626016],0
a6,1,0.991214,0.000121,[14 11] ; [55 43],[14.02439024 10.97560976] ; [54.97560976 43.02439024],0
n2,1,1.0,0.0,[4 4] ; [20 20],[4. 4.] ; [20. 20.],0
