Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000244,13.454846,[22 21] ; [91 22],[31.1474359 11.8525641] ; [81.8525641 31.1474359],1
p10,1,0.000348,12.794682,[22 20] ; [90 21],[30.74509804 11.25490196] ; [81.25490196 29.74509804],1
r3,1,0.000546,11.953106,[35  8] ; [109   3],[39.9483871  3.0516129] ; [104.0516129   7.9483871],1
p9,1,0.000588,11.814219,[25 17] ; [93 16],[32.82119205  9.17880795] ; [85.17880795 23.82119205],1
n6,1,0.005459,7.720884,[30 13] ; [99 13],[35.78709677  7.21290323] ; [93.21290323 18.78709677],0
d1,1,0.007347,7.186107,[18 25] ; [74 39],[25.35897436 17.64102564] ; [66.64102564 46.35897436],0
p7,1,0.008803,6.862378,[12 29] ; [57 50],[19.11486486 21.88513514] ; [49.88513514 57.11486486],0
v1,1,0.01272,6.207702,[18 25] ; [71 40],[24.85064935 18.14935065] ; [64.14935065 46.85064935],0
v2,1,0.019551,5.451511,[26 16] ; [89 22],[31.56862745 10.43137255] ; [83.43137255 27.56862745],0
d4,1,0.021533,5.283114,[31 12] ; [98 14],[35.78709677  7.21290323] ; [93.21290323 18.78709677],0
r4,1,0.02704,4.888272,[33 10] ; [102  11],[37.21153846  5.78846154] ; [97.78846154 15.21153846],0
n4,1,0.046277,3.971491,[28 15] ; [90 22],[32.73548387 10.26451613] ; [85.26451613 26.73548387],0
n5,1,0.047811,3.91661,[27 16] ; [87 24],[31.83116883 11.16883117] ; [82.16883117 28.83116883],0
s8,1,0.050744,3.816689,[14 29] ; [56 56],[19.41935484 23.58064516] ; [50.58064516 61.41935484],0
u3,1,0.052449,3.761387,[ 5 10] ; [18 10],[8.02325581 6.97674419] ; [14.97674419 13.02325581],0
r1,1,0.067663,3.338811,[30 13] ; [93 19],[34.12258065  8.87741935] ; [88.87741935 23.12258065],0
v4,1,0.104079,2.641894,[38  5] ; [107   5],[40.22580645  2.77419355] ; [104.77419355   7.22580645],0
u2,1,0.11769,2.447802,[7 9] ; [19  9],[9.45454545 6.54545455] ; [16.54545455 11.45454545],0
n1,1,0.118895,2.431823,[ 2 13] ; [10 18],[ 4.18604651 10.81395349] ; [ 7.81395349 20.18604651],0
a3,1,0.123155,2.376736,[27 16] ; [85 28],[30.87179487 12.12820513] ; [81.12820513 31.87179487],0
a4,1,0.147055,2.102541,[15 28] ; [54 59],[19.01923077 23.98076923] ; [49.98076923 63.01923077],0
a6,1,0.199532,1.645796,[25 18] ; [78 35],[28.39102564 14.60897436] ; [74.60897436 38.39102564],0
s3,1,0.211451,1.561462,[19 23] ; [60 46],[22.41891892 19.58108108] ; [56.58108108 49.41891892],0
s6,1,0.215036,1.537197,[24 18] ; [74 35],[27.25827815 14.74172185] ; [70.74172185 38.25827815],0
s1,1,0.22831,1.451359,[ 3 40] ; [  3 106],[ 1.69736842 41.30263158] ; [  4.30263158 104.69736842],0
b1,1,0.234398,1.413971,[16 27] ; [31 82],[12.95512821 30.04487179] ; [34.04487179 78.95512821],0
s4,1,0.261211,1.26233,[ 7 36] ; [ 11 101],[ 4.99354839 38.00645161] ; [13.00645161 98.99354839],0
r2,1,0.261888,1.258748,[41  1] ; [104   8],[39.54545455  2.45454545] ; [105.45454545   6.54545455],0
s7,1,0.318973,0.993155,[17 25] ; [53 54],[19.73154362 22.26845638] ; [50.26845638 56.73154362],0
a5,1,0.335745,0.92661,[27 16] ; [80 33],[29.49358974 13.50641026] ; [77.50641026 35.49358974],0
b5,1,0.349831,0.874069,[29 14] ; [67 46],[26.46153846 16.53846154] ; [69.53846154 43.46153846],0
p6,1,0.361494,0.832698,[ 8 34] ; [29 82],[10.15686275 31.84313725] ; [26.84313725 84.15686275],0
p1,1,0.362963,0.827615,[ 4 39] ; [  6 107],[ 2.75641026 40.24358974] ; [  7.24358974 105.75641026],0
a8,1,0.386034,0.751397,[ 4 35] ; [16 84],[ 5.61151079 33.38848921] ; [14.38848921 85.61151079],0
d5,1,0.403556,0.697705,[32 11] ; [91 22],[33.90384615  9.09615385] ; [89.09615385 23.90384615],0
n2,1,0.417292,0.657929,[11  6] ; [22  7],[12.19565217  4.80434783] ; [20.80434783  8.19565217],0
d2,1,0.459457,0.547217,[20 23] ; [59 52],[22.05844156 20.94155844] ; [56.94155844 54.05844156],0
p8,1,0.472272,0.516656,[16 26] ; [49 61],[17.96052632 24.03947368] ; [47.03947368 62.96052632],0
a1,1,0.498112,0.458956,[ 4 39] ; [  7 106],[ 3.03205128 39.96794872] ; [  7.96794872 105.03205128],0
p4,1,0.500092,0.454741,[14 26] ; [46 66],[15.78947368 24.21052632] ; [44.21052632 67.78947368],0
b3,1,0.557963,0.343243,[ 6 13] ; [28 44],[ 7.0989011 11.9010989] ; [26.9010989 45.0989011],0
b2,1,0.557963,0.343243,[ 6 13] ; [28 44],[ 7.0989011 11.9010989] ; [26.9010989 45.0989011],0
n3,1,0.605286,0.267097,[10  6] ; [21  9],[10.7826087  5.2173913] ; [20.2173913  9.7826087],0
u1,1,0.629939,0.232143,[ 7 36] ; [15 98],[ 6.06410256 36.93589744] ; [15.93589744 97.06410256],0
