Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,64.969326,[105  45] ; [ 82 196],[65.53738318 84.46261682] ; [121.46261682 156.53738318],1
b1,1,0.000509,12.084034,[75 75] ; [ 92 188],[58.25581395 91.74418605] ; [108.74418605 171.25581395],1
p7,1,0.00057,11.870031,[80 70] ; [ 98 174],[63.27014218 86.72985782] ; [114.72985782 157.27014218],1
s7,1,0.000901,11.019813,[77 65] ; [100 169],[61.15328467 80.84671533] ; [115.84671533 153.15328467],1
v1,1,0.001683,9.867192,[80 61] ; [111 163],[64.8939759 76.1060241] ; [126.1060241 147.8939759],0
n4,1,0.002024,9.527323,[119  30] ; [183  96],[105.13551402  43.86448598] ; [196.86448598  82.13551402],0
n3,1,0.003219,8.678744,[31  2] ; [71 33],[24.56934307  8.43065693] ; [77.43065693 26.56934307],0
d5,1,0.003233,8.671056,[130  20] ; [207  71],[118.10747664  31.89252336] ; [218.89252336  59.10747664],0
p5,1,0.0034,8.579518,[ 13 134] ; [  7 271],[  6.91764706 140.08235294] ; [ 13.08235294 264.91764706],0
s8,1,0.004434,8.096906,[71 79] ; [ 93 186],[57.34265734 92.65734266] ; [106.65734266 172.34265734],0
u1,1,0.004605,8.028194,[ 38 112] ; [ 40 240],[ 27.20930233 122.79069767] ; [ 50.79069767 229.20930233],0
s6,1,0.007026,7.266268,[107  43] ; [161 116],[94.14519906 55.85480094] ; [173.85480094 103.14519906],0
p1,1,0.007939,7.047286,[ 13 137] ; [  8 271],[  7.34265734 142.65734266] ; [ 13.65734266 265.34265734],0
v3,1,0.016034,5.799099,[59 82] ; [ 80 187],[48.03676471 92.96323529] ; [ 90.96323529 176.03676471],0
r4,1,0.021171,5.31268,[139  11] ; [238  42],[131.51162791  18.48837209] ; [245.48837209  34.51162791],0
p2,1,0.026125,4.947752,[118  32] ; [192  88],[108.13953488  41.86046512] ; [201.86046512  78.13953488],0
p6,1,0.026573,4.918359,[ 43 106] ; [ 54 224],[ 33.84777518 115.15222482] ; [ 63.15222482 214.84777518],0
s2,1,0.032131,4.591502,[84 64] ; [127 150],[73.47764706 74.52235294] ; [137.52235294 139.47764706],0
a5,1,0.040227,4.208294,[110  40] ; [178 102],[100.46511628  49.53488372] ; [187.53488372  92.46511628],0
r3,1,0.040449,4.198966,[146   4] ; [258  21],[141.25874126   8.74125874] ; [262.74125874  16.25874126],0
s5,1,0.046128,3.976915,[49 93] ; [ 68 202],[ 40.32524272 101.67475728] ; [ 76.67475728 193.32524272],0
p9,1,0.097663,2.743303,[122  27] ; [205  69],[115.18439716  33.81560284] ; [211.81560284  62.18439716],0
v2,1,0.098147,2.7354,[80 62] ; [127 139],[72.04411765 69.95588235] ; [134.95588235 131.04411765],0
p10,1,0.105429,2.621436,[114  35] ; [190  85],[106.83018868  42.16981132] ; [197.16981132  77.83018868],0
a3,1,0.116717,2.460825,[112  38] ; [188  91],[104.8951049  45.1048951] ; [195.1048951  83.8951049],0
d2,1,0.11986,2.419149,[79 70] ; [125 152],[71.35211268 77.64788732] ; [132.64788732 144.35211268],0
n5,1,0.150411,2.068082,[106  42] ; [180  98],[99.36150235 48.63849765] ; [186.63849765  91.36150235],0
n6,1,0.162323,1.952454,[124  25] ; [217  63],[118.43589744  30.56410256] ; [222.56410256  57.43589744],0
u3,1,0.171749,1.86761,[27 11] ; [53 38],[23.56589147 14.43410853] ; [56.43410853 34.56589147],0
b2,1,0.174661,1.842478,[43 56] ; [ 56 104],[37.84169884 61.15830116] ; [61.15830116 98.84169884],0
b3,1,0.174661,1.842478,[43 56] ; [ 56 104],[37.84169884 61.15830116] ; [61.15830116 98.84169884],0
d3,1,0.200501,1.638718,[92 58] ; [187  90],[98.00936768 51.99063232] ; [180.99063232  96.00936768],0
a2,1,0.205772,1.600923,[ 42 108] ; [ 63 217],[ 36.62790698 113.37209302] ; [ 68.37209302 211.62790698],0
a4,1,0.236792,1.399589,[74 76] ; [121 158],[68.18181818 81.81818182] ; [126.81818182 152.18181818],0
d1,1,0.238642,1.3886,[85 65] ; [142 138],[79.18604651 70.81395349] ; [147.81395349 132.18604651],0
a7,1,0.250002,1.323295,[110  40] ; [189  89],[104.78971963  45.21028037] ; [194.21028037  83.78971963],0
n1,1,0.274941,1.191926,[14 19] ; [33 70],[11.40441176 21.59558824] ; [35.59558824 67.40441176],0
r2,1,0.288333,1.127391,[144   6] ; [260  18],[141.58878505   8.41121495] ; [262.41121495  15.58878505],0
n2,1,0.302558,1.062885,[26  7] ; [73 32],[23.67391304  9.32608696] ; [75.32608696 29.67391304],0
p11,1,0.374705,0.788002,[108  42] ; [190  90],[103.95348837  46.04651163] ; [194.04651163  85.95348837],0
s3,1,0.467088,0.528856,[84 64] ; [147 130],[80.44235294 67.55764706] ; [150.55764706 126.44235294],0
b5,1,0.476046,0.507907,[100  50] ; [177 103],[96.62790698 53.37209302] ; [180.37209302  99.62790698],0
a1,1,0.49932,0.456381,[  8 142] ; [ 11 269],[  6.62790698 143.37209302] ; [ 12.37209302 267.62790698],0
p12,1,0.554036,0.350136,[  9 141] ; [ 13 265],[  7.71028037 142.28971963] ; [ 14.28971963 263.71028037],0
u2,1,0.566006,0.329412,[20 16] ; [55 35],[21.42857143 14.57142857] ; [53.57142857 36.42857143],0
s4,1,0.646247,0.210665,[ 24 124] ; [ 50 228],[ 25.70892019 122.29107981] ; [ 48.29107981 229.70892019],0
a8,1,0.653442,0.201588,[ 14 120] ; [ 31 228],[ 15.34351145 118.65648855] ; [ 29.65648855 229.34351145],0
u4,1,0.655399,0.199161,[  3 147] ; [  4 276],[  2.44186047 147.55813953] ; [  4.55813953 275.44186047],0
s1,1,0.728656,0.120349,[  7 141] ; [ 11 263],[  6.31279621 141.68720379] ; [ 11.68720379 262.31279621],0
b4,1,0.741244,0.109036,[87 63] ; [167 113],[88.60465116 61.39534884] ; [165.39534884 114.60465116],0
d4,1,0.766115,0.088483,[120  30] ; [219  59],[118.80841121  31.19158879] ; [220.19158879  57.80841121],0
r1,1,0.809571,0.058071,[114  34] ; [212  67],[112.99297424  35.00702576] ; [213.00702576  65.99297424],0
a6,1,0.964734,0.001955,[103  47] ; [191  88],[102.7972028  47.2027972] ; [191.2027972  87.7972028],0
