Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,33.372444,[33  6] ; [17 48],[18.75 20.25] ; [31.25 33.75],1
s4,1,9.8e-05,15.165827,[15 24] ; [ 5 61],[ 7.42857143 31.57142857] ; [12.57142857 53.42857143],1
s6,1,0.000111,14.937116,[27 11] ; [21 45],[17.53846154 20.46153846] ; [30.46153846 35.53846154],1
s7,1,0.000482,12.184164,[18 16] ; [11 49],[10.4893617 23.5106383] ; [18.5106383 41.4893617],1
s8,1,0.001093,10.662345,[18 21] ; [11 55],[10.77142857 28.22857143] ; [18.22857143 47.77142857],0
s5,1,0.003123,8.734403,[13 21] ; [ 8 56],[ 7.28571429 26.71428571] ; [13.71428571 50.28571429],0
p10,1,0.021239,5.307052,[25 12] ; [29 37],[19.39805825 17.60194175] ; [34.60194175 31.39805825],0
u3,1,0.038158,4.297977,[15  2] ; [14 10],[12.02439024  4.97560976] ; [16.97560976  7.02439024],0
r3,1,0.039268,4.249223,[37  2] ; [53 13],[33.42857143  5.57142857] ; [56.57142857  9.42857143],0
r2,1,0.064511,3.417444,[36  3] ; [51 14],[32.625  6.375] ; [54.375 10.625],0
n1,1,0.074919,3.171812,[7 7] ; [ 5 18],[4.54054054 9.45945946] ; [ 7.45945946 15.54054054],0
v4,1,0.101413,2.683179,[35  4] ; [50 15],[31.875  7.125] ; [53.125 11.875],0
p3,1,0.106083,2.611623,[19 19] ; [22 43],[15.12621359 22.87378641] ; [25.87378641 39.12621359],0
n2,1,0.10834,2.578267,[11  3] ; [12 11],[8.7027027 5.2972973] ; [14.2972973  8.7027027],0
u1,1,0.122509,2.384944,[ 5 34] ; [ 3 63],[ 2.97142857 36.02857143] ; [ 5.02857143 60.97142857],0
p6,1,0.133958,2.246026,[10 28] ; [ 9 54],[ 7.14851485 30.85148515] ; [11.85148515 51.14851485],0
b1,1,0.136517,2.216784,[16 23] ; [37 29],[19.68571429 19.31428571] ; [33.31428571 32.68571429],0
d4,1,0.150073,2.071511,[35  4] ; [52 14],[32.31428571  6.68571429] ; [54.68571429 11.31428571],0
p9,1,0.244057,1.357008,[24 13] ; [35 31],[21.19417476 15.80582524] ; [37.80582524 28.19417476],0
n4,1,0.246191,1.344792,[11 28] ; [26 40],[13.74285714 25.25714286] ; [23.25714286 42.74285714],0
a1,1,0.278412,1.174825,[ 3 36] ; [ 2 64],[ 1.85714286 37.14285714] ; [ 3.14285714 62.85714286],0
a3,1,0.322441,0.979021,[21 18] ; [42 24],[23.4 15.6] ; [39.6 26.4],0
a6,1,0.418106,0.655634,[25 14] ; [37 29],[23.02857143 15.97142857] ; [38.97142857 27.02857143],0
r4,1,0.423596,0.640317,[30  9] ; [46 20],[28.22857143 10.77142857] ; [47.77142857 18.22857143],0
s1,1,0.459581,0.546914,[ 2 37] ; [ 6 60],[ 2.97142857 36.02857143] ; [ 5.02857143 60.97142857],0
v1,1,0.492477,0.471109,[17 21] ; [25 41],[15.34615385 22.65384615] ; [26.65384615 39.34615385],0
d1,1,0.495894,0.463712,[21 18] ; [31 35],[19.31428571 19.68571429] ; [32.68571429 33.31428571],0
u2,1,0.49668,0.462024,[13  4] ; [16  8],[12.02439024  4.97560976] ; [16.97560976  7.02439024],0
d3,1,0.559524,0.340529,[27 12] ; [42 24],[25.62857143 13.37142857] ; [43.37142857 22.62857143],0
b4,1,0.563817,0.333139,[22 17] ; [41 25],[23.4 15.6] ; [39.6 26.4],0
b5,1,0.563817,0.333139,[22 17] ; [41 25],[23.4 15.6] ; [39.6 26.4],0
