Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6.5e-05,15.95129,[84  7] ; [3 4],[80.78571429 10.21428571] ; [6.21428571 0.78571429],1
r2,1,0.00014,14.497041,[87  4] ; [4 3],[84.5  6.5] ; [6.5 0.5],1
s7,1,0.00954,6.718851,[57 32] ; [1 6],[53.77083333 35.22916667] ; [4.22916667 2.77083333],0
v4,1,0.010142,6.60981,[87  4] ; [5 2],[85.42857143  5.57142857] ; [6.57142857 0.42857143],0
r1,1,0.01233,6.262722,[75 16] ; [3 4],[72.42857143 18.57142857] ; [5.57142857 1.42857143],0
s3,1,0.023191,5.154138,[64 27] ; [2 5],[61.28571429 29.71428571] ; [4.71428571 2.28571429],0
s8,1,0.032903,4.55081,[51 40] ; [1 6],[48.28571429 42.71428571] ; [3.71428571 3.28571429],0
p7,1,0.041377,4.160514,[69 20] ; [3 4],[66.75 22.25] ; [5.25 1.75],0
b3,1,0.055387,3.670408,[30 27] ; [1 6],[27.609375 29.390625] ; [3.390625 3.609375],0
b2,1,0.055387,3.670408,[30 27] ; [1 6],[27.609375 29.390625] ; [3.390625 3.609375],0
p9,1,0.067235,3.349262,[76 14] ; [4 3],[74.22680412 15.77319588] ; [5.77319588 1.22680412],0
d5,1,0.067235,3.349262,[76 14] ; [4 3],[74.22680412 15.77319588] ; [5.77319588 1.22680412],0
v1,1,0.073556,3.201836,[56 33] ; [2 5],[53.77083333 35.22916667] ; [4.22916667 2.77083333],0
p10,1,0.131083,2.27963,[73 17] ; [4 3],[71.44329897 18.55670103] ; [5.55670103 1.44329897],0
p1,1,0.131348,2.276505,[ 9 82] ; [2 5],[10.21428571 80.78571429] ; [0.78571429 6.21428571],0
p8,1,0.141053,2.166431,[51 38] ; [2 5],[49.13541667 39.86458333] ; [3.86458333 3.13541667],0
v3,1,0.177295,1.820154,[36 54] ; [1 6],[34.32989691 55.67010309] ; [2.67010309 4.32989691],0
v2,1,0.206691,1.594456,[48 42] ; [2 5],[46.39175258 43.60824742] ; [3.60824742 3.39175258],0
b1,1,0.239317,1.384615,[47 44] ; [2 5],[45.5 45.5] ; [3.5 3.5],0
s2,1,0.245107,1.350979,[59 32] ; [3 4],[57.57142857 33.42857143] ; [4.42857143 2.57142857],0
d4,1,0.269136,1.221146,[78 12] ; [5 2],[77.01030928 12.98969072] ; [5.98969072 1.01030928],0
p4,1,0.312009,1.022151,[56 34] ; [3 4],[54.74226804 35.25773196] ; [4.25773196 2.74226804],0
p3,1,0.312009,1.022151,[56 34] ; [3 4],[54.74226804 35.25773196] ; [4.25773196 2.74226804],0
p6,1,0.356609,0.849801,[41 47] ; [2 5],[39.83157895 48.16842105] ; [3.16842105 3.83157895],0
d2,1,0.397067,0.71719,[50 41] ; [5 2],[51.07142857 39.92857143] ; [3.92857143 3.07142857],0
d1,1,0.428014,0.628205,[53 38] ; [3 4],[52. 39.] ; [4. 3.],0
s4,1,0.436817,0.60463,[26 64] ; [3 4],[26.90721649 63.09278351] ; [2.09278351 4.90721649],0
p2,1,0.534101,0.386583,[73 17] ; [5 2],[72.37113402 17.62886598] ; [5.62886598 1.37113402],0
n4,1,0.623356,0.241178,[70 20] ; [6 1],[70.51546392 19.48453608] ; [5.48453608 1.51546392],0
p11,1,0.632684,0.228438,[71 20] ; [6 1],[71.5 19.5] ; [5.5 1.5],0
b4,1,0.723974,0.124717,[59 32] ; [5 2],[59.42857143 31.57142857] ; [4.57142857 2.42857143],0
d3,1,0.736668,0.113077,[45 46] ; [3 4],[44.57142857 46.42857143] ; [3.42857143 3.57142857],0
a4,1,0.736668,0.113077,[46 45] ; [4 3],[46.42857143 44.57142857] ; [3.57142857 3.42857143],0
p5,1,0.762834,0.09106,[17 73] ; [1 6],[16.70103093 73.29896907] ; [1.29896907 5.70103093],0
b5,1,0.766914,0.087861,[31 60] ; [2 5],[30.64285714 60.35714286] ; [2.35714286 4.64285714],0
a6,1,0.818089,0.052901,[35 56] ; [3 4],[35.28571429 55.71428571] ; [2.71428571 4.28571429],0
s6,1,0.84134,0.040072,[72 15] ; [6 1],[72.19148936 14.80851064] ; [5.80851064 1.19148936],0
a5,1,0.899006,0.016108,[67 24] ; [5 2],[66.85714286 24.14285714] ; [5.14285714 1.85714286],0
a3,1,0.912733,0.012011,[66 24] ; [5 2],[65.87628866 24.12371134] ; [5.12371134 1.87628866],0
n6,1,0.919269,0.010273,[75 14] ; [6 1],[75.09375 13.90625] ; [5.90625 1.09375],0
u2,1,1.0,0.0,[12 12] ; [1 1],[12. 12.] ; [1. 1.],0
