Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,122.522417,[ 47 190] ; [88 18],[ 93.27988338 143.72011662] ; [41.72011662 64.27988338],1
s6,1,0.0,42.585412,[ 93 144] ; [82 24],[120.91836735 116.08163265] ; [54.08163265 51.91836735],1
s5,1,3e-06,21.848019,[ 29 206] ; [35 68],[ 44.49704142 190.50295858] ; [19.50295858 83.49704142],1
p10,1,0.002722,8.984896,[167  69] ; [91 15],[178.03508772  57.96491228] ; [79.96491228 26.03508772],0
p12,1,0.003751,8.400454,[  8 231] ; [12 95],[ 13.8150289 225.1849711] ; [  6.1849711 100.8150289],0
s8,1,0.005186,7.813431,[ 35 206] ; [29 78],[ 44.32183908 196.67816092] ; [19.67816092 87.32183908],0
s4,1,0.005391,7.743247,[ 24 213] ; [22 81],[ 32.06470588 204.93529412] ; [13.93529412 89.06470588],0
d4,1,0.017804,5.615294,[191  50] ; [96 11],[198.75574713  42.24425287] ; [88.24425287 18.75574713],0
p4,1,0.032506,4.571629,[111 128] ; [63 44],[120.19075145 118.80924855] ; [53.80924855 53.19075145],0
p6,1,0.035107,4.439976,[ 55 183] ; [36 70],[ 62.95930233 175.04069767] ; [28.04069767 77.95930233],0
v4,1,0.035855,4.403967,[218  22] ; [103   3],[222.65895954  17.34104046] ; [98.34104046  7.65895954],0
r3,1,0.037665,4.320095,[222  18] ; [105   2],[226.16714697  13.83285303] ; [100.83285303   6.16714697],0
p11,1,0.053705,3.721836,[175  66] ; [88 19],[182.13505747  58.86494253] ; [80.86494253 26.13505747],0
a3,1,0.062276,3.475718,[159  80] ; [60 47],[151.27456647  87.72543353] ; [67.72543353 39.27456647],0
r4,1,0.063914,3.432802,[203  38] ; [98  9],[208.45114943  32.54885057] ; [92.54885057 14.45114943],0
p9,1,0.066563,3.365818,[180  57] ; [89 16],[186.4122807  50.5877193] ; [82.5877193 22.4122807],0
n2,1,0.111597,2.531454,[38 23] ; [20  5],[41.13953488 19.86046512] ; [16.86046512  8.13953488],0
p2,1,0.133654,2.24954,[187  53] ; [90 16],[192.13872832  47.86127168] ; [84.86127168 21.13872832],0
r2,1,0.183371,1.770087,[217  21] ; [101   5],[220.01162791  17.98837209] ; [97.98837209  8.01162791],0
v2,1,0.197713,1.659184,[124 107] ; [45 53],[118.65957447 112.34042553] ; [50.34042553 47.65957447],0
u1,1,0.229738,1.442484,[ 31 210] ; [19 88],[ 34.62643678 206.37356322] ; [15.37356322 91.62643678],0
p5,1,0.268665,1.22355,[ 11 228] ; [ 8 98],[ 13.16231884 225.83768116] ; [  5.83768116 100.16231884],0
v3,1,0.302362,1.063749,[ 69 164] ; [36 66],[ 73.02985075 159.97014925] ; [31.97014925 70.02985075],0
u2,1,0.3123,1.020925,[40 41] ; [27 19],[42.73228346 38.26771654] ; [24.26771654 21.73228346],0
n6,1,0.355046,0.855339,[184  56] ; [86 20],[187.28323699  52.71676301] ; [82.71676301 23.28323699],0
p3,1,0.364146,0.823543,[ 93 147] ; [47 60],[ 96.82997118 143.17002882] ; [43.17002882 63.82997118],0
p7,1,0.368649,0.808213,[126 110] ; [61 43],[129.8 106.2] ; [57.2 46.8],0
p1,1,0.396465,0.719022,[ 20 220] ; [ 6 99],[ 18.08695652 221.91304348] ; [ 7.91304348 97.08695652],0
a1,1,0.440545,0.594861,[ 11 230] ; [  3 104],[  9.6954023 231.3045977] ; [  4.3045977 102.6954023],0
n5,1,0.476544,0.506763,[153  85] ; [73 34],[155.90724638  82.09275362] ; [70.09275362 36.90724638],0
a6,1,0.490963,0.474415,[184  57] ; [78 29],[181.44252874  59.55747126] ; [80.55747126 26.44252874],0
a4,1,0.497229,0.460845,[ 99 141] ; [40 67],[ 96.13832853 143.86167147] ; [42.86167147 64.13832853],0
n1,1,0.499691,0.455593,[21 38] ; [ 7 18],[19.66666667 39.33333333] ; [ 8.33333333 16.66666667],0
d1,1,0.521697,0.410537,[133 108] ; [63 44],[135.73563218 105.26436782] ; [60.26436782 46.73563218],0
b5,1,0.575553,0.31348,[157  84] ; [73 34],[159.2816092  81.7183908] ; [70.7183908 36.2816092],0
n4,1,0.603205,0.270189,[166  74] ; [71 36],[163.91930836  76.08069164] ; [73.08069164 33.91930836],0
d3,1,0.618362,0.248176,[181  59] ; [78 29],[179.13544669  60.86455331] ; [79.86455331 27.13544669],0
v1,1,0.647594,0.208947,[107 129] ; [49 53],[108.92307692 127.07692308] ; [47.07692308 54.92307692],0
u3,1,0.708281,0.14,[44 37] ; [26 19],[45. 36.] ; [25. 20.],0
b3,1,0.711301,0.136981,[41 88] ; [17 32],[42.03370787 86.96629213] ; [15.96629213 33.03370787],0
b2,1,0.711301,0.136981,[41 88] ; [17 32],[42.03370787 86.96629213] ; [15.96629213 33.03370787],0
s1,1,0.714625,0.133701,[  6 231] ; [  2 104],[  5.52769679 231.47230321] ; [  2.47230321 103.52769679],0
b4,1,0.75161,0.100183,[144  97] ; [62 45],[142.66091954  98.33908046] ; [63.33908046 43.66091954],0
d5,1,0.776105,0.080883,[199  42] ; [87 20],[198.06321839  42.93678161] ; [87.93678161 19.06321839],0
r1,1,0.807081,0.059631,[182  57] ; [82 24],[182.88695652  56.11304348] ; [81.11304348 24.88695652],0
p8,1,0.814841,0.054843,[111 124] ; [52 55],[112.00292398 122.99707602] ; [50.99707602 56.00292398],0
n3,1,0.866238,0.028372,[45 16] ; [18  7],[44.68604651 16.31395349] ; [18.31395349  6.68604651],0
a5,1,0.897489,0.016598,[165  76] ; [74 33],[165.51436782  75.48563218] ; [73.48563218 33.51436782],0
u4,1,0.922333,0.009505,[  2 239] ; [  1 106],[  2.07758621 238.92241379] ; [  0.92241379 106.07758621],0
d2,1,0.940166,0.005634,[ 99 142] ; [44 62],[ 99.31700288 141.68299712] ; [43.68299712 62.31700288],0
a2,1,0.944065,0.004923,[ 51 190] ; [23 84],[ 51.24712644 189.75287356] ; [22.75287356 84.24712644],0
a8,1,0.954143,0.003307,[ 26 193] ; [12 91],[ 25.8447205 193.1552795] ; [12.1552795 90.8447205],0
b1,1,0.96491,0.001935,[ 85 156] ; [38 69],[ 85.18103448 155.81896552] ; [37.81896552 69.18103448],0
