Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,37.379417,[25 30] ; [127  19],[41.5920398 13.4079602] ; [110.4079602  35.5920398],1
n6,1,2.5e-05,17.741699,[35 20] ; [131  16],[45.1980198  9.8019802] ; [120.8019802  26.1980198],1
p2,1,0.000518,12.049034,[41 15] ; [134  12],[48.51485149  7.48514851] ; [126.48514851  19.51485149],1
p11,1,0.002779,8.946973,[35 21] ; [121  26],[43.03448276 12.96551724] ; [112.96551724  34.03448276],0
r3,1,0.003515,8.51875,[47  9] ; [141   6],[51.86206897  4.13793103] ; [136.13793103  10.86206897],0
r4,1,0.004877,7.924645,[41 15] ; [131  16],[47.44827586  8.55172414] ; [124.55172414  22.44827586],0
p9,1,0.018453,5.552589,[40 16] ; [126  21],[45.79310345 10.20689655] ; [120.20689655  26.79310345],0
p6,1,0.023838,5.106357,[17 39] ; [70 76],[24.11881188 31.88118812] ; [62.88118812 83.11881188],0
v1,1,0.028355,4.806371,[21 34] ; [80 64],[27.91457286 27.08542714] ; [73.08542714 70.91457286],0
v3,1,0.031657,4.61695,[12 41] ; [57 89],[18.37688442 34.62311558] ; [50.62311558 95.37688442],0
p3,1,0.040063,4.215195,[29 27] ; [99 48],[35.31034483 20.68965517] ; [92.68965517 54.31034483],0
s4,1,0.040416,4.200355,[13 43] ; [ 17 128],[ 8.35820896 47.64179104] ; [ 21.64179104 123.35820896],0
p10,1,0.04108,4.172725,[40 16] ; [122  23],[45.13432836 10.86567164] ; [116.86567164  28.13432836],0
s6,1,0.043612,4.071518,[31 25] ; [100  42],[37.05050505 18.94949495] ; [93.94949495 48.05050505],0
r2,1,0.054405,3.700233,[45 11] ; [131  14],[49.03482587  6.96517413] ; [126.96517413  18.03482587],0
v4,1,0.088468,2.902027,[49  7] ; [138   8],[51.84158416  4.15841584] ; [135.15841584  10.84158416],0
s5,1,0.097712,2.742497,[11 43] ; [46 96],[15.70408163 38.29591837] ; [ 41.29591837 100.70408163],0
v2,1,0.101463,2.6824,[21 32] ; [76 68],[26.0964467 26.9035533] ; [70.9035533 73.0964467],0
p5,1,0.10431,2.638382,[ 5 50] ; [ 27 119],[ 8.75621891 46.24378109] ; [ 23.24378109 122.75621891],0
b3,1,0.118563,2.436198,[ 6 22] ; [34 57],[ 9.41176471 18.58823529] ; [30.58823529 60.41176471],0
b2,1,0.118563,2.436198,[ 6 22] ; [34 57],[ 9.41176471 18.58823529] ; [30.58823529 60.41176471],0
r1,1,0.13513,2.232556,[36 20] ; [110  37],[40.27586207 15.72413793] ; [105.72413793  41.27586207],0
d5,1,0.16106,1.964242,[29 27] ; [92 55],[33.37931034 22.62068966] ; [87.62068966 59.37931034],0
s7,1,0.172035,1.86512,[22 31] ; [72 65],[26.22105263 26.77894737] ; [67.77894737 69.22105263],0
u2,1,0.181947,1.781649,[14  7] ; [33 33],[11.34482759  9.65517241] ; [35.65517241 30.34482759],0
d3,1,0.237952,1.392688,[28 28] ; [60 87],[24.27586207 31.72413793] ; [63.72413793 83.27586207],0
u3,1,0.264055,1.247374,[13  7] ; [33 32],[10.82352941  9.17647059] ; [35.17647059 29.82352941],0
p1,1,0.348132,0.880255,[ 4 52] ; [ 17 129],[ 5.82178218 50.17821782] ; [ 15.17821782 130.82178218],0
