Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.8e-05,18.387097,[22  9] ; [16 48],[12.4 18.6] ; [25.6 38.4],1
s2,1,0.000251,13.407801,[20 11] ; [18 51],[11.78 19.22] ; [26.22 42.78],1
p9,1,0.000458,12.278362,[20 11] ; [18 48],[12.1443299 18.8556701] ; [25.8556701 40.1443299],1
s6,1,0.001319,10.315554,[24  7] ; [30 40],[16.57425743 14.42574257] ; [37.42574257 32.57425743],0
p3,1,0.004186,8.201283,[15 16] ; [14 55],[ 8.99 22.01] ; [20.01 48.99],0
s3,1,0.004272,8.164257,[20 11] ; [23 45],[13.46464646 17.53535354] ; [29.53535354 38.46464646],0
p6,1,0.008148,7.000756,[13 17] ; [12 55],[ 7.73195876 22.26804124] ; [17.26804124 49.73195876],0
p4,1,0.008553,6.913927,[20 11] ; [25 44],[13.95 17.05] ; [31.05 37.95],0
a8,1,0.010503,6.547503,[ 5 21] ; [ 2 61],[ 2.04494382 23.95505618] ; [ 4.95505618 58.04494382],0
n5,1,0.013289,6.130268,[23  7] ; [35 35],[17.4 12.6] ; [40.6 29.4],0
p8,1,0.014557,5.969309,[16 15] ; [18 50],[10.64646465 20.35353535] ; [23.35353535 44.64646465],0
n4,1,0.016601,5.738053,[25  5] ; [41 29],[19.8 10.2] ; [46.2 23.8],0
n6,1,0.021408,5.293288,[26  4] ; [44 25],[21.21212121  8.78787879] ; [48.78787879 20.21212121],0
v3,1,0.042323,4.122245,[12 17] ; [14 52],[ 7.93684211 21.06315789] ; [18.06315789 47.93684211],0
p2,1,0.044017,4.055912,[23  8] ; [37 33],[18.41584158 12.58415842] ; [41.58415842 28.41584158],0
r4,1,0.049531,3.857262,[27  4] ; [48 22],[23.01980198  7.98019802] ; [51.98019802 18.01980198],0
r3,1,0.070326,3.275391,[30  1] ; [58 11],[27.28  3.72] ; [60.72  8.28],0
p11,1,0.114916,2.485274,[19 12] ; [31 39],[15.34653465 15.65346535] ; [34.65346535 35.34653465],0
p5,1,0.145012,2.123948,[ 3 28] ; [ 2 68],[ 1.53465347 29.46534653] ; [ 3.46534653 66.53465347],0
u2,1,0.182803,1.774691,[7 2] ; [7 7],[5.47826087 3.52173913] ; [8.52173913 5.47826087],0
a7,1,0.202685,1.622921,[19 12] ; [51 18],[21.7  9.3] ; [48.3 20.7],0
a5,1,0.246953,1.340461,[27  4] ; [54 16],[24.86138614  6.13861386] ; [56.13861386 13.86138614],0
a4,1,0.257199,1.283772,[17 14] ; [46 23],[19.53 11.47] ; [43.47 25.53],0
u4,1,0.290396,1.117786,[ 3 28] ; [ 3 67],[ 1.84158416 29.15841584] ; [ 4.15841584 65.84158416],0
d3,1,0.300948,1.069988,[25  6] ; [61  8],[26.66  4.34] ; [59.34  9.66],0
s1,1,0.338789,0.915008,[ 1 29] ; [ 6 63],[ 2.12121212 27.87878788] ; [ 4.87878788 64.12121212],0
p7,1,0.341826,0.903571,[13 17] ; [23 46],[10.90909091 19.09090909] ; [25.09090909 43.90909091],0
n3,1,0.39596,0.720559,[5 6] ; [21 14],[6.2173913 4.7826087] ; [19.7826087 15.2173913],0
a3,1,0.407634,0.68569,[22  9] ; [55 15],[23.63366337  7.36633663] ; [53.36633663 16.63366337],0
s5,1,0.421204,0.646952,[ 7 22] ; [12 58],[ 5.56565657 23.43434343] ; [13.43434343 56.56565657],0
p1,1,0.439886,0.596579,[ 2 29] ; [ 8 62],[ 3.06930693 27.93069307] ; [ 6.93069307 63.06930693],0
b3,1,0.455744,0.556327,[11 15] ; [14 28],[ 9.55882353 16.44117647] ; [15.44117647 26.55882353],0
b2,1,0.455744,0.556327,[11 15] ; [14 28],[ 9.55882353 16.44117647] ; [15.44117647 26.55882353],0
n2,1,0.497225,0.460853,[5 6] ; [20 15],[5.97826087 5.02173913] ; [19.02173913 15.97826087],0
v1,1,0.504314,0.445847,[13 17] ; [25 44],[11.51515152 18.48484848] ; [26.48484848 42.51515152],0
d2,1,0.578854,0.308091,[26  5] ; [53 14],[24.98979592  6.01020408] ; [54.01020408 12.98979592],0
u1,1,0.60023,0.274648,[10 21] ; [19 51],[ 8.9009901 22.0990099] ; [20.0990099 49.9009901],0
r1,1,0.601312,0.273021,[24  7] ; [50 19],[22.94  8.06] ; [51.06 17.94],0
v2,1,0.607017,0.264542,[17 14] ; [33 34],[15.81632653 15.18367347] ; [34.18367347 32.81632653],0
a6,1,0.630325,0.23162,[21 10] ; [50 19],[22.01  8.99] ; [48.99 20.01],0
a2,1,0.636394,0.22349,[10 21] ; [26 44],[11.04950495 19.95049505] ; [24.95049505 45.04950495],0
b4,1,0.667224,0.184866,[20 11] ; [42 28],[19.02970297 11.97029703] ; [42.97029703 27.02970297],0
s4,1,0.701649,0.146762,[ 4 27] ; [ 7 61],[ 3.44444444 27.55555556] ; [ 7.55555556 60.44444444],0
n1,1,0.739193,0.110837,[4 6] ; [12 23],[3.55555556 6.44444444] ; [12.44444444 22.55555556],0
b5,1,0.773214,0.083044,[19 12] ; [45 25],[19.64356436 11.35643564] ; [44.35643564 25.64356436],0
b1,1,0.803842,0.061692,[15 16] ; [32 38],[14.42574257 16.57425743] ; [32.57425743 37.42574257],0
a1,1,0.899608,0.015915,[ 2 29] ; [ 5 65],[ 2.14851485 28.85148515] ; [ 4.85148515 65.14851485],0
