Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,33.628185,[49 20] ; [27 76],[30.48837209 38.51162791] ; [45.51162791 57.48837209],1
v3,1,0.000161,14.237986,[32 37] ; [20 83],[20.86046512 48.13953488] ; [31.13953488 71.86046512],1
p3,1,0.00023,13.570701,[43 26] ; [36 70],[31.14857143 37.85142857] ; [47.85142857 58.14857143],1
s6,1,0.000424,12.422136,[48 18] ; [48 58],[36.8372093 29.1627907] ; [59.1627907 46.8372093],1
s3,1,0.001207,10.478927,[44 27] ; [39 66],[33.48295455 37.51704545] ; [49.51704545 55.48295455],0
n4,1,0.00501,7.875787,[53 18] ; [57 49],[44.12429379 26.87570621] ; [65.87570621 40.12429379],0
s2,1,0.008343,6.958259,[39 32] ; [37 69],[30.48587571 40.51412429] ; [45.51412429 60.48587571],0
n5,1,0.009968,6.640591,[54 17] ; [60 45],[45.98863636 25.01136364] ; [68.01136364 36.98863636],0
p4,1,0.016077,5.794475,[43 27] ; [45 60],[35.2 34.8] ; [52.8 52.2],0
p5,1,0.016266,5.773877,[12 59] ; [ 6 99],[ 7.26136364 63.73863636] ; [10.73863636 94.26136364],0
s8,1,0.019183,5.484786,[30 41] ; [27 79],[22.86440678 48.13559322] ; [34.13559322 71.86440678],0
d5,1,0.035528,4.419612,[57 14] ; [69 36],[50.82954545 20.17045455] ; [75.17045455 29.82954545],0
v4,1,0.036683,4.365079,[66  4] ; [88 17],[61.6  8.4] ; [92.4 12.6],0
d4,1,0.039107,4.256228,[57 14] ; [70 36],[50.94350282 20.05649718] ; [76.05649718 29.94350282],0
p10,1,0.043914,4.059869,[57 12] ; [71 32],[51.34883721 17.65116279] ; [76.65116279 26.34883721],0
s7,1,0.047398,3.931221,[30 36] ; [31 71],[23.96428571 42.03571429] ; [37.03571429 64.96428571],0
n3,1,0.066951,3.356233,[12  9] ; [31  8],[15.05  5.95] ; [27.95 11.05],0
s5,1,0.06821,3.325568,[21 44] ; [20 81],[16.05421687 48.94578313] ; [24.94578313 76.05421687],0
d1,1,0.098341,2.732243,[35 36] ; [39 67],[29.68361582 41.31638418] ; [44.31638418 61.68361582],0
u3,1,0.152428,2.04778,[14 13] ; [16 30],[11.09589041 15.90410959] ; [18.90410959 27.09589041],0
s1,1,0.181076,1.78877,[ 4 67] ; [  2 103],[ 2.42045455 68.57954545] ; [  3.57954545 101.42045455],0
p9,1,0.182334,1.778498,[61 10] ; [81 23],[57.61142857 13.38857143] ; [84.38857143 19.61142857],0
p2,1,0.188031,1.73298,[56 14] ; [74 30],[52.29885057 17.70114943] ; [77.70114943 26.29885057],0
a6,1,0.203265,1.618755,[36 35] ; [64 42],[40.11299435 30.88700565] ; [59.88700565 46.11299435],0
p11,1,0.227407,1.457009,[56 15] ; [75 31],[52.5480226 18.4519774] ; [78.4519774 27.5480226],0
a8,1,0.229694,1.442753,[ 4 61] ; [12 90],[ 6.22754491 58.77245509] ; [ 9.77245509 92.22754491],0
p6,1,0.298392,1.081368,[26 41] ; [32 71],[22.85882353 44.14117647] ; [35.14117647 67.85882353],0
p12,1,0.320637,0.986347,[ 5 65] ; [  4 102],[ 3.57954545 66.42045455] ; [  5.42045455 100.57954545],0
u1,1,0.331944,0.941299,[ 5 66] ; [  4 102],[ 3.61016949 67.38983051] ; [  5.38983051 100.61016949],0
a5,1,0.341937,0.903157,[40 31] ; [52 54],[36.9039548 34.0960452] ; [55.0960452 50.9039548],0
u2,1,0.354311,0.857959,[14 12] ; [20 27],[12.10958904 13.89041096] ; [21.89041096 25.10958904],0
p7,1,0.356457,0.850336,[41 29] ; [53 50],[38.03468208 31.96531792] ; [55.96531792 47.03468208],0
n6,1,0.378334,0.776109,[60 11] ; [84 22],[57.76271186 13.23728814] ; [86.23728814 19.76271186],0
r2,1,0.392915,0.729903,[58 11] ; [82 22],[55.83815029 13.16184971] ; [84.16184971 19.83815029],0
p8,1,0.400406,0.707106,[33 36] ; [43 61],[30.31213873 38.68786127] ; [45.68786127 58.31213873],0
a3,1,0.404067,0.696189,[44 27] ; [59 47],[41.31638418 29.68361582] ; [61.68361582 44.31638418],0
r4,1,0.416633,0.659794,[51 20] ; [70 36],[48.53672316 22.46327684] ; [72.46327684 33.53672316],0
d3,1,0.449952,0.570772,[43 28] ; [57 47],[40.57142857 30.42857143] ; [59.42857143 44.57142857],0
d2,1,0.485871,0.485657,[28 43] ; [36 69],[25.81818182 45.18181818] ; [38.18181818 66.81818182],0
a1,1,0.501751,0.451231,[ 3 68] ; [ 7 99],[ 4.01129944 66.98870056] ; [  5.98870056 100.01129944],0
a7,1,0.563542,0.333609,[45 26] ; [62 43],[43.16477273 27.83522727] ; [63.83522727 41.16477273],0
n2,1,0.588279,0.29304,[16  5] ; [32  7],[16.8  4.2] ; [31.2  7.8],0
a4,1,0.612336,0.256787,[24 47] ; [32 74],[22.46327684 48.53672316] ; [33.53672316 72.46327684],0
b1,1,0.634412,0.226125,[30 41] ; [41 65],[28.48022599 42.51977401] ; [42.51977401 63.48022599],0
n1,1,0.70725,0.141039,[ 9 12] ; [14 23],[ 8.32758621 12.67241379] ; [14.67241379 22.32758621],0
b5,1,0.732726,0.116623,[46 25] ; [66 40],[44.92655367 26.07344633] ; [67.07344633 38.92655367],0
a2,1,0.758168,0.094795,[ 7 64] ; [12 94],[ 7.62146893 63.37853107] ; [11.37853107 94.62146893],0
u4,1,0.774185,0.082315,[ 1 70] ; [  1 105],[ 0.80225989 70.19774011] ; [  1.19774011 104.80225989],0
p1,1,0.80805,0.059021,[ 6 65] ; [10 95],[ 6.45454545 64.54545455] ; [ 9.54545455 95.45454545],0
b4,1,0.823125,0.049964,[41 30] ; [63 43],[41.71751412 29.28248588] ; [62.28248588 43.71751412],0
b2,1,0.858935,0.031588,[14 31] ; [19 39],[14.41747573 30.58252427] ; [18.58252427 39.41747573],0
b3,1,0.858935,0.031588,[14 31] ; [19 39],[14.41747573 30.58252427] ; [18.58252427 39.41747573],0
s4,1,0.866666,0.028189,[14 57] ; [22 84],[14.44067797 56.55932203] ; [21.55932203 84.44067797],0
