Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,5e-06,20.893915,[68 69] ; [25 90],[50.55952381 86.44047619] ; [42.44047619 72.55952381],1
d5,1,0.000384,12.610222,[85 52] ; [46 70],[70.93675889 66.06324111] ; [60.06324111 55.93675889],1
s5,1,0.000741,11.383914,[ 32 100] ; [  9 103],[ 22.18032787 109.81967213] ; [18.81967213 93.18032787],1
s2,1,0.007535,7.140804,[44 92] ; [20 94],[ 34.816 101.184] ; [29.184 84.816],0
a7,1,0.009032,6.816549,[94 42] ; [61 54],[83.98406375 52.01593625] ; [71.01593625 43.98406375],0
r3,1,0.017546,5.640876,[124  13] ; [92 23],[117.42857143  19.57142857] ; [98.57142857 16.42857143],0
a5,1,0.024698,5.044909,[72 65] ; [45 72],[63.10629921 73.89370079] ; [53.89370079 63.10629921],0
r1,1,0.024873,5.032715,[95 42] ; [64 51],[86.44047619 50.55952381] ; [72.55952381 42.44047619],0
p10,1,0.026617,4.915457,[93 40] ; [63 49],[84.68571429 48.31428571] ; [71.31428571 40.68571429],0
r4,1,0.029212,4.755082,[111  26] ; [81 36],[103.55905512  33.44094488] ; [88.44094488 28.55905512],0
d2,1,0.035586,4.416852,[ 14 122] ; [23 94],[ 19.88932806 116.11067194] ; [17.11067194 99.88932806],0
a3,1,0.050577,3.822213,[70 66] ; [45 70],[62.31075697 73.68924303] ; [52.68924303 62.31075697],0
b4,1,0.051006,3.808091,[88 49] ; [61 56],[80.36614173 56.63385827] ; [68.63385827 48.36614173],0
s6,1,0.059027,3.564514,[67 64] ; [45 70],[59.64227642 71.35772358] ; [52.35772358 62.64227642],0
a4,1,0.076813,3.131067,[38 99] ; [21 94],[ 32.07539683 104.92460317] ; [26.92460317 88.07539683],0
u2,1,0.081613,3.032479,[34 31] ; [27 45],[28.94160584 36.05839416] ; [32.05839416 39.94160584],0
s8,1,0.107512,2.590423,[ 12 124] ; [18 99],[ 16.12648221 119.87351779] ; [ 13.87351779 103.12648221],0
a6,1,0.111399,2.534263,[85 52] ; [61 56],[78.7480315 58.2519685] ; [67.2519685 49.7480315],0
n2,1,0.113772,2.501032,[28  5] ; [24 11],[25.23529412  7.76470588] ; [26.76470588  8.23529412],0
p1,1,0.119324,2.426173,[  7 129] ; [ 12 104],[ 10.25396825 125.74603175] ; [  8.74603175 107.25396825],0
