Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.003028,8.790536,[18 21] ; [15 61],[11.19130435 27.80869565] ; [21.80869565 54.19130435],0
p2,1,0.003249,8.661852,[29  9] ; [36 40],[21.66666667 16.33333333] ; [43.33333333 32.66666667],0
n1,1,0.009028,6.817261,[ 1 13] ; [18 21],[5.01886792 8.98113208] ; [13.98113208 25.01886792],0
s7,1,0.010118,6.613993,[16 19] ; [15 55],[10.33333333 24.66666667] ; [20.66666667 49.33333333],0
u1,1,0.011646,6.363947,[ 7 32] ; [ 3 73],[ 3.39130435 35.60869565] ; [ 6.60869565 69.39130435],0
s6,1,0.02358,5.125298,[21 18] ; [24 51],[15.39473684 23.60526316] ; [29.60526316 45.39473684],0
p3,1,0.033699,4.50989,[15 24] ; [15 60],[10.26315789 28.73684211] ; [19.73684211 55.26315789],0
p11,1,0.033724,4.508645,[23 16] ; [29 47],[17.63478261 21.36521739] ; [34.36521739 41.63478261],0
p6,1,0.03871,4.273547,[ 9 29] ; [ 7 68],[ 5.38053097 32.61946903] ; [10.61946903 64.38053097],0
s3,1,0.039566,4.236394,[24 14] ; [32 43],[18.83185841 19.16814159] ; [37.16814159 37.83185841],0
p9,1,0.049869,3.845847,[27 12] ; [37 37],[22.08849558 16.91150442] ; [41.91150442 32.08849558],0
v4,1,0.056785,3.628885,[33  5] ; [53 22],[28.92035398  9.07964602] ; [57.07964602 17.92035398],0
p10,1,0.058794,3.571093,[22 17] ; [28 46],[17.25663717 21.74336283] ; [32.74336283 41.25663717],0
u2,1,0.060107,3.534418,[9 1] ; [16 12],[6.57894737 3.42105263] ; [18.42105263  9.57894737],0
s8,1,0.074081,3.190199,[13 26] ; [14 62],[ 9.15652174 29.84347826] ; [17.84347826 58.15652174],0
v2,1,0.07993,3.06633,[18 19] ; [22 48],[13.8317757 23.1682243] ; [26.1682243 43.8317757],0
p5,1,0.080022,3.064448,[ 3 36] ; [ 1 74],[ 1.36842105 37.63157895] ; [ 2.63157895 72.36842105],0
r3,1,0.081964,3.025522,[33  6] ; [53 23],[29.16521739  9.83478261] ; [56.83478261 19.16521739],0
b1,1,0.088534,2.900837,[26 13] ; [38 38],[21.70434783 17.29565217] ; [42.29565217 33.70434783],0
n2,1,0.122379,2.386607,[12  3] ; [23 17],[9.54545455 5.45454545] ; [25.45454545 14.54545455],0
s2,1,0.124351,2.361647,[18 21] ; [24 52],[14.24347826 24.75652174] ; [27.75652174 48.24347826],0
p1,1,0.128003,2.316562,[ 1 38] ; [ 8 67],[ 3.07894737 35.92105263] ; [ 5.92105263 69.07894737],0
b2,1,0.130158,2.290616,[ 5 19] ; [16 25],[ 7.75384615 16.24615385] ; [13.24615385 27.75384615],0
b3,1,0.130158,2.290616,[ 5 19] ; [16 25],[ 7.75384615 16.24615385] ; [13.24615385 27.75384615],0
n5,1,0.181996,1.78125,[20 18] ; [30 46],[16.66666667 21.33333333] ; [33.33333333 42.66666667],0
a3,1,0.208982,1.578462,[29 10] ; [47 28],[26. 13.] ; [50. 25.],0
d3,1,0.21817,1.516366,[24 13] ; [40 36],[20.95575221 16.04424779] ; [43.04424779 32.95575221],0
a8,1,0.224565,1.474961,[ 6 28] ; [ 7 67],[ 4.09259259 29.90740741] ; [ 8.90740741 65.09259259],0
d1,1,0.226545,1.462421,[20 19] ; [30 46],[16.95652174 22.04347826] ; [33.04347826 42.95652174],0
b4,1,0.238929,1.386904,[26 13] ; [42 34],[23.06086957 15.93913043] ; [44.93913043 31.06086957],0
a6,1,0.276459,1.184416,[26 12] ; [44 32],[23.33333333 14.66666667] ; [46.66666667 29.33333333],0
d4,1,0.314069,1.013487,[30  7] ; [55 21],[27.83185841  9.16814159] ; [57.16814159 18.83185841],0
a1,1,0.330751,0.945955,[ 2 37] ; [ 8 68],[ 3.39130435 35.60869565] ; [ 6.60869565 69.39130435],0
v3,1,0.367449,0.812273,[ 6 30] ; [17 53],[ 7.81132075 28.18867925] ; [15.18867925 54.81132075],0
n3,1,0.381136,0.767033,[11  4] ; [23 15],[9.62264151 5.37735849] ; [24.37735849 13.62264151],0
b5,1,0.436916,0.604368,[24 15] ; [41 35],[22.04347826 16.95652174] ; [42.95652174 33.04347826],0
a4,1,0.519415,0.415055,[15 24] ; [34 42],[16.6173913 22.3826087] ; [32.3826087 43.6173913],0
a2,1,0.526965,0.400241,[ 8 31] ; [12 64],[ 6.7826087 32.2173913] ; [13.2173913 62.7826087],0
d2,1,0.593443,0.285,[18 20] ; [32 44],[16.66666667 21.33333333] ; [33.33333333 42.66666667],0
s1,1,0.618671,0.24774,[ 3 36] ; [ 4 71],[ 2.39473684 36.60526316] ; [ 4.60526316 70.39473684],0
v1,1,0.644977,0.212291,[14 24] ; [31 44],[15.13274336 22.86725664] ; [29.86725664 45.13274336],0
n4,1,0.678421,0.171909,[21 18] ; [44 32],[22.04347826 16.95652174] ; [42.95652174 33.04347826],0
r4,1,0.708732,0.139547,[25 14] ; [46 30],[24.07826087 14.92173913] ; [46.92173913 29.07826087],0
r2,1,0.745101,0.105694,[31  7] ; [63 12],[31.61061947  6.38938053] ; [62.38938053 12.61061947],0
s4,1,0.767861,0.087127,[ 7 32] ; [12 64],[ 6.44347826 32.55652174] ; [12.55652174 63.44347826],0
a7,1,0.809366,0.058198,[24 15] ; [45 31],[23.4 15.6] ; [45.6 30.4],0
s5,1,0.893885,0.017793,[ 7 31] ; [12 57],[ 6.74766355 31.25233645] ; [12.25233645 56.74766355],0
r1,1,0.906141,0.013902,[24 15] ; [47 28],[24.28947368 14.71052632] ; [46.71052632 28.28947368],0
a5,1,0.916148,0.011085,[24 15] ; [46 30],[23.73913043 15.26086957] ; [46.26086957 29.73913043],0
u3,1,0.939048,0.005847,[6 4] ; [17 12],[5.8974359 4.1025641] ; [17.1025641 11.8974359],0
d5,1,1.0,0.0,[26 12] ; [52 24],[26. 12.] ; [52. 24.],0
