Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,72.839804,[248  76] ; [41 82],[209.47651007 114.52348993] ; [79.52348993 43.47651007],1
a6,1,0.0,35.029166,[248  77] ; [58 65],[221.98660714 103.01339286] ; [84.01339286 38.98660714],1
d4,1,8e-06,19.928817,[272  53] ; [79 44],[254.63169643  70.36830357] ; [96.36830357 26.63169643],1
d5,1,8e-06,19.87764,[268  57] ; [77 46],[250.27901786  74.72098214] ; [94.72098214 28.27901786],1
d1,1,2.3e-05,17.908122,[189 136] ; [44 79],[169.02901786 155.97098214] ; [63.97098214 59.02901786],1
a2,1,4.5e-05,16.650216,[ 72 253] ; [  7 116],[ 57.31026786 267.68973214] ; [ 21.68973214 101.31026786],1
r3,1,0.000101,15.120741,[313  12] ; [106  17],[303.96205357  21.03794643] ; [115.03794643   7.96205357],1
u1,1,0.00013,14.639187,[ 46 279] ; [  2 121],[ 34.82142857 290.17857143] ; [ 13.17857143 109.82142857],1
b5,1,0.000407,12.500973,[220 105] ; [61 62],[203.85044643 121.14955357] ; [77.14955357 45.85044643],1
p10,1,0.001239,10.431608,[251  69] ; [76 44],[237.81818182  82.18181818] ; [89.18181818 30.81818182],0
r1,1,0.001511,10.065591,[256  66] ; [80 43],[243.12808989  78.87191011] ; [92.87191011 30.12808989],0
p2,1,0.001834,9.708635,[268  56] ; [83 37],[256.13513514  67.86486486] ; [94.86486486 25.13513514],0
r4,1,0.002709,8.994033,[297  28] ; [100  23],[288.00223214  36.99776786] ; [108.99776786  14.00223214],0
u3,1,0.008424,6.941002,[72 45] ; [23 34],[63.87931034 53.12068966] ; [31.12068966 25.87931034],0
p4,1,0.011142,6.44256,[170 153] ; [46 72],[158.20408163 164.79591837] ; [57.79591837 60.20408163],0
a5,1,0.014123,6.022663,[225 100] ; [70 53],[214.00669643 110.99330357] ; [80.99330357 42.00669643],0
s5,1,0.016093,5.792685,[ 60 254] ; [35 82],[ 69.21113689 244.78886311] ; [25.78886311 91.21113689],0
s2,1,0.018202,5.576566,[103 218] ; [25 96],[ 92.95927602 228.04072398] ; [35.04072398 85.95927602],0
s6,1,0.030949,4.655779,[171 148] ; [50 69],[160.956621 158.043379] ; [60.043379 58.956621],0
p9,1,0.032026,4.597107,[257  62] ; [86 35],[248.675  70.325] ; [94.325 26.675],0
